code,name,source,rule_detail,dif,dea,macd,kongpan,k,d,j,MACD买入,ZJTJ控盘,KDJ买入,财务增长,核心满足,今日涨跌,连选天数,近3日涨幅,近5日涨幅,近10日涨幅,重点关注
300308,中际旭创,龙头:300308,✓MACD买入 | ✓ZJTJ控盘 | ✓财务增长,96.6408,92.1457,8.9903,13.85,70.3,78.28,54.35,✓,✓,✗,✓,✓,-7.81,4,-0.99,1.62,13.68,🌟
002508,老板电器,龙头:002508,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6237,-0.5895,-0.0684,-5.89,25.36,24.05,27.98,✗,✗,✓,✗,✗,3.41,0,-3.64,-3.52,-3.8,
600418,江淮汽车,龙头:600418,✗MACD | ✗ZJTJ,-3.5053,-2.4959,-2.0187,-21.18,4.2,6.06,0.48,✗,✗,✗,✗,✗,-3.36,0,-6.63,-10.59,-26.53,
300513,恒实科技,龙头:300513,✗MACD | ✗ZJTJ,-0.3027,-0.1833,-0.2388,-10.23,14.92,15.52,13.72,✗,✗,✗,✗,✗,2.98,0,-1.24,-0.63,-11.97,
300118,东方日升,龙头:300118,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.9825,-0.6665,-0.6321,-15.89,16.82,13.28,23.9,✗,✗,✓,✗,✗,0.0,0,-1.27,-0.14,-17.18,
300502,新易盛,龙头:300502,✓MACD买入 | ✓ZJTJ控盘,56.3622,46.9979,18.7287,17.26,75.17,80.32,64.87,✓,✓,✗,✗,✓,-3.6,4,0.13,5.88,23.28,🌟
000049,德赛电池,龙头:000049,✗MACD | ✗ZJTJ,-0.704,-0.475,-0.4579,-6.99,15.0,16.89,11.23,✗,✗,✗,✗,✗,-0.61,0,-3.59,-3.4,-10.01,
000338,潍柴动力,龙头:000338,✗MACD | ✗ZJTJ,0.6852,1.2227,-1.075,-3.61,37.88,49.46,14.73,✗,✗,✗,✗,✗,-7.77,0,-3.41,-11.94,-8.5,
300170,汉得信息,龙头:300170,✗MACD | ✗ZJTJ,-0.7606,-0.5123,-0.4966,-9.91,16.96,20.3,10.28,✗,✗,✗,✗,✗,-1.63,0,-6.08,-4.95,-11.03,
300501,海顺新材,龙头:300501,✗MACD | ✗ZJTJ,-0.144,0.1406,-0.5693,-9.28,16.86,18.0,14.59,✗,✗,✗,✗,✗,1.51,0,-2.59,-7.52,-12.76,
000933,神火股份,龙头:000933,✗MACD | ✗ZJTJ,-0.5288,-0.4689,-0.1198,-3.52,27.91,39.81,4.11,✗,✗,✗,✗,✗,-3.07,0,-9.97,-4.3,-7.36,
002101,广东鸿图,龙头:002101,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3628,-0.366,0.0064,-5.33,18.91,16.04,24.66,✗,✗,✓,✗,✗,1.02,0,-1.76,0.22,-5.31,
301012,扬电科技,龙头:301012,✗MACD | ✗ZJTJ,-0.914,0.0558,-1.9395,-14.12,7.27,11.33,-0.84,✗,✗,✗,✗,✗,-3.74,0,-5.56,-7.61,-25.84,
300373,扬杰科技,龙头:300373,✓MACD买入 | ✓ZJTJ控盘,7.0378,6.1688,1.738,12.92,58.5,66.08,43.35,✓,✓,✗,✗,✓,-2.49,2,1.35,-3.97,19.09,
002573,清新环境,龙头:002573,✗MACD | ✗ZJTJ,-0.061,-0.0625,0.003,-2.3,25.26,30.13,15.51,✗,✗,✗,✗,✗,0.3,0,-2.32,-0.88,-1.17,
000539,粤电力Ａ,龙头:000539,✓MACD买入 | ✓ZJTJ控盘,0.6459,0.509,0.2739,18.12,73.3,76.03,67.84,✓,✓,✗,✗,✓,-10.03,4,-9.64,-7.09,26.34,🌟
002043,兔 宝 宝,龙头:002043,✗MACD | ✗ZJTJ,-0.4951,-0.4081,-0.1741,-7.55,24.62,27.58,18.69,✗,✗,✗,✗,✗,0.32,0,-3.8,-4.18,-3.43,
600004,白云机场,龙头:600004,✗MACD | ✗ZJTJ,-0.1614,-0.1592,-0.0042,-2.84,21.62,24.61,15.65,✗,✗,✗,✗,✗,0.75,0,-1.7,-2.18,-1.7,
002537,海联金汇,龙头:002537,✗MACD | ✗ZJTJ,-0.3666,-0.3313,-0.0707,-9.68,10.4,11.36,8.48,✗,✗,✗,✗,✗,0.49,0,-2.69,-2.54,-9.44,
601615,明阳智能,龙头:601615,✗MACD | ✗ZJTJ,-0.4937,-0.2098,-0.5679,-12.04,10.33,22.35,-13.69,✗,✗,✗,✗,✗,-3.63,0,-7.0,-14.82,-16.14,
000963,华东医药,龙头:000963,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.3928,-1.3735,-0.0386,-6.55,19.24,17.16,23.4,✗,✗,✓,✗,✗,2.08,0,-2.0,-2.07,-2.74,
002164,宁波东力,龙头:002164,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1493,0.0266,-0.3519,-6.52,26.06,21.53,35.12,✗,✗,✓,✗,✗,8.99,0,4.88,5.88,-8.45,
300207,欣旺达,龙头:300207,✗MACD | ✗ZJTJ,-1.4004,-1.0846,-0.6318,-13.21,6.86,8.71,3.17,✗,✗,✗,✗,✗,-2.17,0,-7.57,-8.86,-15.19,
600808,马钢股份,龙头:600808,✗MACD | ✗ZJTJ,-0.2412,-0.2225,-0.0375,-12.47,5.43,6.79,2.71,✗,✗,✗,✗,✗,-0.35,0,-1.39,-3.73,-8.97,
300347,泰格医药,龙头:300347,✗MACD | ✗ZJTJ | ✓KDJ买入,-3.7735,-3.7077,-0.1316,-12.09,12.25,11.15,14.44,✗,✗,✓,✗,✗,-1.67,0,-0.69,-1.34,-8.03,
600438,通威股份,龙头:600438,✗MACD | ✗ZJTJ,-0.8747,-0.6933,-0.3629,-12.44,4.82,6.06,2.35,✗,✗,✗,✗,✗,-2.09,0,-3.61,-7.92,-15.53,
600661,昂立教育,龙头:600661,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4296,-0.3517,-0.1557,-9.83,16.7,15.2,19.71,✗,✗,✓,✗,✗,1.36,0,-3.07,-2.61,-8.69,
600546,山煤国际,龙头:600546,✓MACD买入 | ✓ZJTJ控盘,0.4145,0.3936,0.0418,4.89,52.38,57.91,41.31,✓,✓,✗,✗,✓,-2.42,4,-2.15,1.66,7.79,🌟
002354,天娱数科,龙头:002354,✗MACD | ✗ZJTJ,0.1105,0.2097,-0.1982,-4.16,32.33,40.14,16.71,✗,✗,✗,✗,✗,10.08,0,-0.6,-6.85,-1.48,
300058,蓝色光标,龙头:300058,✗MACD | ✗ZJTJ,-0.3317,-0.1364,-0.3906,-7.01,24.42,32.04,9.18,✗,✗,✗,✗,✗,-2.64,0,-9.36,-7.25,-9.47,
300094,国联水产,龙头:300094,✗MACD | ✗ZJTJ,-0.0633,-0.0602,-0.0063,-3.38,32.13,33.08,30.22,✗,✗,✗,✗,✗,0.0,0,-2.03,-1.02,-3.01,
603801,志邦家居,龙头:603801,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4454,-0.3698,-0.1511,-11.66,11.2,10.38,12.85,✗,✗,✓,✗,✗,0.86,0,-5.78,-5.91,-11.49,
603136,天目湖,龙头:603136,✗MACD | ✗ZJTJ,-0.3557,-0.3483,-0.0147,-5.41,23.36,23.62,22.82,✗,✗,✗,✗,✗,1.65,0,-1.6,-1.28,-4.75,
600745,*ST闻泰,龙头:600745,✗MACD | ✓ZJTJ控盘,-1.2791,-2.0978,1.6373,7.24,71.78,75.01,65.3,✗,✓,✗,✗,✗,3.99,0,-6.14,3.48,32.04,
300675,建科院,龙头:300675,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4531,-0.289,-0.3283,-8.12,18.28,16.35,22.13,✗,✗,✓,✗,✗,2.53,0,0.07,-1.8,-8.86,
002594,比亚迪,龙头:002594,✗MACD | ✗ZJTJ,-1.5631,-1.5003,-0.1256,-2.51,22.7,32.25,3.58,✗,✗,✗,✗,✗,-0.46,0,-3.88,-3.3,-0.79,
300807,天迈科技,龙头:300807,✗MACD | ✗ZJTJ,-2.7549,-1.9679,-1.5741,-14.06,14.46,14.59,14.19,✗,✗,✗,✗,✗,-0.64,0,-7.16,-7.28,-15.04,
601689,拓普集团,龙头:601689,✗MACD | ✗ZJTJ | ✓KDJ买入,0.6232,1.1533,-1.0601,-1.58,34.25,29.53,43.69,✗,✗,✓,✗,✗,0.59,0,8.01,8.97,-5.62,
002241,歌尔股份,龙头:002241,✗MACD | ✗ZJTJ,0.333,0.5172,-0.3684,-1.61,35.25,48.55,8.66,✗,✗,✗,✗,✗,-0.48,0,-7.04,-7.49,-2.21,
301038,深水规院,龙头:301038,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3521,-0.2906,-0.1229,-3.49,43.63,38.44,54.01,✗,✗,✓,✗,✗,0.77,0,1.81,-2.72,-7.01,
300482,万孚生物,龙头:300482,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2764,-0.2196,-0.1135,-3.16,36.04,22.18,63.75,✗,✗,✓,✗,✗,15.06,0,6.2,5.36,4.29,
002318,久立特材,龙头:002318,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.5071,-1.3071,-0.3999,-11.29,16.35,12.03,24.98,✗,✗,✓,✗,✗,0.97,0,0.88,-2.81,-9.86,
300746,汉嘉数智,龙头:300746,✗MACD | ✗ZJTJ,-0.6224,-0.4029,-0.4391,-14.0,10.03,10.08,9.94,✗,✗,✗,✗,✗,2.08,0,-2.09,-3.49,-16.34,
300521,爱司凯,龙头:300521,✗MACD | ✗ZJTJ,-1.0418,-0.7401,-0.6034,-9.82,16.0,18.86,10.3,✗,✗,✗,✗,✗,2.63,0,-2.5,-8.52,-4.73,
300531,优博讯,龙头:300531,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.1104,-0.8379,-0.5449,-14.04,15.43,12.53,21.25,✗,✗,✓,✗,✗,0.83,0,0.96,1.87,-14.02,
601865,福莱特,龙头:601865,✗MACD | ✗ZJTJ,-0.6959,-0.6366,-0.1186,-9.82,9.57,10.43,7.84,✗,✗,✗,✗,✗,-0.8,0,-3.72,-4.55,-9.73,
603806,福斯特,龙头:603806,✗MACD | ✗ZJTJ,-0.0915,-0.0599,-0.0632,-1.49,38.06,46.73,20.72,✗,✗,✗,✗,✗,-3.09,0,0.06,-3.69,-0.81,
603628,清源股份,龙头:603628,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6465,-0.6115,-0.07,-9.05,14.85,13.17,18.19,✗,✗,✓,✗,✗,0.38,0,-2.22,-1.86,-9.28,
002080,中材科技,龙头:002080,✗MACD | ✗ZJTJ,2.4261,3.9775,-3.1029,-4.54,25.09,38.24,-1.21,✗,✗,✗,✗,✗,-1.68,0,-4.13,-11.83,-11.5,
600876,凯盛新能,龙头:600876,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2698,-0.2613,-0.017,-4.49,29.18,23.32,40.91,✗,✗,✓,✗,✗,5.32,0,4.09,1.6,-0.45,
300014,亿纬锂能,龙头:300014,✗MACD | ✗ZJTJ,-1.93,-1.3466,-1.1667,-7.76,16.62,26.49,-3.1,✗,✗,✗,✗,✗,-2.4,0,-11.07,-8.56,-9.55,
002108,沧州明珠,龙头:002108,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1999,-0.1178,-0.164,-10.87,11.06,9.47,14.25,✗,✗,✓,✗,✗,1.28,0,-2.86,-4.62,-10.38,
002036,联创电子,龙头:002036,✗MACD | ✗ZJTJ,0.0652,0.1292,-0.1282,-2.72,24.33,34.48,4.03,✗,✗,✗,✗,✗,2.71,0,-1.3,-1.3,-11.75,
300571,平治信息,龙头:300571,✗MACD | ✗ZJTJ,-0.4888,1.9434,-4.8644,-18.46,9.63,11.97,4.95,✗,✗,✗,✗,✗,-1.66,0,-0.13,-3.73,-30.27,
603010,万盛股份,龙头:603010,✗MACD | ✗ZJTJ,0.2454,0.4266,-0.3625,-2.75,26.41,37.71,3.8,✗,✗,✗,✗,✗,0.87,0,-3.45,-5.6,2.72,
300725,药石科技,龙头:300725,✗MACD | ✗ZJTJ,-1.2209,-0.793,-0.8556,-9.15,6.76,9.7,0.88,✗,✗,✗,✗,✗,-1.01,0,-3.12,-5.81,-11.69,
000915,华特达因,龙头:000915,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6298,-0.7024,0.1452,-2.17,44.35,42.75,47.55,✗,✗,✓,✗,✗,0.96,0,-1.87,-0.15,-1.62,
600197,伊力特,龙头:600197,✗MACD | ✗ZJTJ,-0.1047,0.0448,-0.2989,-6.68,17.98,36.31,-18.68,✗,✗,✗,✗,✗,0.0,0,-8.98,-13.99,-8.09,
000892,欢瑞世纪,龙头:000892,✗MACD | ✗ZJTJ,-0.3538,-0.3777,0.0479,-9.81,15.6,22.94,0.92,✗,✗,✗,✗,✗,1.55,0,-3.69,-10.3,-5.77,
301027,华蓝集团,龙头:301027,✗MACD | ✗ZJTJ,-1.0176,-0.604,-0.8272,-13.31,8.56,9.05,7.58,✗,✗,✗,✗,✗,0.36,0,-3.32,-6.82,-16.22,
300992,泰福泵业,龙头:300992,✗MACD | ✗ZJTJ,-1.2183,-1.014,-0.4086,-8.6,17.87,18.29,17.05,✗,✗,✗,✗,✗,0.0,0,-2.71,-0.71,-8.22,
601886,江河集团,龙头:601886,✗MACD | ✗ZJTJ,-0.1542,-0.0597,-0.189,-6.41,13.6,19.91,0.99,✗,✗,✗,✗,✗,0.59,0,-2.42,-5.67,-4.61,
300234,开尔新材,龙头:300234,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.4888,0.4627,0.0523,9.59,69.94,66.29,77.25,✓,✓,✓,✗,✓,3.76,2,2.91,4.5,16.34,
300142,沃森生物,龙头:300142,✗MACD | ✗ZJTJ,-0.3066,-0.0161,-0.5809,-11.72,4.25,7.36,-1.97,✗,✗,✗,✗,✗,-0.76,0,-3.59,-8.08,-14.15,
600293,三峡新材,龙头:600293,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.0918,0.033,0.1176,11.6,77.17,63.58,104.36,✓,✓,✓,✗,✓,10.0,2,19.28,23.75,22.98,
600598,北大荒,龙头:600598,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3491,-0.3203,-0.0577,-3.75,43.16,34.58,60.32,✗,✗,✓,✗,✗,-0.07,0,-1.1,0.56,-1.85,
300334,津膜科技,龙头:300334,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,-0.0064,-0.0091,0.0054,1.13,46.84,28.37,83.79,✗,✓,✓,✗,✗,19.97,0,23.42,22.59,10.28,
002326,永太科技,龙头:002326,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.621,-0.5981,-0.0457,-3.78,36.93,25.77,59.24,✗,✗,✓,✗,✗,-0.23,0,4.68,5.8,-9.73,
600655,豫园股份,龙头:600655,✗MACD | ✗ZJTJ,-0.0592,-0.0538,-0.0108,-2.21,32.3,43.79,9.31,✗,✗,✗,✗,✗,0.66,0,-2.56,-3.59,0.0,
688261,东微半导,龙头:688261,✗MACD | ✗ZJTJ,2.1554,2.9346,-1.5585,-0.95,31.3,44.19,5.53,✗,✗,✗,✗,✗,-9.42,0,-1.47,-13.82,2.3,
300917,特发服务,龙头:300917,✗MACD | ✗ZJTJ,-1.1403,-0.9009,-0.4787,-8.1,12.43,16.85,3.59,✗,✗,✗,✗,✗,0.92,0,-5.24,-9.82,-5.3,
300556,丝路视觉,龙头:300556,✗MACD | ✗ZJTJ,-0.2422,0.1312,-0.7468,-9.07,13.38,13.77,12.61,✗,✗,✗,✗,✗,2.72,0,-2.38,-4.3,-12.17,
300102,乾照光电,龙头:300102,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.9863,-1.8456,-0.2815,-11.63,27.66,19.59,43.82,✗,✗,✓,✗,✗,0.65,0,3.34,2.36,-8.87,
300631,久吾高科,龙头:300631,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.1242,-0.7463,-0.7558,-11.07,15.21,12.01,21.61,✗,✗,✓,✗,✗,2.11,0,-0.53,-1.1,-11.08,
002136,安 纳 达,龙头:002136,✗MACD | ✗ZJTJ,-0.3856,-0.1197,-0.5318,-11.16,11.09,11.45,10.36,✗,✗,✗,✗,✗,0.97,0,-6.46,-6.81,-16.44,
600007,中国国贸,龙头:600007,✗MACD | ✗ZJTJ,0.0042,0.0227,-0.037,-0.27,47.05,53.16,34.84,✗,✗,✗,✗,✗,1.19,0,-2.34,-0.75,0.19,
300387,富邦科技,龙头:300387,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3116,-0.2523,-0.1187,-7.88,17.12,16.33,18.68,✗,✗,✓,✗,✗,1.73,0,-1.67,-0.52,-8.71,
600388,龙净环保,龙头:600388,✗MACD | ✗ZJTJ,-0.3452,-0.0635,-0.5633,-8.98,12.96,22.05,-5.21,✗,✗,✗,✗,✗,0.42,0,-5.63,-9.94,-13.69,
300737,科顺股份,龙头:300737,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.3592,0.2589,0.2008,12.88,64.7,52.17,89.78,✓,✓,✓,✗,✓,4.71,3,17.13,22.45,18.85,🌟
002373,千方科技,龙头:002373,✗MACD | ✗ZJTJ,-0.4197,-0.3638,-0.1116,-9.79,7.89,10.16,3.34,✗,✗,✗,✗,✗,0.39,0,-3.29,-4.62,-10.33,
600846,同济科技,龙头:600846,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2927,-0.2553,-0.0747,-4.21,40.8,33.41,55.56,✗,✗,✓,✗,✗,-2.82,0,0.71,3.83,-6.26,
000858,五 粮 液,龙头:000858,✗MACD | ✗ZJTJ,-3.7994,-3.9692,0.3394,-5.38,15.52,21.9,2.78,✗,✗,✗,✗,✗,-0.02,0,-1.97,-4.49,-3.51,
600313,农发种业,龙头:600313,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2928,-0.3181,0.0506,-4.45,50.62,38.91,74.03,✗,✗,✓,✗,✗,-1.76,0,1.99,1.49,-1.13,
600803,新奥股份,龙头:600803,✗MACD | ✗ZJTJ,-0.4183,-0.3784,-0.0798,-3.66,18.03,21.64,10.82,✗,✗,✗,✗,✗,-0.05,0,-2.14,-1.74,-3.27,
600916,中国黄金,龙头:600916,✗MACD | ✗ZJTJ,-0.3086,-0.2993,-0.0186,-5.66,15.52,19.91,6.75,✗,✗,✗,✗,✗,-0.64,0,-2.88,-2.27,-5.13,
000019,深粮控股,龙头:000019,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2891,-0.2798,-0.0186,-6.11,29.95,27.64,34.57,✗,✗,✓,✗,✗,0.63,0,-2.13,-0.47,-4.61,
000582,北部湾港,龙头:000582,✗MACD | ✓ZJTJ控盘,0.5278,0.559,-0.0623,4.18,43.6,58.84,13.13,✗,✓,✗,✗,✗,-6.71,0,-10.89,-7.74,1.71,
000798,中水渔业,龙头:000798,✗MACD | ✗ZJTJ,-0.3894,-0.3724,-0.0341,-7.11,11.98,15.92,4.09,✗,✗,✗,✗,✗,-1.95,0,-3.36,-4.05,-8.0,
300801,泰和科技,龙头:300801,✗MACD | ✗ZJTJ,-0.8499,-0.3834,-0.933,-10.47,13.87,14.44,12.72,✗,✗,✗,✗,✗,0.39,0,-2.18,-5.19,-14.11,
002568,百润股份,龙头:002568,✗MACD | ✓ZJTJ控盘,0.2862,0.2999,-0.0274,1.35,43.77,55.95,19.4,✗,✓,✗,✗,✗,2.11,0,-7.55,-6.89,4.73,
