date,code,name,source_main,source_manual,source_ebk,kdj_pass,total_score,score_macd,score_zjtj,score_kdj,score_rps,score_volume,score_finance,score_ml,max_score,volume_pass,ma_alignment_pass,price_position_pass,rules_passed,rules_total,return_2d,bench_2d,return_10d,bench_10d,return_30d,bench_30d,return_60d,bench_60d
2026-03-11,300243,,True,True,True,False,84,30,20,6,9,10,0,9,115,True,True,False,2,3,7.42,-1.62,-0.35,-6.17,24.24,0.3,,0.0
2026-03-12,600282,,True,True,True,False,56,0,20,6,8,10,0,12,115,True,False,False,1,3,-6.79,-0.91,-10.8,-6.92,-10.8,0.48,,0.0
2026-03-12,002386,,True,True,True,False,54,1,20,6,9,10,0,8,115,True,True,False,2,3,-2.34,-0.91,-10.59,-6.92,6.54,0.48,,0.0
2026-03-12,601699,,True,True,True,False,57,6,20,6,8,10,0,7,115,True,False,False,1,3,-4.74,-0.91,-7.4,-6.92,-6.17,0.48,,0.0
2026-03-12,002532,,True,True,True,False,73,17,20,6,5,10,0,15,115,True,True,False,2,3,-5.68,-0.91,-18.92,-6.92,-7.71,0.48,,0.0
2026-03-13,002429,,True,True,True,False,68,16,20,6,1,10,0,15,115,True,False,False,1,3,-13.48,-2.02,-18.68,-4.66,-0.34,2.34,,0.0
2026-03-13,688519,,True,True,True,False,86,30,20,6,5,10,0,15,115,True,True,False,2,3,-3.23,-2.02,4.45,-4.66,29.4,2.34,,0.0
2026-03-16,301128,,True,True,True,False,85,26,20,6,8,10,0,15,115,True,False,False,1,3,16.18,-1.01,21.11,-4.5,61.26,1.18,,0.0
2026-03-16,300184,,True,True,True,False,60,5,20,6,6,10,0,13,115,True,False,False,1,3,3.37,-1.01,-0.62,-4.5,17.58,1.18,,0.0
2026-03-18,603311,,True,True,True,False,70,4,20,6,15,10,0,15,115,True,False,False,1,3,-6.14,-4.24,-2.64,-3.4,13.38,3.47,,0.0
2026-03-18,600563,,True,True,True,False,91,30,20,6,13,10,0,12,115,True,True,False,2,3,0.1,-4.24,4.08,-3.4,-5.18,3.47,,0.0
2026-03-25,301419,,True,True,True,False,91,30,20,6,10,10,0,15,115,True,True,False,2,3,-4.95,-0.04,-2.91,2.25,2.45,13.27,,0.0
2026-03-25,300184,,True,True,True,False,56,2,20,0,11,10,0,13,115,True,True,False,2,3,-3.25,-0.04,1.67,2.25,28.58,13.27,,0.0
2026-03-26,603373,,True,True,True,False,93,30,20,6,12,10,0,15,115,True,False,False,1,3,-7.49,1.81,-8.97,4.5,-0.4,16.73,,0.0
2026-03-26,301312,,True,True,True,False,84,27,20,6,10,10,0,11,115,True,False,False,1,3,-3.07,1.81,19.58,4.5,35.73,16.73,,0.0
2026-03-27,601869,,True,True,True,False,92,30,20,6,11,10,0,15,115,True,True,False,2,3,12.85,-1.3,34.61,3.54,47.56,13.29,,0.0
2026-03-30,603311,,True,True,True,False,69,3,20,6,15,10,0,15,115,True,False,True,2,3,2.98,0.13,15.66,4.36,91.01,11.79,,0.0
2026-03-30,600869,,True,True,True,False,78,13,20,6,14,10,0,15,115,True,False,False,1,3,-3.0,0.13,5.37,4.36,50.94,11.79,,0.0
2026-03-30,600487,,True,True,True,False,60,7,20,6,2,10,0,15,115,True,False,False,1,3,-3.51,0.13,-2.19,4.36,29.62,11.79,,0.0
2026-03-30,300757,,True,True,True,False,71,15,20,6,5,10,0,15,115,True,False,True,2,3,1.6,0.13,24.43,4.36,52.22,11.79,,0.0
2026-03-31,000070,,True,True,True,False,56,1,20,6,14,10,0,5,115,True,False,True,2,3,8.82,0.21,6.07,5.73,9.49,14.34,,0.0
2026-03-31,600158,,True,True,True,False,75,14,20,6,14,10,0,11,115,True,True,False,2,3,-3.34,0.21,-6.09,5.73,9.42,14.34,,0.0
2026-03-31,002491,,True,True,True,False,48,4,20,6,2,10,0,6,115,True,False,False,1,3,-1.64,0.21,16.39,5.73,94.18,14.34,,0.0
2026-03-31,600345,,True,True,True,False,79,30,20,6,4,10,0,9,115,True,False,True,2,3,-0.6,0.21,15.14,5.73,28.26,14.34,,0.0
2026-04-01,600222,,True,True,True,False,50,2,20,6,1,10,0,11,115,True,False,False,1,3,-1.88,-3.06,-2.28,5.31,4.83,13.25,,0.0
2026-04-01,600522,,True,True,True,False,72,8,20,6,13,10,0,15,115,True,False,False,1,3,5.18,-3.06,-3.98,5.31,52.78,13.25,,0.0
2026-04-01,600105,,True,True,True,False,73,15,20,6,13,10,0,9,115,True,False,False,1,3,1.54,-3.06,29.37,5.31,65.42,13.25,,0.0
2026-04-02,688805,,True,True,True,False,70,15,20,6,13,10,0,6,115,True,False,False,1,3,-4.92,-0.16,8.44,7.74,15.29,15.03,,0.0
2026-04-03,300666,,True,True,True,False,67,6,20,6,10,10,0,15,115,True,False,False,1,3,7.02,5.44,5.24,10.15,28.08,12.8,,0.0
2026-04-07,688702,,True,True,True,False,75,16,20,6,12,10,0,11,115,True,False,True,2,3,15.0,3.51,17.11,8.65,59.22,14.15,,0.0
2026-04-07,301419,,True,True,True,False,71,10,20,6,10,10,0,15,115,True,False,True,2,3,2.37,3.51,10.8,8.65,13.17,14.15,,0.0
2026-04-07,002281,,True,True,True,False,84,30,20,6,3,10,0,15,115,True,True,False,2,3,17.03,3.51,31.86,8.65,133.73,14.15,,0.0
2026-04-07,688079,,True,True,True,False,76,15,20,6,10,10,0,15,115,True,False,True,2,3,13.26,3.51,22.56,8.65,69.23,14.15,,0.0
2026-04-08,603311,,True,True,True,False,79,13,20,6,15,10,0,15,115,True,True,False,2,3,1.67,0.2,6.43,5.25,78.06,10.58,,0.0
2026-04-08,601208,,True,True,True,False,85,30,20,6,4,10,0,15,115,True,False,False,1,3,0.63,0.2,9.9,5.25,61.19,10.58,,0.0
2026-04-08,000062,,True,True,True,False,70,9,20,6,10,10,0,15,115,True,False,False,1,3,0.96,0.2,15.3,5.25,28.16,10.58,,0.0
2026-04-08,300975,,True,True,True,False,63,4,20,6,11,10,0,12,115,True,False,False,1,3,5.0,0.2,6.0,5.25,36.48,10.58,,0.0
2026-04-09,688097,,True,True,True,False,92,30,20,6,11,10,0,15,115,True,False,False,1,3,2.17,1.26,-0.25,4.47,-7.9,10.09,,0.0
2026-04-09,002903,,True,True,True,False,78,17,20,6,10,10,0,15,115,True,False,False,1,3,6.55,1.26,6.01,4.47,43.97,10.09,,0.0
2026-04-09,002384,,True,True,True,False,83,30,20,6,2,10,0,15,115,True,False,False,1,3,11.32,1.26,41.52,4.47,67.7,10.09,,0.0
2026-04-09,688498,,True,True,True,False,83,30,20,6,2,10,0,15,115,True,True,False,2,3,12.22,1.26,23.65,4.47,33.74,10.09,,0.0
2026-04-09,300184,,True,True,True,False,60,8,20,6,10,10,0,6,115,True,False,False,1,3,0.0,1.26,13.06,4.47,36.33,10.09,,0.0
2026-04-09,301018,,True,True,True,False,95,30,20,6,14,10,0,15,115,True,False,False,1,3,12.44,1.26,18.99,4.47,50.15,10.09,,0.0
2026-04-09,301182,,True,True,True,False,51,4,20,0,2,10,0,15,115,True,True,False,2,3,-1.54,1.26,8.11,4.47,46.25,10.09,,0.0
2026-04-09,301099,,True,True,True,False,85,30,20,6,10,10,0,9,115,True,False,False,1,3,-0.08,1.26,3.87,4.47,29.2,10.09,,0.0
2026-04-09,002897,,True,True,True,False,88,30,20,6,7,10,0,15,115,True,False,True,2,3,-2.89,1.26,-0.32,4.47,21.6,10.09,,0.0
2026-04-09,603045,,True,True,True,False,63,11,20,6,4,10,0,12,115,True,False,True,2,3,3.03,1.26,14.76,4.47,113.97,10.09,,0.0
2026-04-09,001287,,True,True,True,False,68,11,20,6,12,10,0,9,115,True,False,True,2,3,5.36,1.26,4.77,4.47,5.63,10.09,,0.0
2026-04-13,002859,,True,True,True,False,63,1,20,6,14,10,0,12,115,True,False,False,1,3,-1.41,0.68,10.93,3.42,63.74,8.38,,0.0
2026-04-14,300438,,True,True,True,False,85,30,20,6,4,10,0,15,115,True,False,False,1,3,4.05,1.06,2.41,1.23,16.14,4.84,,0.0
2026-04-14,301182,,True,True,True,False,87,30,20,0,12,10,0,15,115,True,True,False,2,3,9.85,1.06,7.13,1.23,24.63,4.84,,0.0
2026-04-14,688519,,True,True,True,False,92,30,20,6,11,10,0,15,115,True,False,False,1,3,-3.29,1.06,8.24,1.23,50.0,4.84,,0.0
2026-04-17,300342,,True,True,True,False,50,2,20,6,6,10,0,6,115,True,False,True,2,3,20.27,0.74,27.15,2.58,-13.05,7.91,,0.0
2026-04-21,600522,,True,True,True,False,82,17,20,6,14,10,0,15,115,True,False,False,1,3,5.02,-0.41,26.08,4.23,,0.0,,0.0
2026-04-21,301338,,True,True,True,False,95,30,20,6,14,10,0,15,115,True,True,False,2,3,-0.96,-0.41,15.75,4.23,,0.0,,0.0
2026-04-21,600487,,True,True,True,False,84,19,20,6,15,10,0,14,115,True,True,False,2,3,16.25,-0.41,29.21,4.23,,0.0,,0.0
2026-04-22,601869,,True,True,True,False,93,30,20,6,15,10,0,12,115,True,True,False,2,3,-10.64,-1.63,-2.84,4.51,,0.0,,0.0
2026-04-22,600869,,True,True,True,False,93,30,20,6,15,10,0,12,115,True,True,False,2,3,-5.59,-1.63,21.19,4.51,,0.0,,0.0
2026-04-23,603618,,True,True,True,False,83,30,20,6,12,10,0,5,115,True,False,False,1,3,-3.34,0.32,28.78,5.42,,0.0,,0.0
2026-04-27,300666,,True,True,True,False,92,30,20,6,11,10,0,15,115,True,True,False,2,3,4.56,0.05,7.31,4.73,,0.0,,0.0
2026-04-30,301182,,True,True,True,False,62,1,20,6,10,10,0,15,115,True,True,False,2,3,4.97,3.07,15.07,4.98,,0.0,,0.0
2026-04-30,688127,,True,True,True,False,92,30,20,6,11,10,0,15,115,True,False,False,1,3,4.4,3.07,28.69,4.98,,0.0,,0.0
2026-05-06,301165,,True,True,True,False,71,15,20,6,5,10,0,15,115,True,False,False,1,3,-2.2,2.18,-2.99,2.85,,0.0,,0.0
2026-05-06,300975,,True,True,True,False,56,1,20,6,6,10,0,13,115,True,True,False,2,3,1.01,2.18,2.49,2.85,,0.0,,0.0
2026-05-08,301362,,True,True,True,False,84,23,20,6,13,10,0,12,115,True,True,False,2,3,6.89,0.61,45.99,-0.15,,0.0,,0.0
2026-05-08,688167,,True,True,True,False,89,30,20,6,8,10,0,15,115,True,False,False,1,3,9.29,0.61,7.44,-0.15,,0.0,,0.0
2026-05-08,600498,,True,True,True,False,63,12,20,6,6,10,0,9,115,True,False,False,1,3,3.53,0.61,-3.25,-0.15,,0.0,,0.0
2026-05-08,603124,,True,True,True,False,64,6,20,0,14,10,0,14,115,True,False,False,1,3,-1.93,0.61,-6.59,-0.15,,0.0,,0.0
2026-05-08,603890,,True,True,True,False,62,0,20,6,11,10,0,15,115,True,True,False,2,3,-1.28,0.61,13.49,-0.15,,0.0,,0.0
2026-05-08,600105,,True,True,True,False,77,22,20,6,10,10,0,9,115,True,False,False,1,3,4.77,0.61,-5.27,-0.15,,0.0,,0.0
2026-05-08,001223,,True,True,True,False,79,14,20,6,14,10,0,15,115,True,False,False,1,3,-0.86,0.61,12.05,-0.15,,0.0,,0.0
2026-05-11,002579,,True,True,True,False,69,9,20,6,13,10,0,11,115,True,False,False,1,3,2.9,0.89,1.56,-0.35,,0.0,,0.0
2026-05-11,688805,,True,True,True,False,80,23,20,6,14,10,0,7,115,True,True,False,2,3,-4.99,0.89,5.78,-0.35,,0.0,,0.0
2026-05-12,300308,,True,True,True,False,81,30,20,6,9,10,0,6,115,True,True,False,2,3,5.89,-0.32,8.35,-0.74,,0.0,,0.0
2026-05-12,688079,,True,True,True,False,87,24,20,6,12,10,0,15,115,True,True,False,2,3,6.97,-0.32,39.23,-0.74,,0.0,,0.0
2026-05-12,688668,,True,True,True,False,85,30,20,6,4,10,0,15,115,True,True,False,2,3,-3.18,-0.32,12.06,-0.74,,0.0,,0.0
2026-05-12,688205,,True,True,True,False,90,30,20,6,9,10,0,15,115,True,True,False,2,3,-2.53,-0.32,-17.22,-0.74,,0.0,,0.0
2026-05-12,688143,,True,True,True,False,92,30,20,6,14,10,0,12,115,True,True,False,2,3,18.96,-0.32,86.81,-0.74,,0.0,,0.0
2026-05-12,002897,,True,True,True,False,86,30,20,6,9,10,0,11,115,True,False,False,1,3,-3.31,-0.32,12.29,-0.74,,0.0,,0.0
2026-05-13,300870,,True,True,True,False,88,30,20,6,7,10,0,15,115,True,True,False,2,3,-7.62,-2.54,-5.23,-3.63,,0.0,,0.0
2026-05-13,688700,,True,True,True,False,95,30,20,6,14,10,0,15,115,True,True,False,2,3,8.1,-2.54,22.34,-3.63,,0.0,,0.0
2026-05-13,603890,,True,True,True,False,84,25,20,6,10,10,0,13,115,True,True,False,2,3,-8.74,-2.54,2.14,-3.63,,0.0,,0.0
2026-05-13,300620,,True,True,True,False,95,30,20,6,14,10,0,15,115,True,True,False,2,3,-1.76,-2.54,-6.15,-3.63,,0.0,,0.0
2026-05-13,688383,,True,True,True,False,86,30,20,6,5,10,0,15,115,True,True,False,2,3,4.17,-2.54,24.39,-3.63,,0.0,,0.0
2026-05-13,601138,,True,True,True,False,79,22,20,6,6,10,0,15,115,True,True,False,2,3,-4.55,-2.54,-1.07,-3.63,,0.0,,0.0
2026-05-14,300005,,True,True,True,False,56,7,20,6,6,10,0,7,115,True,False,False,1,3,-3.63,-0.71,-7.99,-0.76,,0.0,,0.0
2026-05-14,688097,,True,True,True,False,86,30,20,6,8,10,0,12,115,True,False,False,1,3,-4.79,-0.71,-9.63,-0.76,,0.0,,0.0
2026-05-14,600378,,True,True,True,False,76,14,20,6,13,10,0,13,115,True,False,True,2,3,-3.41,-0.71,10.15,-0.76,,0.0,,0.0
2026-05-14,605589,,True,True,True,False,74,19,20,6,4,10,0,15,115,True,True,False,2,3,4.83,-0.71,15.72,-0.76,,0.0,,0.0
2026-05-15,688809,,True,True,True,False,73,10,20,6,15,10,0,12,115,True,True,False,2,3,6.09,1.32,-2.88,-1.79,,0.0,,0.0
2026-05-18,002635,,True,True,True,False,78,19,20,6,8,10,0,15,115,True,True,False,2,3,-3.09,0.87,-7.81,-1.38,,0.0,,0.0
2026-05-18,688807,,True,True,True,False,96,30,20,6,15,10,0,15,115,True,True,False,2,3,6.2,0.87,-12.36,-1.38,,0.0,,0.0
2026-05-18,301489,,True,True,True,False,88,30,20,6,9,10,0,13,115,True,True,False,2,3,7.28,0.87,-17.24,-1.38,,0.0,,0.0
2026-05-19,300184,,True,True,True,False,54,1,20,0,10,10,0,13,115,True,False,False,1,3,-6.48,-3.04,20.77,0.28,,0.0,,0.0
2026-05-20,301563,,True,True,True,False,66,13,20,6,9,10,0,8,115,True,False,False,1,3,-3.55,-0.65,51.27,0.68,,0.0,,0.0
2026-05-20,688805,,True,True,True,False,92,30,20,6,14,10,0,12,115,True,False,False,1,3,5.72,-0.65,-3.45,0.68,,0.0,,0.0
2026-05-22,603800,,True,True,True,False,92,30,20,6,11,10,0,15,115,True,True,False,2,3,4.6,-0.04,,0.0,,0.0,,0.0
2026-05-22,301419,,True,True,True,False,90,30,20,6,13,10,0,11,115,True,True,False,2,3,0.7,-0.04,,0.0,,0.0,,0.0
2026-05-22,002273,,True,True,True,False,62,7,20,0,10,10,0,15,115,True,True,False,2,3,-2.58,-0.04,,0.0,,0.0,,0.0
2026-05-22,600114,,True,True,True,False,85,30,20,6,4,10,0,15,115,True,False,False,1,3,4.83,-0.04,,0.0,,0.0,,0.0
2026-05-25,300179,,True,True,True,False,82,30,20,6,5,10,0,11,115,True,True,False,2,3,-3.41,-2.41,,0.0,,0.0,,0.0
2026-05-25,301563,,True,True,True,False,90,30,20,6,13,10,0,11,115,True,True,False,2,3,5.2,-2.41,,0.0,,0.0,,0.0
2026-05-25,002579,,True,True,True,False,58,1,20,6,14,10,0,7,115,True,False,False,1,3,20.99,-2.41,,0.0,,0.0,,0.0
2026-05-25,300184,,True,True,True,False,67,6,20,6,13,10,0,12,115,True,True,False,2,3,-8.56,-2.41,,0.0,,0.0,,0.0
2026-05-25,688630,,True,True,True,False,87,30,20,6,6,10,0,15,115,True,True,False,2,3,-7.76,-2.41,,0.0,,0.0,,0.0
2026-05-25,300975,,True,True,True,False,86,30,20,6,9,10,0,11,115,True,True,False,2,3,14.39,-2.41,,0.0,,0.0,,0.0
2026-05-25,301312,,True,True,True,False,95,30,20,6,14,10,0,15,115,True,True,False,2,3,-9.11,-2.41,,0.0,,0.0,,0.0
2026-05-26,603773,,True,True,True,False,89,30,20,6,11,10,0,12,115,True,True,False,2,3,20.16,-0.39,,0.0,,0.0,,0.0
2026-05-26,301338,,True,True,True,False,88,22,20,6,15,10,0,15,115,True,True,False,2,3,4.3,-0.39,,0.0,,0.0,,0.0
2026-05-26,603124,,True,True,True,False,85,23,20,6,11,10,0,15,115,True,False,False,1,3,-0.55,-0.39,,0.0,,0.0,,0.0
2026-05-26,600378,,True,True,True,False,95,30,20,6,14,10,0,15,115,True,True,False,2,3,2.88,-0.39,,0.0,,0.0,,0.0
2026-05-27,002273,,True,True,True,False,83,21,20,6,11,10,0,15,115,True,True,False,2,3,-6.4,-0.72,,0.0,,0.0,,0.0
2026-05-27,688519,,True,True,True,False,94,30,20,6,13,10,0,15,115,True,True,False,2,3,10.49,-0.72,,0.0,,0.0,,0.0
2026-05-28,601138,,True,True,True,False,90,30,20,6,9,10,0,15,115,True,True,False,2,3,-1.67,-1.18,,0.0,,0.0,,0.0
2026-05-28,300184,,True,True,True,False,89,24,20,6,14,10,0,15,115,True,True,False,2,3,-7.47,-1.18,,0.0,,0.0,,0.0
2026-05-28,301099,,True,True,True,False,82,30,20,6,5,10,0,11,115,True,True,False,2,3,-8.33,-1.18,,0.0,,0.0,,0.0
2026-05-29,301360,,True,True,True,False,85,30,20,6,8,10,0,11,115,True,True,False,2,3,-6.5,3.42,,0.0,,0.0,,0.0
2026-06-01,603800,,True,True,True,False,83,30,20,0,8,10,0,15,115,True,True,False,2,3,14.97,2.85,,0.0,,0.0,,0.0
2026-06-02,600869,,True,True,True,False,89,30,20,6,8,10,0,15,115,True,True,False,2,3,,0.0,,0.0,,0.0,,0.0
2026-06-02,300620,,True,True,True,False,92,30,20,6,11,10,0,15,115,True,True,False,2,3,,0.0,,0.0,,0.0,,0.0
2026-06-02,600255,,True,True,True,False,55,5,20,6,5,10,0,9,115,True,True,False,2,3,,0.0,,0.0,,0.0,,0.0
2026-06-02,601137,,True,True,True,True,74,4,20,10,15,10,0,15,115,True,False,False,1,3,,0.0,,0.0,,0.0,,0.0
2026-06-02,688396,,True,True,True,False,54,5,20,0,4,10,0,15,115,True,True,False,2,3,,0.0,,0.0,,0.0,,0.0
2026-06-02,600487,,True,True,True,False,61,8,20,6,2,10,0,15,115,True,False,False,1,3,,0.0,,0.0,,0.0,,0.0
2026-06-02,300726,,True,True,True,False,88,30,20,0,14,10,0,14,115,True,True,False,2,3,,0.0,,0.0,,0.0,,0.0
