code,name,source,rule_detail,dif,dea,macd,kongpan,k,d,j,MACD买入,ZJTJ控盘,KDJ买入,财务增长,核心满足,今日涨跌,连选天数,近3日涨幅,近5日涨幅,近10日涨幅,重点关注
603178,圣龙股份,龙头:603178,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4898,-0.092,-0.7958,-11.31,15.4,12.23,21.73,✗,✗,✓,✗,✗,-2.76,0,-2.14,-4.9,-13.56,
002192,融捷股份,龙头:002192,✗MACD | ✗ZJTJ,-2.8005,-1.0252,-3.5506,-12.03,14.47,15.05,13.32,✗,✗,✗,✗,✗,-3.5,0,-6.27,-9.1,-12.13,
300363,博腾股份,龙头:300363,✗MACD | ✗ZJTJ,-1.6133,-1.6088,-0.009,-14.25,6.31,9.12,0.69,✗,✗,✗,✗,✗,-4.03,0,-6.0,-8.89,-12.25,
300759,康龙化成,龙头:300759,✗MACD | ✗ZJTJ,-1.4421,-1.178,-0.5281,-12.05,8.06,9.08,6.02,✗,✗,✗,✗,✗,-4.16,0,-5.87,-9.9,-14.27,
300100,双林股份,龙头:300100,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0679,0.184,-0.5039,-3.31,29.97,27.66,34.6,✗,✗,✓,✗,✗,-0.06,0,8.89,5.6,-3.89,
002553,南方精工,龙头:002553,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.3817,-1.3374,-0.0887,-10.21,22.54,14.36,38.89,✗,✗,✓,✗,✗,0.16,0,1.82,0.16,-7.85,
600732,爱旭股份,龙头:600732,✗MACD | ✗ZJTJ,-0.8723,-0.729,-0.2865,-14.03,6.92,10.3,0.15,✗,✗,✗,✗,✗,-4.55,0,-8.47,-12.87,-16.01,
002697,红旗连锁,龙头:002697,✗MACD | ✗ZJTJ,-0.0885,-0.0944,0.0118,-2.34,27.68,36.5,10.05,✗,✗,✗,✗,✗,-1.48,0,-1.48,-6.24,0.43,
000333,美的集团,龙头:000333,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.741,0.6506,0.1808,1.87,74.53,66.92,89.75,✓,✓,✓,✗,✓,1.42,1,0.29,1.41,3.81,
002252,上海莱士,龙头:002252,✗MACD | ✗ZJTJ,-0.1203,-0.1182,-0.0043,-3.37,23.48,30.22,10.0,✗,✗,✗,✗,✗,-1.73,0,-2.67,-3.95,-2.11,
601966,玲珑轮胎,龙头:601966,✗MACD | ✗ZJTJ,-0.3757,-0.4157,0.08,-2.91,35.06,36.14,32.89,✗,✗,✗,✗,✗,-1.4,0,-3.08,-1.49,-0.5,
301047,义翘神州,龙头:301047,✗MACD | ✗ZJTJ,-2.4242,-1.9161,-1.0162,-8.17,13.3,16.7,6.5,✗,✗,✗,✗,✗,-2.14,0,-4.89,-6.04,-9.61,
601606,长城军工,龙头:601606,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.8369,-1.4633,-0.7471,-11.45,8.49,7.65,10.17,✗,✗,✓,✗,✗,-1.13,0,-4.18,-7.92,-12.36,
300504,天邑股份,龙头:300504,✗MACD | ✓ZJTJ控盘,0.4751,0.5496,-0.149,1.95,45.48,56.38,23.68,✗,✓,✗,✗,✗,-5.88,0,-4.51,-3.41,-3.11,
002334,英威腾,龙头:002334,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.137,0.1407,-0.0075,1.93,57.23,53.41,64.86,✗,✓,✓,✗,✗,-2.51,0,-0.67,4.07,-4.28,
002487,大金重工,龙头:002487,✗MACD | ✗ZJTJ,-4.0909,-2.3732,-3.4355,-16.77,6.18,8.69,1.17,✗,✗,✗,✗,✗,-7.1,0,-15.39,-18.86,-24.56,
002737,葵花药业,龙头:002737,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0692,-0.0124,-0.1137,-2.33,35.38,31.73,42.69,✗,✗,✓,✗,✗,-0.23,0,0.47,-2.08,-2.0,
600196,复星医药,龙头:600196,✗MACD | ✗ZJTJ,-0.8548,-0.7346,-0.2405,-7.16,11.39,12.25,9.66,✗,✗,✗,✗,✗,-1.68,0,-2.39,-5.83,-7.08,
603259,药明康德,龙头:603259,✗MACD | ✗ZJTJ,-1.3271,-0.58,-1.4943,-4.64,18.1,21.79,10.71,✗,✗,✗,✗,✗,-0.58,0,-2.88,-3.99,-4.89,
002184,海得控制,龙头:002184,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0765,0.0362,-0.2254,-4.73,24.44,24.15,25.03,✗,✗,✓,✗,✗,-1.79,0,-0.26,-4.15,-4.39,
600502,安徽建工,龙头:600502,✗MACD | ✗ZJTJ,-0.0998,-0.0813,-0.037,-4.12,25.71,37.28,2.57,✗,✗,✗,✗,✗,-2.41,0,-5.45,-8.99,-4.71,
002434,万里扬,龙头:002434,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1496,-0.1451,-0.009,-3.06,35.88,31.7,44.25,✗,✗,✓,✗,✗,-2.33,0,-2.99,0.56,-5.56,
300166,东方国信,龙头:300166,✗MACD | ✗ZJTJ,-0.3072,0.0791,-0.7725,-10.51,18.82,19.73,16.99,✗,✗,✗,✗,✗,-6.28,0,-5.13,-6.22,-17.75,
603063,禾望电气,龙头:603063,✗MACD | ✗ZJTJ,2.0119,3.4328,-2.8418,-4.69,22.49,26.03,15.41,✗,✗,✗,✗,✗,-1.95,0,-1.35,0.7,-10.9,
605099,共创草坪,龙头:605099,✗MACD | ✗ZJTJ,-1.359,-0.632,-1.454,-10.56,17.5,19.24,14.02,✗,✗,✗,✗,✗,1.18,0,-0.18,-12.44,-5.88,
002385,大北农,龙头:002385,✗MACD | ✗ZJTJ,-0.1553,-0.147,-0.0165,-7.08,18.81,19.54,17.37,✗,✗,✗,✗,✗,-1.54,0,-3.61,-5.88,-5.04,
001914,招商积余,龙头:001914,✗MACD | ✗ZJTJ,-0.1517,-0.1204,-0.0627,-3.42,26.56,35.41,8.88,✗,✗,✗,✗,✗,-2.19,0,-4.0,-6.95,-3.2,
300081,ST恒信,龙头:300081,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.0359,0.0037,0.0644,4.19,64.15,56.44,79.55,✓,✓,✓,✗,✓,1.64,1,-1.14,1.88,9.07,
300308,中际旭创,龙头:300308,✗MACD | ✓ZJTJ控盘,89.3764,91.5913,-4.4298,10.07,56.74,71.1,28.02,✗,✓,✗,✗,✗,-2.12,0,-9.41,2.21,5.67,
002508,老板电器,龙头:002508,✗MACD | ✗ZJTJ,-0.6349,-0.5986,-0.0726,-6.05,23.77,23.96,23.39,✗,✗,✗,✗,✗,-1.92,0,-0.36,-5.43,-5.48,
600418,江淮汽车,龙头:600418,✗MACD | ✗ZJTJ | ✓KDJ买入,-3.5957,-2.7158,-1.7597,-20.47,8.53,6.88,11.82,✗,✗,✓,✗,✗,1.42,0,-3.53,-8.23,-21.38,
300513,恒实科技,龙头:300513,✗MACD | ✗ZJTJ,-0.3291,-0.2125,-0.2332,-10.58,12.43,14.49,8.3,✗,✗,✗,✗,✗,-3.27,0,-2.78,-8.13,-14.19,
300118,东方日升,龙头:300118,✗MACD | ✗ZJTJ,-1.0633,-0.7458,-0.635,-16.94,12.62,13.06,11.74,✗,✗,✗,✗,✗,-6.58,0,-5.43,-5.5,-20.41,
300502,新易盛,龙头:300502,✓MACD买入 | ✓ZJTJ控盘,53.6163,48.3208,10.5911,13.67,62.22,74.29,38.08,✓,✓,✗,✗,✓,-3.07,1,-7.32,6.65,10.01,
000049,德赛电池,龙头:000049,✗MACD | ✗ZJTJ,-0.8285,-0.5456,-0.5656,-8.63,13.13,15.63,8.12,✗,✗,✗,✗,✗,-4.21,0,-7.24,-8.19,-12.12,
000338,潍柴动力,龙头:000338,✗MACD | ✗ZJTJ,0.3777,1.0537,-1.352,-6.62,28.52,42.48,0.59,✗,✗,✗,✗,✗,-3.66,0,-7.1,-11.04,-14.59,
300170,汉得信息,龙头:300170,✗MACD | ✗ZJTJ,-0.8434,-0.5785,-0.5298,-10.95,15.67,18.76,9.49,✗,✗,✗,✗,✗,-2.1,0,-7.48,-12.48,-13.29,
300501,海顺新材,龙头:300501,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1582,0.0808,-0.4782,-7.93,25.69,20.56,35.95,✗,✗,✓,✗,✗,3.67,0,0.68,-4.4,-5.08,
000933,神火股份,龙头:000933,✗MACD | ✗ZJTJ,-0.7142,-0.5179,-0.3925,-6.41,21.56,33.73,-2.77,✗,✗,✗,✗,✗,-3.74,0,-12.89,-11.54,-9.26,
002101,广东鸿图,龙头:002101,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.367,-0.3662,-0.0017,-5.64,17.55,16.54,19.56,✗,✗,✓,✗,✗,-2.13,0,-2.35,-4.6,-6.74,
301012,扬电科技,龙头:301012,✗MACD | ✗ZJTJ,-1.2912,-0.2136,-2.1552,-17.06,6.86,9.84,0.9,✗,✗,✗,✗,✗,-7.55,0,-11.62,-13.72,-25.4,
300373,扬杰科技,龙头:300373,✗MACD | ✓ZJTJ控盘,6.0863,6.1523,-0.1321,7.19,40.72,57.63,6.91,✗,✓,✗,✗,✗,-8.18,0,-10.74,-4.83,-0.82,
002573,清新环境,龙头:002573,✗MACD | ✗ZJTJ,-0.0652,-0.063,-0.0044,-2.98,22.17,27.48,11.56,✗,✗,✗,✗,✗,-1.78,0,-2.36,-5.7,-3.5,
000539,粤电力Ａ,龙头:000539,✓MACD买入 | ✓ZJTJ控盘,0.5564,0.5185,0.0759,10.59,61.59,71.22,42.35,✓,✓,✗,✗,✓,-5.7,1,-17.23,-20.37,15.09,
002043,兔 宝 宝,龙头:002043,✗MACD | ✗ZJTJ,-0.506,-0.4277,-0.1566,-7.46,22.18,25.78,14.99,✗,✗,✗,✗,✗,-0.81,0,0.9,-9.1,-4.73,
600004,白云机场,龙头:600004,✗MACD | ✗ZJTJ,-0.164,-0.1602,-0.0076,-2.99,19.97,23.06,13.79,✗,✗,✗,✗,✗,-0.74,0,-1.11,-3.25,-3.14,
002537,海联金汇,龙头:002537,✗MACD | ✗ZJTJ,-0.3829,-0.3416,-0.0827,-10.54,9.83,10.85,7.8,✗,✗,✗,✗,✗,-3.75,0,-4.98,-8.09,-11.39,
601615,明阳智能,龙头:601615,✗MACD | ✗ZJTJ,-0.6704,-0.3018,-0.7371,-15.72,7.49,17.39,-12.32,✗,✗,✗,✗,✗,-6.89,0,-11.9,-18.92,-25.21,
000963,华东医药,龙头:000963,✗MACD | ✗ZJTJ,-1.4033,-1.3794,-0.0479,-6.79,15.38,16.57,13.0,✗,✗,✗,✗,✗,-2.57,0,-1.88,-4.71,-4.94,
002164,宁波东力,龙头:002164,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0141,0.0185,-0.0651,-0.25,50.71,31.26,89.61,✗,✗,✓,✗,✗,9.98,0,20.07,14.98,2.45,
300207,欣旺达,龙头:300207,✗MACD | ✗ZJTJ,-1.5572,-1.179,-0.7564,-15.47,6.16,7.86,2.77,✗,✗,✗,✗,✗,-5.58,0,-10.33,-14.03,-18.22,
600808,马钢股份,龙头:600808,✗MACD | ✗ZJTJ,-0.2497,-0.2279,-0.0436,-13.58,6.18,6.59,5.37,✗,✗,✗,✗,✗,-5.28,0,-6.6,-9.73,-14.06,
300347,泰格医药,龙头:300347,✗MACD | ✗ZJTJ,-3.8834,-3.7426,-0.2817,-13.62,8.89,10.4,5.88,✗,✗,✗,✗,✗,-7.07,0,-8.13,-8.29,-14.49,
600438,通威股份,龙头:600438,✗MACD | ✗ZJTJ,-0.9564,-0.7458,-0.4211,-14.19,4.09,5.4,1.46,✗,✗,✗,✗,✗,-5.22,0,-7.8,-11.29,-17.37,
600661,昂立教育,龙头:600661,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4484,-0.3711,-0.1547,-10.24,15.85,15.42,16.73,✗,✗,✓,✗,✗,-2.93,0,-3.05,-8.92,-10.76,
600546,山煤国际,龙头:600546,✗MACD | ✓ZJTJ控盘,0.3466,0.3842,-0.0752,2.27,41.02,52.28,18.48,✗,✓,✗,✗,✗,-3.4,0,-7.28,-10.74,1.11,
002354,天娱数科,龙头:002354,✗MACD | ✗ZJTJ | ✓KDJ买入,0.1533,0.1984,-0.0902,0.55,51.16,43.81,65.85,✗,✗,✓,✗,✗,10.06,0,18.61,-1.48,6.7,
300058,蓝色光标,龙头:300058,✗MACD | ✗ZJTJ,-0.4351,-0.1962,-0.4777,-9.05,20.57,28.22,5.28,✗,✗,✗,✗,✗,-2.84,0,-9.06,-16.2,-10.31,
300094,国联水产,龙头:300094,✗MACD | ✗ZJTJ,-0.0705,-0.0623,-0.0166,-4.51,23.89,30.02,11.63,✗,✗,✗,✗,✗,-3.1,0,-3.77,-7.87,-5.7,
603801,志邦家居,龙头:603801,✗MACD | ✗ZJTJ,-0.4653,-0.3889,-0.1527,-12.19,10.3,10.36,10.19,✗,✗,✗,✗,✗,-2.43,0,-3.8,-10.59,-12.87,
603136,天目湖,龙头:603136,✗MACD | ✗ZJTJ,-0.3511,-0.3488,-0.0046,-5.16,22.82,23.36,21.74,✗,✗,✗,✗,✗,-0.65,0,-0.43,-5.47,-4.28,
600745,*ST闻泰,龙头:600745,✗MACD | ✓ZJTJ控盘,-1.1573,-1.9096,1.5046,6.23,65.1,71.71,51.89,✗,✓,✗,✗,✗,-2.24,0,-3.42,-3.64,22.93,
300675,建科院,龙头:300675,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4896,-0.3291,-0.321,-8.44,17.46,16.72,18.93,✗,✗,✓,✗,✗,-3.1,0,-2.48,-7.47,-9.66,
002594,比亚迪,龙头:002594,✗MACD | ✗ZJTJ,-1.7556,-1.5512,-0.4089,-3.48,18.35,27.62,-0.17,✗,✗,✗,✗,✗,-1.96,0,-3.83,-2.63,-4.97,
300807,天迈科技,龙头:300807,✗MACD | ✗ZJTJ | ✓KDJ买入,-2.7916,-2.1327,-1.3178,-13.16,18.95,16.04,24.76,✗,✗,✓,✗,✗,2.33,0,-1.8,-7.59,-10.43,
601689,拓普集团,龙头:601689,✗MACD | ✗ZJTJ | ✓KDJ买入,0.735,1.0697,-0.6694,-0.01,48.0,35.69,72.64,✗,✗,✓,✗,✗,0.15,0,8.73,11.31,-5.27,
002241,歌尔股份,龙头:002241,✗MACD | ✗ZJTJ,0.0762,0.429,-0.7057,-5.72,24.28,40.46,-8.09,✗,✗,✗,✗,✗,-6.93,0,-13.84,-12.83,-8.73,
301038,深水规院,龙头:301038,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3033,-0.2931,-0.0203,-2.02,49.43,42.1,64.09,✗,✗,✓,✗,✗,1.83,0,3.84,1.78,-1.72,
300482,万孚生物,龙头:300482,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2462,-0.2249,-0.0426,-2.07,44.26,29.54,73.71,✗,✗,✓,✗,✗,-4.27,0,5.86,0.63,-0.39,
002318,久立特材,龙头:002318,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.5401,-1.3537,-0.3728,-11.41,12.95,12.33,14.17,✗,✗,✓,✗,✗,-3.37,0,-1.56,-6.24,-12.06,
300746,汉嘉数智,龙头:300746,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6319,-0.4486,-0.3666,-12.9,14.51,11.56,20.42,✗,✗,✓,✗,✗,0.46,0,0.18,-4.82,-14.7,
300521,爱司凯,龙头:300521,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.0149,-0.795,-0.4397,-8.35,20.59,19.44,22.9,✗,✗,✓,✗,✗,2.15,0,2.92,-2.26,-2.37,
300531,优博讯,龙头:300531,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.0421,-0.8787,-0.3267,-10.96,33.6,19.55,61.71,✗,✗,✓,✗,✗,4.3,0,5.16,3.19,-7.04,
601865,福莱特,龙头:601865,✗MACD | ✗ZJTJ,-0.742,-0.6576,-0.1689,-11.4,7.81,9.56,4.31,✗,✗,✗,✗,✗,-5.03,0,-6.71,-10.2,-13.15,
603806,福斯特,龙头:603806,✗MACD | ✗ZJTJ,-0.2155,-0.0909,-0.2491,-4.82,25.93,39.8,-1.81,✗,✗,✗,✗,✗,-7.13,0,-8.77,-8.2,-12.8,
603628,清源股份,龙头:603628,✗MACD | ✗ZJTJ,-0.6761,-0.6244,-0.1035,-10.2,12.48,12.94,11.56,✗,✗,✗,✗,✗,-4.45,0,-6.05,-8.94,-12.11,
002080,中材科技,龙头:002080,✗MACD | ✗ZJTJ,1.6625,3.5145,-3.704,-7.9,18.51,31.66,-7.8,✗,✗,✗,✗,✗,-6.26,0,-7.58,-8.18,-21.03,
600876,凯盛新能,龙头:600876,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2661,-0.2622,-0.0079,-4.25,29.53,25.39,37.81,✗,✗,✓,✗,✗,-3.48,0,3.99,-2.05,-4.97,
300014,亿纬锂能,龙头:300014,✗MACD | ✗ZJTJ,-2.4961,-1.5762,-1.8399,-11.34,12.13,21.7,-7.0,✗,✗,✗,✗,✗,-6.7,0,-13.73,-16.4,-14.05,
002108,沧州明珠,龙头:002108,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2215,-0.1385,-0.1658,-11.71,11.66,10.2,14.58,✗,✗,✓,✗,✗,-3.79,0,-5.77,-9.33,-13.94,
002036,联创电子,龙头:002036,✗MACD | ✗ZJTJ,0.0092,0.1053,-0.1921,-4.86,18.34,29.1,-3.18,✗,✗,✗,✗,✗,-5.17,0,-3.25,-9.45,-16.47,
300571,平治信息,龙头:300571,✗MACD | ✗ZJTJ,-1.0162,1.3515,-4.7355,-19.52,8.17,10.7,3.1,✗,✗,✗,✗,✗,-5.72,0,-6.24,-6.36,-31.61,
603010,万盛股份,龙头:603010,✗MACD | ✗ZJTJ,0.1693,0.3752,-0.4118,-4.12,19.89,31.77,-3.88,✗,✗,✗,✗,✗,-2.07,0,-4.33,-5.97,-8.54,
300725,药石科技,龙头:300725,✗MACD | ✗ZJTJ,-1.4257,-0.9195,-1.0123,-10.97,8.06,9.15,5.88,✗,✗,✗,✗,✗,-4.81,0,-8.29,-10.04,-14.49,
000915,华特达因,龙头:000915,✗MACD | ✗ZJTJ,-0.6516,-0.6923,0.0813,-2.84,33.42,39.64,20.98,✗,✗,✗,✗,✗,-2.2,0,-2.91,-3.93,-2.98,
600197,伊力特,龙头:600197,✗MACD | ✗ZJTJ,-0.1829,-0.0007,-0.3642,-8.57,12.54,28.39,-19.14,✗,✗,✗,✗,✗,-1.78,0,-6.91,-13.47,-11.39,
000892,欢瑞世纪,龙头:000892,✗MACD | ✗ZJTJ,-0.358,-0.3738,0.0315,-10.9,13.64,19.84,1.23,✗,✗,✗,✗,✗,-3.57,0,-4.79,-11.89,-9.13,
301027,华蓝集团,龙头:301027,✗MACD | ✗ZJTJ,-1.1291,-0.7091,-0.8401,-14.33,7.6,8.56,5.66,✗,✗,✗,✗,✗,-3.94,0,-7.04,-11.01,-18.11,
300992,泰福泵业,龙头:300992,✗MACD | ✗ZJTJ,-1.2942,-1.07,-0.4485,-9.36,15.61,17.4,12.03,✗,✗,✗,✗,✗,-2.9,0,-4.97,-8.35,-12.96,
601886,江河集团,龙头:601886,✗MACD | ✗ZJTJ,-0.1655,-0.0808,-0.1693,-6.09,18.59,19.47,16.83,✗,✗,✗,✗,✗,0.94,0,-1.83,-3.28,-7.46,
300234,开尔新材,龙头:300234,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.5348,0.4771,0.1154,12.09,75.3,69.29,87.32,✓,✓,✓,✗,✓,6.0,1,10.25,11.16,25.81,
300142,沃森生物,龙头:300142,✗MACD | ✗ZJTJ,-0.4068,-0.0942,-0.6252,-13.56,3.82,6.18,-0.89,✗,✗,✗,✗,✗,-5.07,0,-8.03,-10.59,-21.52,
600293,三峡新材,龙头:600293,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.1414,0.0547,0.1733,17.13,78.34,68.5,98.02,✓,✓,✓,✗,✓,4.29,1,26.3,24.02,22.55,
600598,北大荒,龙头:600598,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3588,-0.328,-0.0617,-3.98,35.02,34.73,35.61,✗,✗,✓,✗,✗,-1.4,0,-2.55,-3.29,-2.82,
300334,津膜科技,龙头:300334,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.1582,0.0243,0.2678,11.39,58.4,38.38,98.43,✓,✓,✓,✗,✓,10.32,1,36.73,30.45,22.41,
002326,永太科技,龙头:002326,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4831,-0.5749,0.1837,-0.7,56.09,35.88,96.52,✗,✗,✓,✗,✗,5.62,0,5.38,8.13,1.76,
600655,豫园股份,龙头:600655,✗MACD | ✗ZJTJ,-0.0709,-0.0572,-0.0273,-3.36,23.44,37.01,-3.7,✗,✗,✗,✗,✗,-2.63,0,-4.3,-5.92,-5.32,
688261,东微半导,龙头:688261,✗MACD | ✗ZJTJ,0.7943,2.5068,-3.425,-7.74,21.94,36.77,-7.72,✗,✗,✗,✗,✗,-11.39,0,-19.47,-15.42,-21.73,
300917,特发服务,龙头:300917,✗MACD | ✗ZJTJ,-1.2611,-0.973,-0.5763,-9.45,9.77,14.49,0.33,✗,✗,✗,✗,✗,-4.02,0,-5.38,-10.95,-9.02,
300556,丝路视觉,龙头:300556,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2078,0.0634,-0.5424,-6.46,30.63,19.39,53.1,✗,✗,✓,✗,✗,6.01,0,5.49,-0.2,-6.31,
300102,乾照光电,龙头:300102,✗MACD | ✗ZJTJ | ✓KDJ买入,-2.0408,-1.8846,-0.3124,-12.5,21.1,20.09,23.12,✗,✗,✓,✗,✗,-6.46,0,-5.74,-4.46,-15.26,
300631,久吾高科,龙头:300631,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.175,-0.8322,-0.6856,-10.9,15.0,13.0,18.98,✗,✗,✓,✗,✗,-2.48,0,-1.91,-4.06,-12.51,
002136,安 纳 达,龙头:002136,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4723,-0.1901,-0.5644,-12.62,11.57,11.49,11.74,✗,✗,✓,✗,✗,-3.86,0,-8.42,-10.74,-17.11,
600007,中国国贸,龙头:600007,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.0788,0.0339,0.0898,1.56,64.13,56.81,78.75,✓,✓,✓,✗,✓,4.56,1,5.25,2.39,4.9,
300387,富邦科技,龙头:300387,✗MACD | ✗ZJTJ,-0.3277,-0.2673,-0.1207,-8.31,14.22,15.63,11.41,✗,✗,✗,✗,✗,-2.75,0,-4.86,-6.53,-9.49,
600388,龙净环保,龙头:600388,✗MACD | ✗ZJTJ,-0.443,-0.1394,-0.6072,-10.17,10.32,18.14,-5.31,✗,✗,✗,✗,✗,-2.21,0,-3.81,-11.35,-14.49,
300737,科顺股份,龙头:300737,✓MACD买入 | ✓ZJTJ控盘,0.2711,0.2613,0.0196,5.48,46.69,50.34,39.39,✓,✓,✗,✗,✓,-20.02,1,-12.76,-8.38,-3.0,
002373,千方科技,龙头:002373,✗MACD | ✗ZJTJ,-0.4388,-0.3788,-0.1199,-10.38,8.29,9.54,5.79,✗,✗,✗,✗,✗,-2.23,0,-3.98,-8.57,-13.34,
600846,同济科技,龙头:600846,✗MACD | ✗ZJTJ,-0.3289,-0.27,-0.1177,-5.56,30.45,32.43,26.5,✗,✗,✗,✗,✗,-3.34,0,-10.41,-2.13,-9.46,
000858,五 粮 液,龙头:000858,✗MACD | ✗ZJTJ,-3.8034,-3.936,0.2652,-5.67,12.34,18.71,-0.4,✗,✗,✗,✗,✗,-1.38,0,-2.9,-4.14,-4.97,
600313,农发种业,龙头:600313,✗MACD | ✗ZJTJ,-0.2912,-0.3127,0.043,-4.85,38.82,38.88,38.69,✗,✗,✗,✗,✗,-2.6,0,-2.92,-3.23,-2.28,
600803,新奥股份,龙头:600803,✗MACD | ✗ZJTJ,-0.4439,-0.3915,-0.1048,-4.15,14.82,19.37,5.73,✗,✗,✗,✗,✗,-1.35,0,-3.51,-4.44,-1.97,
600916,中国黄金,龙头:600916,✗MACD | ✗ZJTJ,-0.3297,-0.3054,-0.0488,-6.92,14.18,18.0,6.54,✗,✗,✗,✗,✗,-3.61,0,-5.67,-6.62,-8.22,
000019,深粮控股,龙头:000019,✗MACD | ✗ZJTJ,-0.2891,-0.2816,-0.0149,-6.12,26.49,27.26,24.95,✗,✗,✗,✗,✗,-1.25,0,-3.06,-4.95,-4.08,
000582,北部湾港,龙头:000582,✗MACD | ✗ZJTJ,0.3972,0.5266,-0.2589,-0.47,30.4,49.36,-7.52,✗,✗,✗,✗,✗,-3.35,0,-18.85,-8.47,-5.54,
000798,中水渔业,龙头:000798,✗MACD | ✗ZJTJ,-0.4056,-0.3792,-0.0529,-7.93,11.36,14.4,5.27,✗,✗,✗,✗,✗,-1.99,0,-3.9,-8.89,-8.47,
300801,泰和科技,龙头:300801,✗MACD | ✗ZJTJ,-1.0349,-0.5134,-1.0429,-12.35,11.76,13.55,8.17,✗,✗,✗,✗,✗,-5.83,0,-8.37,-10.62,-17.34,
002568,百润股份,龙头:002568,✗MACD | ✓ZJTJ控盘,0.27,0.294,-0.0479,1.09,41.01,50.97,21.09,✗,✓,✗,✗,✗,2.29,0,-2.34,-6.88,3.18,
