code,name,source,rule_detail,dif,dea,macd,kongpan,k,d,j,MACD买入,ZJTJ控盘,KDJ买入,财务增长,核心满足,今日涨跌,连选天数,近3日涨幅,近5日涨幅,近10日涨幅,重点关注
600600,青岛啤酒,龙头:600600,✗MACD | ✗ZJTJ,-0.5963,-0.5029,-0.1867,-1.92,35.63,38.93,29.03,✗,✗,✗,✗,✗,0.74,0,0.53,-2.16,-0.2,
000848,承德露露,龙头:000848,✗MACD | ✗ZJTJ,-0.0476,0.0212,-0.1377,-4.08,21.98,30.42,5.1,✗,✗,✗,✗,✗,-2.14,0,-3.6,-5.94,-3.84,
601888,中国中免,龙头:601888,✗MACD | ✗ZJTJ | ✓KDJ买入,-2.0793,-2.4938,0.8292,-2.23,43.3,39.79,50.3,✗,✗,✓,✗,✗,0.44,0,0.7,-2.1,1.14,
002481,双塔食品,龙头:002481,✗MACD | ✗ZJTJ,-0.1086,-0.0981,-0.021,-4.68,26.87,35.8,9.02,✗,✗,✗,✗,✗,-1.24,0,-3.16,-7.21,-3.16,
300894,火星人,龙头:300894,✗MACD | ✗ZJTJ,-0.4016,-0.2961,-0.2111,-9.98,13.07,13.36,12.49,✗,✗,✗,✗,✗,-1.57,0,-0.68,-7.0,-12.74,
600770,综艺股份,龙头:600770,✗MACD | ✗ZJTJ,-0.2551,-0.1194,-0.2713,-12.74,10.61,11.77,8.27,✗,✗,✗,✗,✗,-5.81,0,-6.59,-7.8,-16.25,
002584,西陇科学,龙头:002584,✗MACD | ✗ZJTJ,-0.1764,-0.0804,-0.192,-7.98,19.87,25.03,9.55,✗,✗,✗,✗,✗,-5.17,0,-3.37,-5.79,-15.27,
600171,上海贝岭,龙头:600171,✗MACD | ✗ZJTJ,-0.4567,-0.098,-0.7174,-7.22,16.92,24.45,1.84,✗,✗,✗,✗,✗,-4.4,0,-3.6,-3.35,-14.06,
002135,东南网架,龙头:002135,✗MACD | ✗ZJTJ,-0.2509,-0.0744,-0.3531,-12.44,12.65,13.32,11.32,✗,✗,✗,✗,✗,-5.77,0,-3.04,-3.97,-19.77,
600268,国电南自,龙头:600268,✗MACD | ✗ZJTJ,-0.6463,-0.4373,-0.4179,-12.2,11.36,15.36,3.35,✗,✗,✗,✗,✗,-4.14,0,-11.14,-14.96,-14.66,
001210,金房能源,龙头:001210,✗MACD | ✗ZJTJ,0.957,1.9049,-1.8958,-10.09,27.05,48.06,-14.97,✗,✗,✗,✗,✗,-7.7,0,-35.91,-31.33,-20.05,
300629,新劲刚,龙头:300629,✗MACD | ✗ZJTJ,-0.948,-0.438,-1.0199,-13.56,9.27,12.67,2.47,✗,✗,✗,✗,✗,-5.49,0,-6.71,-8.07,-22.4,
600371,万向德农,龙头:600371,✗MACD | ✗ZJTJ,-0.313,-0.2679,-0.0902,-7.8,16.81,18.17,14.09,✗,✗,✗,✗,✗,-2.59,0,-3.12,-8.1,-8.45,
002222,福晶科技,龙头:002222,✗MACD | ✗ZJTJ,-0.278,2.3244,-5.2049,-10.3,18.05,23.76,6.64,✗,✗,✗,✗,✗,-8.37,0,-12.63,-5.3,-22.69,
603611,诺力股份,龙头:603611,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4201,-0.4574,0.0746,-2.18,47.32,38.33,65.29,✗,✗,✓,✗,✗,-1.25,0,0.44,-0.33,-2.21,
300189,神农种业,龙头:300189,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3367,-0.352,0.0305,-7.6,29.05,27.09,32.95,✗,✗,✓,✗,✗,-1.98,0,-3.31,-5.34,-6.77,
601126,四方股份,龙头:601126,✗MACD | ✗ZJTJ,3.2748,5.5786,-4.6077,-6.31,17.57,27.42,-2.14,✗,✗,✗,✗,✗,-5.68,0,-11.16,-10.18,-15.17,
300755,华致酒行,龙头:300755,✗MACD | ✗ZJTJ,0.1849,0.4259,-0.4821,-4.62,17.67,23.41,6.19,✗,✗,✗,✗,✗,1.54,0,-3.07,-7.51,-11.25,
301071,力量钻石,龙头:301071,✗MACD | ✓ZJTJ控盘,6.1472,6.5823,-0.8702,8.44,33.87,50.04,1.52,✗,✓,✗,✗,✗,-4.23,0,-11.62,-2.8,-4.73,
002155,湖南黄金,龙头:002155,✗MACD | ✗ZJTJ,-1.2638,-1.2315,-0.0646,-7.37,28.99,35.29,16.4,✗,✗,✗,✗,✗,-5.81,0,-9.62,-5.58,-9.58,
002270,华明装备,龙头:002270,✗MACD | ✗ZJTJ,-1.5235,-1.2888,-0.4694,-13.61,8.83,10.09,6.3,✗,✗,✗,✗,✗,-4.91,0,-5.0,-9.89,-18.11,
605555,德昌股份,龙头:605555,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,-0.0217,-0.0489,0.0545,0.79,61.63,50.65,83.59,✗,✓,✓,✗,✗,-1.23,0,-1.29,6.64,-3.37,
002938,鹏鼎控股,龙头:002938,✗MACD | ✓ZJTJ控盘,9.4342,9.8937,-0.9189,10.71,52.37,52.48,52.16,✗,✓,✗,✗,✗,5.51,0,3.42,8.38,-2.03,
600980,北矿科技,龙头:600980,✗MACD | ✗ZJTJ,-0.595,-0.3894,-0.411,-7.24,20.21,21.46,17.71,✗,✗,✗,✗,✗,-4.25,0,-3.93,-3.33,-11.93,
605090,九丰能源,龙头:605090,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.8517,-1.5332,-0.637,-9.03,16.78,15.86,18.64,✗,✗,✓,✗,✗,-3.94,0,-1.93,-2.67,-8.8,
002001,新 和 成,龙头:002001,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.5966,-0.8144,0.4356,0.44,57.45,50.0,72.33,✗,✗,✓,✗,✗,-2.8,0,2.59,3.35,3.49,
300432,富临精工,龙头:300432,✗MACD | ✗ZJTJ,-0.6889,-0.4056,-0.5666,-8.24,17.39,19.75,12.67,✗,✗,✗,✗,✗,-5.52,0,-8.37,-8.17,-10.6,
300479,神思电子,龙头:300479,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.8708,-0.8067,-0.1282,-9.32,14.01,13.69,14.65,✗,✗,✓,✗,✗,-2.53,0,-2.46,-5.62,-10.69,
300546,雄帝科技,龙头:300546,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.1767,-0.956,-0.4413,-13.2,11.46,10.09,14.2,✗,✗,✓,✗,✗,-2.67,0,-2.78,-6.7,-13.84,
300570,太辰光,龙头:300570,✗MACD | ✗ZJTJ,4.2648,5.5489,-2.5682,0.68,45.66,49.02,38.96,✗,✗,✗,✗,✗,-8.6,0,-8.83,4.16,-5.7,
300037,新宙邦,龙头:300037,✓MACD买入 | ✓ZJTJ控盘,2.8314,2.6607,0.3416,6.34,52.38,56.3,44.53,✓,✓,✗,✗,✓,-3.58,1,3.11,3.24,7.09,
300423,昇辉科技,龙头:300423,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4595,-0.4039,-0.1113,-12.34,11.82,11.78,11.91,✗,✗,✓,✗,✗,-4.11,0,-6.18,-9.27,-12.28,
002166,莱茵生物,龙头:002166,✗MACD | ✗ZJTJ,-0.296,-0.1832,-0.2256,-10.31,8.61,9.14,7.57,✗,✗,✗,✗,✗,-2.6,0,-4.46,-9.31,-14.68,
002878,元隆雅图,龙头:002878,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.7398,-0.7169,-0.0459,-6.15,46.61,43.68,52.47,✗,✗,✓,✗,✗,0.99,0,1.66,-7.53,4.42,
300415,伊之密,龙头:300415,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.9924,-0.6118,-0.761,-11.89,11.06,10.87,11.45,✗,✗,✓,✗,✗,-1.85,0,-3.8,-3.14,-14.76,
000591,太阳能,龙头:000591,✗MACD | ✗ZJTJ,-0.05,0.0499,-0.1998,-8.77,10.77,22.14,-11.98,✗,✗,✗,✗,✗,-3.8,0,-8.99,-14.53,-16.23,
300963,中洲特材,龙头:300963,✗MACD | ✗ZJTJ,-0.8035,-0.6339,-0.3392,-11.33,16.96,17.82,15.24,✗,✗,✗,✗,✗,-5.23,0,-5.56,-6.39,-15.37,
300057,万顺新材,龙头:300057,✗MACD | ✗ZJTJ,0.0915,0.1931,-0.2033,-2.78,30.06,40.67,8.82,✗,✗,✗,✗,✗,-5.09,0,-8.17,-7.24,-6.82,
002328,新朋股份,龙头:002328,✗MACD | ✗ZJTJ,-0.3572,-0.1357,-0.4431,-13.94,11.44,20.17,-6.03,✗,✗,✗,✗,✗,-6.76,0,-14.16,-23.74,-20.63,
000009,中国宝安,龙头:000009,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3868,-0.3575,-0.0587,-8.5,12.64,11.58,14.77,✗,✗,✓,✗,✗,-3.34,0,-3.61,-6.96,-7.82,
300409,道氏技术,龙头:300409,✗MACD | ✗ZJTJ,-1.3839,-1.022,-0.7238,-13.97,8.03,11.23,1.65,✗,✗,✗,✗,✗,-5.12,0,-7.41,-9.67,-17.93,
603730,岱美股份,龙头:603730,✗MACD | ✓ZJTJ控盘,0.5764,0.6437,-0.1345,4.08,39.01,43.34,30.37,✗,✓,✗,✗,✗,4.89,0,5.82,3.15,-0.76,
603026,石大胜华,龙头:603026,✗MACD | ✗ZJTJ,-4.0583,-2.2257,-3.6651,-13.24,8.73,9.15,7.88,✗,✗,✗,✗,✗,-5.35,0,-8.64,-11.45,-15.36,
600366,宁波韵升,龙头:600366,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1108,-0.0672,-0.0872,-2.16,48.46,40.15,65.09,✗,✗,✓,✗,✗,0.63,0,1.1,5.35,-3.61,
600230,沧州大化,龙头:600230,✗MACD | ✗ZJTJ,-1.0226,-0.9712,-0.1028,-10.15,13.39,14.91,10.36,✗,✗,✗,✗,✗,-4.79,0,-7.11,-8.08,-10.76,
002416,爱施德,龙头:002416,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6167,-0.5282,-0.1772,-10.34,14.1,14.05,14.19,✗,✗,✓,✗,✗,-4.18,0,-4.09,-4.55,-10.24,
603507,振江股份,龙头:603507,✗MACD | ✗ZJTJ,-2.1061,-1.3105,-1.5912,-14.33,6.69,7.64,4.77,✗,✗,✗,✗,✗,-4.28,0,-8.08,-11.21,-17.66,
300031,宝通科技,龙头:300031,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.4312,0.536,-0.2097,1.2,51.53,37.73,79.14,✗,✓,✓,✗,✗,-0.51,0,8.18,3.63,-0.39,
600549,厦门钨业,龙头:600549,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.6139,-0.5715,2.3708,10.46,70.83,69.09,74.32,✗,✓,✓,✗,✗,-3.82,0,-1.07,12.34,14.39,
002975,博杰股份,龙头:002975,✗MACD | ✓ZJTJ控盘,11.8312,13.7332,-3.8041,5.86,41.46,60.54,3.3,✗,✓,✗,✗,✗,-10.0,0,-19.53,-11.83,-10.93,
002142,宁波银行,龙头:002142,✗MACD | ✗ZJTJ,-0.226,-0.1758,-0.1002,-1.47,39.77,40.15,39.02,✗,✗,✗,✗,✗,1.47,0,-0.74,-1.27,0.29,
003025,思进智能,龙头:003025,✗MACD | ✗ZJTJ | ✓KDJ买入,0.1633,0.1984,-0.0702,0.73,40.19,31.56,57.44,✗,✗,✓,✗,✗,5.32,0,9.67,6.83,4.96,
002797,第一创业,龙头:002797,✗MACD | ✗ZJTJ,-0.2797,-0.1849,-0.1896,-10.66,6.06,7.51,3.17,✗,✗,✗,✗,✗,-2.16,0,-6.48,-9.8,-13.49,
300049,福瑞医科,龙头:300049,✗MACD | ✗ZJTJ,-3.7101,-2.7305,-1.9592,-18.1,6.13,7.66,3.08,✗,✗,✗,✗,✗,-3.93,0,-6.26,-10.4,-22.03,
002989,中天精装,龙头:002989,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2611,0.2376,-0.9973,-7.33,23.71,22.53,26.07,✗,✗,✓,✗,✗,-4.57,0,-2.36,-0.75,-12.4,
603777,来伊份,龙头:603777,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0622,0.3669,-0.8582,-9.3,13.85,13.84,13.87,✗,✗,✓,✗,✗,-1.7,0,-3.96,-4.83,-13.84,
603212,赛伍技术,龙头:603212,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.4771,0.3505,0.2533,8.07,83.25,69.46,110.82,✓,✓,✓,✗,✓,4.41,1,5.21,14.43,11.81,
002799,环球印务,龙头:002799,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3538,-0.251,-0.2056,-11.16,15.04,14.18,16.78,✗,✗,✓,✗,✗,-2.9,0,-3.56,-9.16,-12.76,
603089,正裕工业,龙头:603089,✗MACD | ✗ZJTJ,-0.4809,-0.4202,-0.1216,-8.38,14.6,15.84,12.13,✗,✗,✗,✗,✗,-2.06,0,-2.82,-6.02,-12.13,
603191,望变电气,龙头:603191,✗MACD | ✗ZJTJ,-0.6876,-0.1926,-0.99,-14.86,13.14,22.83,-6.24,✗,✗,✗,✗,✗,-6.26,0,-16.85,-25.65,-22.39,
002105,信隆健康,龙头:002105,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2165,-0.1568,-0.1196,-8.57,19.22,16.83,24.01,✗,✗,✓,✗,✗,-3.6,0,-2.93,-8.01,-10.49,
002579,中京电子,龙头:002579,✓MACD买入 | ✓ZJTJ控盘,1.6057,1.3547,0.502,18.07,55.69,72.24,22.58,✓,✓,✗,✗,✓,-10.01,1,-13.52,-10.86,23.04,
600571,信雅达,龙头:600571,✗MACD | ✗ZJTJ,-0.5435,-0.4661,-0.1548,-8.8,10.6,12.76,6.29,✗,✗,✗,✗,✗,-2.66,0,-3.26,-7.5,-8.12,
000978,桂林旅游,龙头:000978,✗MACD | ✗ZJTJ,-0.1022,-0.1329,0.0613,-0.67,52.64,63.61,30.72,✗,✗,✗,✗,✗,-3.77,0,-3.63,-4.92,-0.78,
000011,深物业A,龙头:000011,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2201,-0.2275,0.0149,-3.59,36.78,33.29,43.75,✗,✗,✓,✗,✗,-5.41,0,-1.92,-5.28,-4.27,
603733,仙鹤股份,龙头:603733,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,1.0249,0.5301,0.9896,14.54,86.52,81.8,95.96,✓,✓,✓,✗,✓,-0.76,1,2.24,6.82,24.24,
300998,宁波方正,龙头:300998,✗MACD | ✗ZJTJ,0.0274,0.3942,-0.7337,-4.98,23.04,28.72,11.69,✗,✗,✗,✗,✗,1.34,0,1.03,-2.64,-7.23,
603912,佳力图,龙头:603912,✗MACD | ✗ZJTJ,-0.5354,-0.3298,-0.4112,-15.0,13.12,13.25,12.86,✗,✗,✗,✗,✗,-5.57,0,-5.99,-5.68,-19.49,
002079,苏州固锝,龙头:002079,✗MACD | ✗ZJTJ,0.156,0.3637,-0.4153,-4.91,15.15,21.78,1.89,✗,✗,✗,✗,✗,-6.44,0,-6.14,-6.21,-10.11,
002956,西麦食品,龙头:002956,✗MACD | ✗ZJTJ,0.1509,0.2827,-0.2635,-1.36,45.03,52.52,30.05,✗,✗,✗,✗,✗,-1.45,0,0.05,-5.33,3.48,
603266,天龙股份,龙头:603266,✗MACD | ✗ZJTJ,-0.4237,-0.2266,-0.3942,-6.78,16.17,18.96,10.61,✗,✗,✗,✗,✗,-2.51,0,-2.36,-2.88,-11.24,
300073,当升科技,龙头:300073,✗MACD | ✗ZJTJ,-1.9935,-0.9433,-2.1003,-12.22,7.15,10.97,-0.48,✗,✗,✗,✗,✗,-6.5,0,-10.67,-13.37,-16.15,
301155,海力风电,龙头:301155,✗MACD | ✗ZJTJ,-3.7037,-1.9197,-3.5679,-20.31,5.01,10.79,-6.55,✗,✗,✗,✗,✗,-7.1,0,-16.67,-22.3,-30.45,
300508,维宏股份,龙头:300508,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,1.6197,1.6321,-0.0249,5.52,50.94,37.37,78.07,✗,✓,✓,✗,✗,12.37,0,20.6,24.88,8.13,
300275,梅安森,龙头:300275,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4023,-0.3542,-0.0961,-7.07,21.48,19.87,24.7,✗,✗,✓,✗,✗,4.88,0,5.21,1.44,-15.18,
000026,飞亚达,龙头:000026,✗MACD | ✗ZJTJ,0.9038,1.3242,-0.8409,-2.22,18.51,26.57,2.37,✗,✗,✗,✗,✗,-5.36,0,-4.6,-6.36,-21.04,
002463,沪电股份,龙头:002463,✓MACD买入 | ✓ZJTJ控盘 | ✓财务增长,9.4955,8.5639,1.8633,13.61,74.07,75.25,71.69,✓,✓,✗,✓,✓,2.84,1,5.55,11.83,11.8,
600867,通化东宝,龙头:600867,✗MACD | ✗ZJTJ,-0.3373,-0.2935,-0.0876,-7.67,16.25,26.35,-3.95,✗,✗,✗,✗,✗,-3.04,0,-8.26,-10.93,-7.82,
300530,领湃科技,龙头:300530,✗MACD | ✗ZJTJ,-1.3217,-1.0029,-0.6376,-14.4,9.97,12.48,4.96,✗,✗,✗,✗,✗,-5.61,0,-6.33,-14.47,-18.79,
002460,赣锋锂业,龙头:002460,✗MACD | ✗ZJTJ,-4.0768,-2.8763,-2.401,-13.82,9.6,10.74,7.31,✗,✗,✗,✗,✗,-4.4,0,-8.77,-10.16,-16.43,
603385,惠达卫浴,龙头:603385,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2427,-0.2028,-0.0799,-8.06,20.15,19.94,20.57,✗,✗,✓,✗,✗,-3.66,0,-2.3,-8.29,-9.05,
300787,海能实业,龙头:300787,✗MACD | ✗ZJTJ,-0.4631,-0.3805,-0.165,-9.75,15.74,19.14,8.95,✗,✗,✗,✗,✗,-4.64,0,-5.93,-9.69,-15.04,
002182,宝武镁业,龙头:002182,✗MACD | ✗ZJTJ,-0.6369,-0.4759,-0.3218,-10.32,13.25,17.13,5.5,✗,✗,✗,✗,✗,-6.21,0,-8.95,-7.27,-16.53,
000519,中兵红箭,龙头:000519,✓MACD买入 | ✓ZJTJ控盘,0.4253,0.3803,0.09,3.58,46.94,59.46,21.91,✓,✓,✗,✗,✓,-3.89,1,-8.46,-3.99,-2.22,
300223,北京君正,龙头:300223,✗MACD | ✓ZJTJ控盘,4.7936,5.8605,-2.1339,1.48,33.1,37.51,24.28,✗,✓,✗,✗,✗,7.1,0,3.39,3.57,5.17,
003009,中天火箭,龙头:003009,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.6581,-1.9875,0.6588,-0.37,61.42,35.21,113.84,✗,✗,✓,✗,✗,10.0,0,18.79,19.89,9.21,
300659,中孚信息,龙头:300659,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.5913,-0.4962,-0.1903,-10.04,14.69,13.62,16.85,✗,✗,✓,✗,✗,-3.28,0,-4.15,-7.25,-12.16,
688297,中无人机,龙头:688297,✗MACD | ✗ZJTJ,-0.644,-0.8261,0.3642,-0.58,49.09,52.32,42.62,✗,✗,✗,✗,✗,1.09,0,-3.55,-1.07,-2.9,
688082,盛美上海,龙头:688082,✓MACD买入 | ✓ZJTJ控盘 | ✓财务增长,21.6002,20.2643,2.6718,14.99,60.73,63.14,55.91,✓,✓,✗,✓,✓,-2.15,1,-2.9,14.15,-2.15,
600054,黄山旅游,龙头:600054,✗MACD | ✗ZJTJ,-0.2697,-0.2884,0.0374,-2.92,29.59,36.48,15.8,✗,✗,✗,✗,✗,-1.75,0,-2.99,-4.55,-1.93,
002469,三维化学,龙头:002469,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2771,-0.3272,0.1002,-2.98,45.07,33.3,68.6,✗,✗,✓,✗,✗,4.13,0,2.02,0.0,-1.2,
300820,英杰电气,龙头:300820,✗MACD | ✗ZJTJ,3.0709,3.948,-1.7542,0.69,30.15,36.61,17.22,✗,✗,✗,✗,✗,-7.07,0,-5.07,-4.69,-8.9,
300861,美畅股份,龙头:300861,✗MACD | ✗ZJTJ,-0.143,0.3408,-0.9675,-10.64,12.85,18.63,1.28,✗,✗,✗,✗,✗,-5.04,0,-6.66,-8.7,-18.21,
688359,三孚新科,龙头:688359,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,7.3905,9.0016,-3.222,2.99,54.46,51.94,59.5,✗,✓,✓,✗,✗,-1.1,0,10.47,-0.28,-7.77,
301368,丰立智能,龙头:301368,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.5205,-1.0295,-0.9821,-7.63,35.66,23.39,60.22,✗,✗,✓,✗,✗,1.75,0,9.91,4.59,-8.13,
000738,航发控制,龙头:000738,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.8322,-0.6385,-0.3873,-9.37,12.09,11.41,13.44,✗,✗,✓,✗,✗,-1.7,0,-1.07,-3.55,-12.45,
300783,三只松鼠,龙头:300783,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4059,-0.2896,-0.2327,-5.32,43.06,35.1,58.99,✗,✗,✓,✗,✗,-3.64,0,0.34,-5.42,-4.8,
300444,双杰电气,龙头:300444,✗MACD | ✗ZJTJ,-0.5766,-0.3041,-0.545,-12.36,10.32,12.83,5.29,✗,✗,✗,✗,✗,-4.22,0,-7.31,-12.93,-16.26,
600211,西藏药业,龙头:600211,✗MACD | ✗ZJTJ,-0.888,-0.6338,-0.5083,-5.72,14.38,16.97,9.19,✗,✗,✗,✗,✗,-3.3,0,-4.34,-5.26,-7.15,
000068,华控赛格,龙头:000068,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.0578,-0.0129,0.1414,12.35,85.57,70.3,116.09,✗,✓,✓,✗,✗,10.11,0,21.74,24.05,26.45,
001289,龙源电力,龙头:001289,✓MACD买入 | ✓ZJTJ控盘,0.5017,0.4634,0.0766,4.41,51.44,61.41,31.51,✓,✓,✗,✗,✓,0.71,1,-1.7,-2.48,2.1,
601566,九牧王,龙头:601566,✗MACD | ✗ZJTJ,0.093,0.2467,-0.3075,-4.77,30.4,43.79,3.62,✗,✗,✗,✗,✗,-2.41,0,-10.2,-14.29,-14.02,
300729,乐歌股份,龙头:300729,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3915,-0.2897,-0.2037,-8.17,18.88,17.5,21.65,✗,✗,✓,✗,✗,-2.02,0,-3.79,-8.18,-10.04,
300532,今天国际,龙头:300532,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2922,-0.2333,-0.1178,-8.37,15.56,13.76,19.16,✗,✗,✓,✗,✗,-0.58,0,-1.29,-3.51,-9.83,
000869,张  裕Ａ,龙头:000869,✗MACD | ✗ZJTJ,-0.3835,-0.2945,-0.178,-4.79,21.67,26.47,12.08,✗,✗,✗,✗,✗,-1.9,0,-3.1,-5.25,-5.71,
000722,湖南发展,龙头:000722,✓MACD买入 | ✓ZJTJ控盘,0.2886,0.2409,0.0955,3.64,44.35,51.76,29.54,✓,✓,✗,✗,✓,-4.7,1,-13.57,-11.5,3.01,
002845,同兴达,龙头:002845,✗MACD | ✗ZJTJ,0.2105,0.3059,-0.1907,-0.78,26.41,33.42,12.39,✗,✗,✗,✗,✗,-3.82,0,-1.11,-2.64,-9.03,
600283,钱江水利,龙头:600283,✗MACD | ✗ZJTJ,-0.17,-0.126,-0.088,-4.71,13.6,20.49,-0.16,✗,✗,✗,✗,✗,-0.36,0,-2.43,-5.71,-6.96,
300770,新媒股份,龙头:300770,✗MACD | ✗ZJTJ,-1.2364,-1.0527,-0.3675,-6.9,14.92,17.91,8.94,✗,✗,✗,✗,✗,-2.19,0,-4.1,-7.84,-6.64,
600833,第一医药,龙头:600833,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4145,-0.3342,-0.1604,-8.01,19.21,18.18,21.26,✗,✗,✓,✗,✗,-2.03,0,-2.03,-7.42,-9.49,
002870,香山股份,龙头:002870,✗MACD | ✗ZJTJ,0.1012,0.5939,-0.9854,-4.62,21.89,29.91,5.85,✗,✗,✗,✗,✗,-2.92,0,-3.61,-4.92,-7.84,
002527,新时达,龙头:002527,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.4765,0.2661,0.4208,10.73,80.92,75.12,92.53,✓,✓,✓,✗,✓,5.57,1,11.12,5.37,14.24,
600215,派斯林,龙头:600215,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0801,-0.0599,-0.0403,-2.6,41.87,32.63,60.37,✗,✗,✓,✗,✗,0.75,0,6.53,-1.76,-3.6,
603088,宁波精达,龙头:603088,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6278,-0.5138,-0.2279,-11.34,13.46,13.35,13.68,✗,✗,✓,✗,✗,-3.24,0,-1.55,-3.15,-14.98,
301216,万凯新材,龙头:301216,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.0727,-0.7884,-0.5685,-9.2,18.43,16.81,21.65,✗,✗,✓,✗,✗,-1.54,0,-4.84,-2.83,-5.69,
300133,华策影视,龙头:300133,✗MACD | ✗ZJTJ,-0.3271,-0.0732,-0.5079,-16.67,4.27,6.67,-0.53,✗,✗,✗,✗,✗,-4.04,0,-9.64,-14.83,-22.02,
300577,开润股份,龙头:300577,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.855,-0.6145,-0.481,-11.56,11.09,10.28,12.71,✗,✗,✓,✗,✗,-3.0,0,-5.37,-6.38,-12.19,
300769,德方纳米,龙头:300769,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0186,2.0161,-4.0695,-11.15,12.48,12.07,13.28,✗,✗,✓,✗,✗,-5.52,0,-6.99,-8.88,-14.6,
300660,江苏雷利,龙头:300660,✗MACD | ✗ZJTJ,-2.55,-1.0081,-3.0837,-22.91,15.67,18.25,10.52,✗,✗,✗,✗,✗,2.42,0,8.35,-18.81,-26.47,
000723,美锦能源,龙头:000723,✗MACD | ✓ZJTJ控盘,-0.0124,-0.0497,0.0745,2.56,61.99,72.31,41.34,✗,✓,✗,✗,✗,-2.99,0,-4.52,-4.74,2.43,
002877,智能自控,龙头:002877,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2331,-0.2016,-0.063,-4.74,44.34,29.8,73.44,✗,✗,✓,✗,✗,-4.17,0,3.76,0.36,-6.33,
300778,新城市,龙头:300778,✗MACD | ✗ZJTJ,-0.5313,-0.253,-0.5566,-14.39,10.0,12.08,5.83,✗,✗,✗,✗,✗,-1.25,0,-4.24,-8.52,-18.32,
603103,横店影视,龙头:603103,✗MACD | ✓ZJTJ控盘,0.167,-0.0601,0.4543,4.81,51.62,55.99,42.89,✗,✓,✗,✗,✗,-7.34,0,-1.19,-4.68,7.95,
002922,伊戈尔,龙头:002922,✗MACD | ✗ZJTJ,-0.8832,0.1145,-1.9954,-12.83,12.37,24.36,-11.59,✗,✗,✗,✗,✗,-6.64,0,-9.93,-15.63,-17.83,
002363,隆基机械,龙头:002363,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3561,-0.2912,-0.1298,-9.67,15.39,14.22,17.74,✗,✗,✓,✗,✗,-2.56,0,-3.25,-5.91,-10.81,
605333,沪光股份,龙头:605333,✗MACD | ✗ZJTJ,-1.288,-1.1122,-0.3515,-11.46,9.89,10.07,9.54,✗,✗,✗,✗,✗,-2.73,0,-4.89,-6.55,-12.73,
601005,重庆钢铁,龙头:601005,✗MACD | ✗ZJTJ,-0.0315,-0.0286,-0.0059,-4.19,19.43,22.99,12.31,✗,✗,✗,✗,✗,-2.33,0,-3.08,-4.55,-5.97,
601872,招商轮船,龙头:601872,✗MACD | ✗ZJTJ,-0.8426,-0.5549,-0.5753,-13.83,5.11,8.99,-2.65,✗,✗,✗,✗,✗,-4.46,0,-6.54,-8.95,-20.43,
002993,奥海科技,龙头:002993,✗MACD | ✗ZJTJ,2.5968,3.3171,-1.4407,0.63,33.75,40.93,19.39,✗,✗,✗,✗,✗,-8.98,0,-2.48,-0.87,-13.0,
