date,code,name,source_main,source_manual,source_ebk,kdj_pass,return_2d,bench_2d,return_10d,bench_10d,return_30d,bench_30d,return_60d,bench_60d
2026-05-13,688383,新益昌,True,True,True,False,4.17,-2.5,24.39,-3.57,,,,
2026-05-13,688700,东威科技,True,True,True,False,8.1,-2.5,22.34,-3.57,,,,
2026-05-13,300620,光库科技,True,True,True,False,-1.76,-2.5,-6.15,-3.57,,,,
2026-05-13,300870,欧陆通,True,True,True,False,-7.62,-2.5,-5.23,-3.57,,,,
2026-05-14,605589,圣泉集团,True,True,True,False,4.83,-0.65,15.72,-0.65,,,,
2026-05-14,300757,罗博特科,True,True,True,False,-1.19,-0.65,10.36,-0.65,,,,
2026-05-14,300005,探路者,True,True,True,False,-3.63,-0.65,-7.99,-0.65,,,,
2026-05-14,600378,昊华科技,True,True,True,False,-3.41,-0.65,10.15,-0.65,,,,
2026-05-14,688097,博众精工,True,True,True,False,-4.79,-0.65,-9.63,-0.65,,,,
2026-05-15,688809,强一股份,True,True,True,False,6.09,1.32,-2.88,-1.76,,,,
2026-05-18,688807,优迅股份,True,True,True,False,6.2,0.88,-12.36,-1.39,,,,
2026-05-18,301489,思泉新材,True,True,True,False,7.28,0.88,-17.24,-1.39,,,,
2026-05-19,300184,力源信息,True,True,True,False,-6.48,-3.01,20.77,0.34,,,,
2026-05-20,301563,云汉芯城,True,True,True,False,-3.55,-0.63,,,,,,
2026-05-20,688805,健信超导,True,True,True,False,5.72,-0.63,,,,,,
2026-05-22,600114,东睦股份,True,True,True,False,4.83,-0.02,,,,,,
2026-05-22,688612,威迈斯,True,True,True,False,-4.4,-0.02,,,,,,
2026-05-22,603800,洪田股份,True,True,True,False,4.6,-0.02,,,,,,
2026-05-22,301419,阿莱德,True,True,True,False,0.7,-0.02,,,,,,
2026-05-25,301312,智立方,True,True,True,False,-9.11,-2.39,,,,,,
2026-05-25,002465,海格通信,True,True,True,False,0.86,-2.39,,,,,,
2026-05-25,002579,中京电子,True,True,True,False,20.99,-2.39,,,,,,
2026-05-25,300975,商络电子,True,True,True,False,14.39,-2.39,,,,,,
2026-05-25,688630,芯碁微装,True,True,True,False,-7.76,-2.39,,,,,,
2026-05-25,300179,四方达,True,True,True,False,-3.41,-2.39,,,,,,
2026-05-25,603212,赛伍技术,True,True,True,False,2.83,-2.39,,,,,,
2026-05-25,300184,力源信息,True,True,True,False,-8.56,-2.39,,,,,,
2026-05-25,301563,云汉芯城,True,True,True,False,5.2,-2.39,,,,,,
2026-05-26,603124,江南新材,True,True,True,False,-0.55,-0.35,,,,,,
2026-05-26,301338,凯格精机,True,True,True,False,4.3,-0.35,,,,,,
2026-05-26,600378,昊华科技,True,True,True,False,2.88,-0.35,,,,,,
2026-05-26,603773,沃格光电,True,True,True,False,20.16,-0.35,,,,,,
2026-05-26,600160,巨化股份,True,True,True,False,-3.33,-0.35,,,,,,
2026-05-27,688519,南亚新材,True,True,True,False,10.49,-0.69,,,,,,
2026-05-27,603633,徕木股份,True,True,True,False,1.59,-0.69,,,,,,
2026-05-28,300184,力源信息,True,True,True,False,-7.47,-1.22,,,,,,
2026-05-28,301099,雅创电子,True,True,True,False,-8.33,-1.22,,,,,,
2026-05-28,688630,芯碁微装,True,True,True,False,4.26,-1.22,,,,,,
2026-05-28,002171,楚江新材,True,True,True,False,-4.08,-1.22,,,,,,
2026-05-29,301360,荣旗科技,True,True,True,False,-6.5,3.44,,,,,,
2026-06-01,603800,洪田股份,True,True,True,False,,,,,,,,
2026-06-01,600160,巨化股份,True,True,True,False,,,,,,,,
