date,code,name,source_main,source_manual,source_ebk,kdj_pass,total_score,score_macd,score_zjtj,score_kdj,score_rps,score_volume,score_finance,score_ml,volume_pass,ma_alignment_pass,price_position_pass,sl_tp_return,sl_tp_hold_days,sl_tp_exit_reason,return_2d,bench_2d,return_10d,bench_10d,return_30d,bench_30d,return_60d,bench_60d
2026-03-18,600563,法拉电子,True,True,True,False,84,30,20,6,13,0,0,15,False,True,False,6.45,8,STOP_LOSS,0.1,-4.22,4.08,-3.28,-5.18,3.56,,
2026-03-18,001287,中电港,True,True,True,False,68,15,20,6,12,0,0,15,False,False,True,-1.66,9,STOP_LOSS,1.5,-4.22,-2.8,-3.28,7.39,3.56,,
2026-03-25,300184,力源信息,True,True,True,False,48,2,20,0,11,0,0,15,False,True,False,-9.06,7,STOP_LOSS,-3.25,-0.05,1.67,2.33,28.58,13.32,,
2026-03-25,603296,华勤技术,True,True,True,False,66,15,20,6,10,0,0,15,False,False,True,-10.01,3,STOP_LOSS,-7.4,-0.05,8.31,2.33,19.88,13.32,,
2026-03-25,301419,阿莱德,True,True,True,False,81,30,20,6,10,0,0,15,False,True,False,-10.99,4,STOP_LOSS,-4.95,-0.05,-2.91,2.33,2.45,13.32,,
2026-03-26,603373,安邦护卫,True,True,True,False,83,30,20,6,12,0,0,15,False,False,False,-9.24,6,STOP_LOSS,-7.49,1.79,-8.97,4.58,-0.4,16.78,,
2026-03-26,301312,智立方,True,True,True,False,78,27,20,6,10,0,0,15,False,False,False,-9.81,3,STOP_LOSS,-3.07,1.79,19.58,4.58,35.73,16.78,,
2026-03-27,601869,长飞光纤,True,True,True,False,82,30,20,6,11,0,0,15,False,True,False,30.11,10,STOP_LOSS,12.85,-1.29,34.61,3.64,47.56,13.36,,
2026-03-30,600869,远东股份,True,True,True,False,68,13,20,6,14,0,0,15,False,False,False,0.42,5,STOP_LOSS,-3.0,0.13,5.37,4.45,50.94,11.86,,
2026-03-30,300757,罗博特科,True,True,True,False,61,15,20,6,5,0,0,15,False,False,True,28.87,17,STOP_LOSS,1.6,0.13,24.43,4.45,52.22,11.86,,
2026-03-30,603311,金海高科,True,True,True,False,59,3,20,6,15,0,0,15,False,False,True,13.14,16,STOP_LOSS,2.98,0.13,15.66,4.45,91.01,11.86,,
2026-03-30,600487,亨通光电,True,True,True,False,50,7,20,6,2,0,0,15,False,False,False,-0.67,9,STOP_LOSS,-3.51,0.13,-2.19,4.45,29.62,11.86,,
2026-03-30,688141,杰华特,True,True,True,False,57,15,20,6,1,0,0,15,False,False,True,40.04,18,TAKE_PROFIT_50,0.79,0.13,20.28,4.45,82.16,11.86,,
2026-03-30,300548,长芯博创,True,True,True,False,58,15,20,6,2,0,0,15,False,False,True,40.5,12,TAKE_PROFIT_50,0.08,0.13,45.23,4.45,57.81,11.86,,
2026-03-31,000070,特发信息,True,True,True,False,56,1,20,6,14,0,0,15,False,False,True,8.31,10,STOP_LOSS,8.82,0.22,6.07,5.83,9.49,14.44,,
2026-03-31,600158,中体产业,True,True,True,False,69,14,20,6,14,0,0,15,False,True,False,-10.01,3,STOP_LOSS,-3.34,0.22,-6.09,5.83,9.42,14.44,,
2026-03-31,600345,长江通信,True,True,True,False,75,30,20,6,4,0,0,15,False,False,True,20.59,10,STOP_LOSS,-0.6,0.22,15.14,5.83,28.26,14.44,,
2026-03-31,002491,通鼎互联,True,True,True,False,47,4,20,6,2,0,0,15,False,False,False,24.4,7,STOP_LOSS,-1.64,0.22,16.39,5.83,94.18,14.44,,
2026-03-31,002306,*ST云网,True,True,True,False,61,15,20,6,5,0,0,15,False,False,True,3.08,15,STOP_LOSS,7.05,0.22,5.29,5.83,-1.76,14.44,,
2026-03-31,002957,科瑞技术,True,True,True,False,57,15,16,6,11,0,0,9,False,False,True,38.75,8,TAKE_PROFIT_50,9.7,0.22,57.59,5.83,77.63,14.44,,
2026-04-01,600222,太龙药业,True,True,True,False,44,2,20,6,1,0,0,15,False,False,False,-8.85,20,STOP_LOSS,-1.88,-3.04,-2.28,5.41,4.83,13.36,,
2026-04-01,688759,必贝特,True,True,True,False,62,15,14,6,12,0,0,15,False,False,True,-9.52,5,STOP_LOSS,-4.36,-3.04,-5.69,5.41,-14.76,13.36,,
2026-04-01,600522,中天科技,True,True,True,False,62,8,20,6,13,0,0,15,False,False,False,-2.19,7,STOP_LOSS,5.18,-3.04,-3.98,5.41,52.78,13.36,,
2026-04-01,600105,永鼎股份,True,True,True,False,69,15,20,6,13,0,0,15,False,False,False,42.51,15,TAKE_PROFIT_50,1.54,-3.04,29.37,5.41,65.42,13.36,,
2026-04-02,688668,鼎通科技,True,True,True,False,61,15,20,6,5,0,0,15,False,False,True,42.13,12,TAKE_PROFIT_50,1.16,-0.14,44.93,7.84,94.07,15.15,,
2026-04-02,600195,中牧股份,True,True,True,False,70,15,20,6,14,0,0,15,False,False,True,-3.2,6,STOP_LOSS,6.4,-0.14,-3.69,7.84,-12.68,15.15,,
2026-04-02,688805,健信超导,True,True,True,False,69,15,20,6,13,0,0,15,False,False,False,2.57,16,STOP_LOSS,-4.92,-0.14,8.44,7.84,15.29,15.15,,
2026-04-03,300486,东杰智能,True,True,True,False,50,11,20,6,8,0,0,5,False,False,False,-8.4,13,STOP_LOSS,-0.72,5.44,-0.36,10.26,-8.52,12.93,,
2026-04-03,002579,中京电子,True,True,True,False,67,15,20,6,11,0,0,15,False,False,True,-1.3,16,STOP_LOSS,5.67,5.44,7.29,10.26,3.4,12.93,,
2026-04-03,300608,思特奇,True,True,True,False,59,15,20,6,3,0,0,15,False,False,False,32.71,29,STOP_LOSS,-0.31,5.44,0.23,10.26,19.46,12.93,,
2026-04-03,300666,江丰电子,True,True,True,False,57,6,20,6,10,0,0,15,False,False,False,19.72,21,STOP_LOSS,7.02,5.44,5.24,10.26,28.08,12.93,,
2026-04-07,002281,光迅科技,True,True,True,False,74,30,20,6,3,0,0,15,False,True,False,15.4,7,STOP_LOSS,17.03,3.52,31.86,8.76,133.73,14.28,,
2026-04-07,688702,盛科通信,True,True,True,False,69,16,20,6,12,0,0,15,False,False,True,39.85,14,TAKE_PROFIT_50,15.0,3.52,17.11,8.76,59.22,14.28,,
2026-04-07,301419,阿莱德,True,True,True,False,61,10,20,6,10,0,0,15,False,False,True,9.06,6,STOP_LOSS,2.37,3.52,10.8,8.76,13.17,14.28,,
2026-04-07,688079,美迪凯,True,True,True,False,66,15,20,6,10,0,0,15,False,False,True,15.41,12,STOP_LOSS,13.26,3.52,22.56,8.76,69.23,14.28,,
2026-04-07,605589,圣泉集团,True,True,True,False,71,15,20,6,15,0,0,15,False,False,False,6.11,21,STOP_LOSS,2.24,3.52,2.83,8.76,28.17,14.28,,
2026-04-08,000062,深圳华强,True,True,True,False,60,9,20,6,10,0,0,15,False,False,False,28.27,22,STOP_LOSS,0.96,0.22,15.3,5.37,28.16,10.71,,
2026-04-08,688515,裕太微,True,True,True,False,64,15,20,6,8,0,0,15,False,False,True,45.15,20,TAKE_PROFIT_50,-1.37,0.22,2.58,5.37,76.02,10.71,,
2026-04-08,603311,金海高科,True,True,True,False,69,13,20,6,15,0,0,15,False,True,False,4.54,11,STOP_LOSS,1.67,0.22,6.43,5.37,78.06,10.71,,
2026-04-08,301133,金钟股份,True,True,True,False,63,15,20,6,7,0,0,15,False,False,True,8.65,25,STOP_LOSS,7.07,0.22,11.96,5.37,8.37,10.71,,
2026-04-08,601208,东材科技,True,True,True,False,75,30,20,6,4,0,0,15,False,False,False,33.22,23,STOP_LOSS,0.63,0.22,9.9,5.37,61.19,10.71,,
2026-04-08,300975,商络电子,True,True,True,False,56,4,20,6,11,0,0,15,False,False,False,-3.45,12,STOP_LOSS,5.0,0.22,6.0,5.37,36.48,10.71,,
2026-04-09,301018,申菱环境,True,True,True,False,85,30,20,6,14,0,0,15,False,False,False,13.4,14,STOP_LOSS,12.44,1.31,18.99,4.6,50.15,10.25,,
2026-04-09,688498,源杰科技,True,True,True,False,73,30,20,6,2,0,0,15,False,True,False,38.42,20,TAKE_PROFIT_50,12.22,1.31,23.65,4.6,33.74,10.25,,
2026-04-09,002903,宇环数控,True,True,True,False,68,17,20,6,10,0,0,15,False,False,False,41.23,17,TAKE_PROFIT_50,6.55,1.31,6.01,4.6,43.97,10.25,,
2026-04-09,688097,博众精工,True,True,True,False,82,30,20,6,11,0,0,15,False,False,False,-4.03,11,STOP_LOSS,2.17,1.31,-0.25,4.6,-7.9,10.25,,
2026-04-09,301489,思泉新材,True,True,True,False,65,15,20,6,9,0,0,15,False,False,True,38.43,25,TAKE_PROFIT_50,6.95,1.31,12.9,4.6,34.45,10.25,,
2026-04-09,688809,强一股份,True,True,True,False,44,15,7,6,1,0,0,15,False,False,True,22.12,10,STOP_LOSS,2.15,1.31,18.53,4.6,45.35,10.25,,
2026-04-09,002429,兆驰股份,True,True,True,False,61,15,20,6,5,0,0,15,False,False,True,19.33,11,STOP_LOSS,1.27,1.31,28.05,4.6,23.46,10.25,,
2026-04-09,301182,凯旺科技,True,True,True,False,41,4,20,0,2,0,0,15,False,True,False,3.01,11,STOP_LOSS,-1.54,1.31,8.11,4.6,46.25,10.25,,
2026-04-09,002897,意华股份,True,True,True,False,78,30,20,6,7,0,0,15,False,False,True,-12.51,14,STOP_LOSS,-2.89,1.31,-0.32,4.6,21.6,10.25,,
2026-04-09,603045,福达合金,True,True,True,False,56,11,20,6,4,0,0,15,False,False,True,42.52,16,TAKE_PROFIT_50,3.03,1.31,14.76,4.6,113.97,10.25,,
2026-04-09,002384,东山精密,True,True,True,False,73,30,20,6,2,0,0,15,False,False,False,43.12,17,TAKE_PROFIT_50,11.32,1.31,41.52,4.6,67.7,10.25,,
2026-04-09,300184,力源信息,True,True,True,False,59,8,20,6,10,0,0,15,False,False,False,23.93,23,STOP_LOSS,0.0,1.31,13.06,4.6,36.33,10.25,,
2026-04-09,001287,中电港,True,True,True,False,64,11,20,6,12,0,0,15,False,False,True,0.16,14,STOP_LOSS,5.36,1.31,4.77,4.6,5.63,10.25,,
2026-04-09,301099,雅创电子,True,True,True,False,81,30,20,6,10,0,0,15,False,False,False,3.87,10,STOP_LOSS,-0.08,1.31,3.87,4.6,29.2,10.25,,
2026-04-10,300304,云意电气,True,True,True,False,42,15,0,6,6,0,0,15,False,False,True,-8.33,10,STOP_LOSS,-2.78,1.68,-8.33,3.38,0.83,7.73,,
2026-04-13,002859,洁美科技,True,True,True,False,46,1,20,6,14,0,0,5,False,False,False,10.94,6,STOP_LOSS,-1.41,0.73,10.93,3.55,63.74,8.51,,
2026-04-14,301182,凯旺科技,True,True,True,False,77,30,20,0,12,0,0,15,False,True,False,0.37,8,STOP_LOSS,9.85,1.1,7.13,1.36,24.63,4.96,,
2026-04-14,300438,鹏辉能源,True,True,True,False,75,30,20,6,4,0,0,15,False,False,False,27.35,18,STOP_LOSS,4.05,1.1,2.41,1.36,16.14,4.96,,
2026-04-14,688519,南亚新材,True,True,True,False,82,30,20,6,11,0,0,15,False,False,False,-6.95,3,STOP_LOSS,-3.29,1.1,8.24,1.36,50.0,4.96,,
2026-04-14,002149,西部材料,True,True,True,True,81,22,20,10,14,0,0,15,False,False,True,20.47,8,STOP_LOSS,7.28,1.1,13.2,1.36,20.12,4.96,,
2026-04-17,300342,天银机电,True,True,True,False,49,2,20,6,6,0,0,15,False,False,True,18.95,11,STOP_LOSS,20.27,0.76,27.15,2.73,-13.05,8.0,,
2026-04-21,301338,凯格精机,True,True,True,False,85,30,20,6,14,0,0,15,False,True,False,12.06,11,STOP_LOSS,-0.96,-0.38,15.75,4.47,,,,
2026-04-21,600522,中天科技,True,True,True,False,72,17,20,6,14,0,0,15,False,False,False,2.1,7,STOP_LOSS,5.02,-0.38,26.08,4.47,,,,
2026-04-21,600487,亨通光电,True,True,True,False,75,19,20,6,15,0,0,15,False,True,False,11.14,7,STOP_LOSS,16.25,-0.38,29.21,4.47,,,,
2026-04-22,600869,远东股份,True,True,True,False,86,30,20,6,15,0,0,15,False,True,False,27.18,13,STOP_LOSS,-5.59,-1.61,21.19,4.74,,,,
2026-04-22,601869,长飞光纤,True,True,True,False,86,30,20,6,15,0,0,15,False,True,False,-10.64,2,STOP_LOSS,-10.64,-1.61,-2.84,4.74,,,,
2026-04-23,603618,杭电股份,True,True,True,False,83,30,20,6,12,0,0,15,False,False,False,-10.03,5,STOP_LOSS,-3.34,0.36,28.78,5.67,,,,
2026-04-27,300666,江丰电子,True,True,True,False,82,30,20,6,11,0,0,15,False,True,False,19.19,15,STOP_LOSS,4.56,0.08,7.31,4.96,,,,
2026-04-30,688127,蓝特光学,True,True,True,False,82,30,20,6,11,0,0,15,False,False,False,22.33,14,STOP_LOSS,4.4,3.14,28.69,5.29,,,,
2026-04-30,301182,凯旺科技,True,True,True,False,52,1,20,6,10,0,0,15,False,True,False,24.76,16,STOP_LOSS,4.97,3.14,15.07,5.29,,,,
2026-05-06,301165,锐捷网络,True,True,True,False,61,15,20,6,5,0,0,15,False,False,False,-6.04,7,STOP_LOSS,-2.2,2.27,-2.99,3.12,,,,
2026-05-06,300975,商络电子,True,True,True,False,48,1,20,6,6,0,0,15,False,True,False,-3.02,7,STOP_LOSS,1.01,2.27,2.49,3.12,,,,
2026-05-06,300709,精研科技,True,True,True,False,52,15,17,6,4,0,0,10,False,False,True,7.13,17,STOP_LOSS,4.55,2.27,19.46,3.12,,,,
2026-05-06,600667,太极实业,True,True,True,False,68,15,20,6,12,0,0,15,False,False,True,24.08,7,STOP_LOSS,5.41,2.27,34.74,3.12,,,,
2026-05-08,301362,民爆光电,True,True,True,False,77,23,20,6,13,0,0,15,False,True,False,42.3,11,TAKE_PROFIT_50,6.89,0.63,45.99,0.03,,,,
2026-05-08,600105,永鼎股份,True,True,True,False,73,22,20,6,10,0,0,15,False,False,False,-7.31,9,STOP_LOSS,4.77,0.63,-5.27,0.03,,,,
2026-05-08,600498,烽火通信,True,True,True,False,59,12,20,6,6,0,0,15,False,False,False,-4.75,5,STOP_LOSS,3.53,0.63,-3.25,0.03,,,,
2026-05-08,002396,星网锐捷,True,True,True,False,62,15,20,6,6,0,0,15,False,False,True,6.15,9,STOP_LOSS,11.0,0.63,9.5,0.03,,,,
2026-05-08,688167,炬光科技,True,True,True,False,79,30,20,6,8,0,0,15,False,False,False,11.51,7,STOP_LOSS,9.29,0.63,7.44,0.03,,,,
2026-05-08,603124,江南新材,True,True,True,False,55,6,20,0,14,0,0,15,False,False,False,-11.38,5,STOP_LOSS,-1.93,0.63,-6.59,0.03,,,,
2026-05-08,001223,欧克科技,True,True,True,False,69,14,20,6,14,0,0,15,False,False,False,11.02,7,STOP_LOSS,-0.86,0.63,12.05,0.03,,,,
2026-05-08,603890,春秋电子,True,True,True,False,52,0,20,6,11,0,0,15,False,True,False,-0.89,5,STOP_LOSS,-1.28,0.63,13.49,0.03,,,,
2026-05-11,688805,健信超导,True,True,True,False,78,23,20,6,14,0,0,15,False,True,False,-9.61,3,STOP_LOSS,-4.99,0.92,5.78,-0.18,,,,
2026-05-11,002579,中京电子,True,True,True,False,63,9,20,6,13,0,0,15,False,False,False,-5.13,8,STOP_LOSS,2.9,0.92,1.56,-0.18,,,,
2026-05-11,688786,悦安新材,True,True,True,False,64,22,20,6,1,0,0,15,False,False,True,16.1,14,STOP_LOSS,4.04,0.92,12.19,-0.18,,,,
2026-05-12,688205,德科立,True,True,True,False,80,30,20,6,9,0,0,15,False,True,False,-9.08,3,STOP_LOSS,-2.53,-0.3,-17.22,-0.56,,,,
2026-05-12,688668,鼎通科技,True,True,True,False,75,30,20,6,4,0,0,15,False,True,False,3.18,7,STOP_LOSS,-3.18,-0.3,12.06,-0.56,,,,
2026-05-12,300308,中际旭创,True,True,True,False,80,30,20,6,9,0,0,15,False,True,False,-2.42,7,STOP_LOSS,5.89,-0.3,8.35,-0.56,,,,
2026-05-12,688143,长盈通,True,True,True,False,85,30,20,6,14,0,0,15,False,True,False,50.26,4,TAKE_PROFIT_50,18.96,-0.3,86.81,-0.56,,,,
2026-05-12,002897,意华股份,True,True,True,False,80,30,20,6,9,0,0,15,False,False,False,-5.94,3,STOP_LOSS,-3.31,-0.3,12.29,-0.56,,,,
2026-05-12,688079,美迪凯,True,True,True,False,77,24,20,6,12,0,0,15,False,True,False,26.73,11,STOP_LOSS,6.97,-0.3,39.23,-0.56,,,,
2026-05-13,688700,东威科技,True,True,True,False,85,30,20,6,14,0,0,15,False,True,False,-1.63,6,STOP_LOSS,8.1,-2.51,22.34,-3.5,,,,
2026-05-13,300870,欧陆通,True,True,True,False,78,30,20,6,7,0,0,15,False,True,False,-11.14,6,STOP_LOSS,-7.62,-2.51,-5.23,-3.5,,,,
2026-05-13,300620,光库科技,True,True,True,False,85,30,20,6,14,0,0,15,False,True,False,-9.74,6,STOP_LOSS,-1.76,-2.51,-6.15,-3.5,,,,
2026-05-13,688383,新益昌,True,True,True,False,76,30,20,6,5,0,0,15,False,True,False,17.39,12,STOP_LOSS,4.17,-2.51,24.39,-3.5,,,,
2026-05-13,601138,工业富联,True,True,True,False,69,22,20,6,6,0,0,15,False,True,False,0.0,15,OPEN,-4.55,-2.51,-1.07,-3.5,,,,
2026-05-13,601137,XD博威合,True,True,True,False,69,15,20,6,13,0,0,15,False,False,True,-0.95,12,STOP_LOSS,2.11,-2.51,6.73,-3.5,,,,
2026-05-13,603890,春秋电子,True,True,True,False,76,25,20,6,10,0,0,15,False,True,False,-8.74,2,STOP_LOSS,-8.74,-2.51,2.14,-3.5,,,,
2026-05-14,300005,探路者,True,True,True,False,54,7,20,6,6,0,0,15,False,False,False,-7.45,7,STOP_LOSS,-3.63,-0.6,-7.99,-0.58,,,,
2026-05-14,600378,昊华科技,True,True,True,False,68,14,20,6,13,0,0,15,False,False,True,3.68,14,OPEN,-3.41,-0.6,10.15,-0.58,,,,
2026-05-14,688097,博众精工,True,True,True,False,79,30,20,6,8,0,0,15,False,False,False,-12.1,5,STOP_LOSS,-4.79,-0.6,-9.63,-0.58,,,,
2026-05-14,605589,圣泉集团,True,True,True,False,64,19,20,6,4,0,0,15,False,True,False,4.54,5,STOP_LOSS,4.83,-0.6,15.72,-0.58,,,,
2026-05-15,688809,强一股份,True,True,True,False,66,10,20,6,15,0,0,15,False,True,False,9.32,4,STOP_LOSS,6.09,1.39,-2.88,-1.67,,,,
2026-05-18,301489,思泉新材,True,True,True,False,80,30,20,6,9,0,0,15,False,True,False,-4.64,6,STOP_LOSS,7.28,0.89,-17.24,-1.37,,,,
2026-05-18,688807,优迅股份,True,True,True,False,86,30,20,6,15,0,0,15,False,True,False,-0.7,9,STOP_LOSS,6.2,0.89,-12.36,-1.37,,,,
2026-05-18,002635,安洁科技,True,True,True,False,68,19,20,6,8,0,0,15,False,True,False,-6.56,8,STOP_LOSS,-3.09,0.89,-7.81,-1.37,,,,
2026-05-19,300184,力源信息,True,True,True,False,46,1,20,0,10,0,0,15,False,False,False,-6.48,2,STOP_LOSS,-6.48,-3.02,20.77,0.33,,,,
2026-05-20,688805,健信超导,True,True,True,False,85,30,20,6,14,0,0,15,False,False,False,-6.26,7,STOP_LOSS,5.72,-0.63,-3.45,0.71,,,,
2026-05-20,301563,云汉芯城,True,True,True,False,63,13,20,6,9,0,0,15,False,False,False,28.62,7,STOP_LOSS,-3.55,-0.63,51.27,0.71,,,,
2026-05-22,002273,水晶光电,True,True,True,False,52,7,20,0,10,0,0,15,False,True,False,-2.43,5,STOP_LOSS,-2.58,-0.03,,,,,,
2026-05-22,603800,洪田股份,True,True,True,False,82,30,20,6,11,0,0,15,False,True,False,4.23,8,OPEN,4.6,-0.03,,,,,,
2026-05-22,600114,东睦股份,True,True,True,False,75,30,20,6,4,0,0,15,False,False,False,-5.85,6,STOP_LOSS,4.83,-0.03,,,,,,
2026-05-22,301419,阿莱德,True,True,True,False,84,30,20,6,13,0,0,15,False,True,False,0.27,6,STOP_LOSS,0.7,-0.03,,,,,,
2026-05-25,301563,云汉芯城,True,True,True,False,84,30,20,6,13,0,0,15,False,True,False,15.75,7,OPEN,5.2,-2.41,,,,,,
2026-05-25,301312,智立方,True,True,True,False,85,30,20,6,14,0,0,15,False,True,False,-9.11,2,STOP_LOSS,-9.11,-2.41,,,,,,
2026-05-25,688630,芯碁微装,True,True,True,False,77,30,20,6,6,0,0,15,False,True,False,3.03,7,OPEN,-7.76,-2.41,,,,,,
2026-05-25,002465,海格通信,True,True,True,False,64,22,20,6,1,0,0,15,False,False,True,-9.49,4,STOP_LOSS,0.86,-2.41,,,,,,
2026-05-25,300179,四方达,True,True,True,False,76,30,20,6,5,0,0,15,False,True,False,11.65,7,OPEN,-3.41,-2.41,,,,,,
2026-05-25,603212,赛伍技术,True,True,True,False,47,0,20,0,12,0,0,15,False,False,True,0.0,7,OPEN,2.83,-2.41,,,,,,
2026-05-25,300975,商络电子,True,True,True,False,80,30,20,6,9,0,0,15,False,True,False,48.1,6,TAKE_PROFIT_50,14.39,-2.41,,,,,,
2026-05-25,002579,中京电子,True,True,True,False,56,1,20,6,14,0,0,15,False,False,False,40.05,6,TAKE_PROFIT_50,20.99,-2.41,,,,,,
2026-05-25,300184,力源信息,True,True,True,False,60,6,20,6,13,0,0,15,False,True,False,-8.56,2,STOP_LOSS,-8.56,-2.41,,,,,,
2026-05-26,600160,巨化股份,True,True,True,False,59,15,12,6,14,0,0,12,False,False,True,0.0,6,OPEN,-3.33,-0.37,,,,,,
2026-05-26,603773,沃格光电,True,True,True,False,82,30,20,6,11,0,0,15,False,True,False,11.55,6,OPEN,20.16,-0.37,,,,,,
2026-05-26,301338,凯格精机,True,True,True,False,78,22,20,6,15,0,0,15,False,True,False,3.77,6,OPEN,4.3,-0.37,,,,,,
2026-05-26,603124,江南新材,True,True,True,False,75,23,20,6,11,0,0,15,False,False,False,0.0,6,OPEN,-0.55,-0.37,,,,,,
2026-05-26,600378,昊华科技,True,True,True,False,85,30,20,6,14,0,0,15,False,True,False,0.0,6,OPEN,2.88,-0.37,,,,,,
2026-05-27,603633,徕木股份,True,True,True,False,70,15,20,6,14,0,0,15,False,False,False,0.0,5,OPEN,1.59,-0.71,,,,,,
2026-05-27,002273,水晶光电,True,True,True,False,73,21,20,6,11,0,0,15,False,True,False,-6.4,2,STOP_LOSS,-6.4,-0.71,,,,,,
2026-05-27,688519,南亚新材,True,True,True,False,84,30,20,6,13,0,0,15,False,True,False,0.12,3,STOP_LOSS,10.49,-0.71,,,,,,
2026-05-28,601138,工业富联,True,True,True,False,80,30,20,6,9,0,0,15,False,True,False,0.0,4,OPEN,-1.67,-1.23,,,,,,
2026-05-28,300184,力源信息,True,True,True,False,79,24,20,6,14,0,0,15,False,True,False,0.0,4,OPEN,-7.47,-1.23,,,,,,
2026-05-28,002171,楚江新材,True,True,True,False,68,15,20,6,12,0,0,15,False,False,True,0.0,4,OPEN,-4.08,-1.23,,,,,,
2026-05-28,301099,雅创电子,True,True,True,False,76,30,20,6,5,0,0,15,False,True,False,-8.33,2,STOP_LOSS,-8.33,-1.23,,,,,,
2026-05-29,301360,荣旗科技,True,True,True,False,79,30,20,6,8,0,0,15,False,True,False,0.0,3,OPEN,-6.5,3.39,,,,,,
2026-06-01,600160,巨化股份,True,True,True,False,62,15,20,6,6,0,0,15,False,False,True,0.0,2,OPEN,6.8,2.88,,,,,,
2026-06-01,603800,洪田股份,True,True,True,False,73,30,20,0,8,0,0,15,False,True,False,0.0,2,OPEN,14.97,2.88,,,,,,
2026-06-02,600869,远东股份,True,True,True,False,79,30,20,6,8,0,0,15,False,True,False,0.0,1,OPEN,,,,,,,,
2026-06-02,300620,光库科技,True,True,True,False,82,30,20,6,11,0,0,15,False,True,False,0.0,1,OPEN,,,,,,,,
2026-06-02,688396,华润微,True,True,True,False,44,5,20,0,4,0,0,15,False,True,False,0.0,1,OPEN,,,,,,,,
2026-06-02,600487,亨通光电,True,True,True,False,51,8,20,6,2,0,0,15,False,False,False,0.0,1,OPEN,,,,,,,,
2026-06-02,600255,鑫科材料,True,True,True,False,51,5,20,6,5,0,0,15,False,True,False,0.0,1,OPEN,,,,,,,,
2026-06-02,300726,宏达电子,True,True,True,False,79,30,20,0,14,0,0,15,False,True,False,0.0,1,OPEN,,,,,,,,
2026-06-02,601137,XD博威合,True,True,True,True,64,4,20,10,15,0,0,15,False,False,False,0.0,1,OPEN,,,,,,,,
