code,name,source,rule_detail,dif,dea,macd,kongpan,k,d,j,MACD买入,ZJTJ控盘,KDJ买入,财务增长,核心满足,今日涨跌,连选天数,近3日涨幅,近5日涨幅,近10日涨幅,重点关注
002192,融捷股份,龙头:002192,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.1965,0.8215,-4.0359,-9.97,17.44,15.44,21.45,✗,✗,✓,✗,✗,-1.45,0,-1.8,-3.32,-8.55,
300363,博腾股份,龙头:300363,✗MACD | ✗ZJTJ,-1.6809,-1.586,-0.19,-15.64,10.86,14.58,3.41,✗,✗,✗,✗,✗,-3.35,0,-4.66,-6.49,-3.62,
300759,康龙化成,龙头:300759,✗MACD | ✗ZJTJ,-1.1232,-0.9423,-0.3618,-8.47,11.63,12.71,9.48,✗,✗,✗,✗,✗,-2.04,0,-3.92,-5.73,-8.7,
300100,双林股份,龙头:300100,✗MACD | ✗ZJTJ,0.18,0.5763,-0.7926,-5.09,20.04,40.83,-21.54,✗,✗,✗,✗,✗,-0.53,0,-9.12,-14.77,-13.94,
002553,南方精工,龙头:002553,✗MACD | ✗ZJTJ,-1.4296,-1.2067,-0.4458,-13.78,8.32,9.2,6.57,✗,✗,✗,✗,✗,-0.54,0,-4.14,-8.77,-16.06,
600732,爱旭股份,龙头:600732,✗MACD | ✗ZJTJ,-0.7228,-0.6066,-0.2323,-10.71,16.14,18.19,12.03,✗,✗,✗,✗,✗,-3.99,0,-5.0,-9.24,-10.55,
002697,红旗连锁,龙头:002697,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0737,-0.1078,0.0682,0.86,60.04,49.73,80.67,✗,✗,✓,✗,✗,-2.41,0,2.54,3.19,1.04,
000333,美的集团,龙头:000333,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.5506,0.582,-0.0628,1.02,58.48,43.23,88.98,✗,✓,✓,✗,✗,1.1,0,4.62,3.83,1.98,
002252,上海莱士,龙头:002252,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1169,-0.1191,0.0045,-2.75,39.96,29.65,60.57,✗,✗,✓,✗,✗,-1.13,0,1.35,-0.19,-3.31,
601966,玲珑轮胎,龙头:601966,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4475,-0.4559,0.0168,-4.46,30.39,22.07,47.03,✗,✗,✓,✗,✗,0.5,0,2.7,-0.98,-2.48,
301047,义翘神州,龙头:301047,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.7999,-1.4774,-0.6451,-5.33,29.89,19.78,50.12,✗,✗,✓,✗,✗,3.14,0,4.1,0.46,-3.95,
601606,长城军工,龙头:601606,✗MACD | ✗ZJTJ,-1.4105,-1.0954,-0.6301,-8.93,7.09,8.15,4.97,✗,✗,✗,✗,✗,-3.2,0,-5.6,-8.66,-10.86,
300504,天邑股份,龙头:300504,✗MACD | ✗ZJTJ | ✓KDJ买入,0.5056,0.5844,-0.1576,2.07,59.35,58.69,60.67,✗,✗,✓,✗,✗,-2.78,0,-4.39,-1.96,-1.85,
002334,英威腾,龙头:002334,✗MACD | ✗ZJTJ,0.0941,0.1472,-0.1062,-1.56,31.48,42.43,9.59,✗,✗,✗,✗,✗,0.47,0,-5.16,-4.64,-6.5,
002487,大金重工,龙头:002487,✗MACD | ✗ZJTJ,-2.0494,-1.0661,-1.9667,-8.17,10.93,13.88,5.03,✗,✗,✗,✗,✗,-1.99,0,-2.86,-7.93,-7.38,
002737,葵花药业,龙头:002737,✗MACD | ✗ZJTJ | ✓KDJ买入,0.0041,0.0519,-0.0956,-1.27,42.3,32.26,62.38,✗,✗,✓,✗,✗,-0.38,0,1.25,0.15,-1.89,
600196,复星医药,龙头:600196,✗MACD | ✗ZJTJ,-0.6935,-0.6213,-0.1443,-5.12,14.82,15.95,12.58,✗,✗,✗,✗,✗,-1.17,0,-0.13,-1.94,-6.08,
603259,药明康德,龙头:603259,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.44,0.0946,-1.0693,-2.43,30.08,26.61,37.01,✗,✗,✓,✗,✗,-0.24,0,0.53,-2.66,-0.45,
002184,海得控制,龙头:002184,✗MACD | ✗ZJTJ,0.0891,0.1476,-0.117,-1.36,24.94,37.84,-0.88,✗,✗,✗,✗,✗,-2.74,0,-7.65,-8.73,-6.62,
600502,安徽建工,龙头:600502,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0658,-0.077,0.0223,-0.23,63.36,43.9,102.26,✗,✗,✓,✗,✗,-1.69,0,5.85,3.55,0.96,
002434,万里扬,龙头:002434,✗MACD | ✗ZJTJ,-0.1705,-0.1362,-0.0685,-5.26,18.91,22.07,12.6,✗,✗,✗,✗,✗,1.69,0,1.55,-2.57,-6.36,
300166,东方国信,龙头:300166,✗MACD | ✗ZJTJ,-0.0088,0.4817,-0.9809,-10.84,10.95,15.37,2.12,✗,✗,✗,✗,✗,-1.99,0,-8.41,-8.26,-24.35,
603063,禾望电气,龙头:603063,✗MACD | ✗ZJTJ,3.4419,4.8606,-2.8374,-2.2,23.54,34.35,1.9,✗,✗,✗,✗,✗,0.77,0,-11.41,-12.31,-9.15,
605099,共创草坪,龙头:605099,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.5552,0.1458,-1.4018,-7.55,26.22,25.03,28.6,✗,✗,✓,✗,✗,-9.99,0,-3.96,-7.25,-9.99,
002385,大北农,龙头:002385,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1521,-0.1392,-0.0259,-7.05,25.46,18.16,40.05,✗,✗,✓,✗,✗,-1.47,0,0.9,-1.18,-6.69,
001914,招商积余,龙头:001914,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1043,-0.1048,0.0009,-1.08,51.54,36.31,82.01,✗,✗,✓,✗,✗,-1.29,0,3.87,1.84,1.95,
300081,ST恒信,龙头:300081,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,-0.0075,-0.0297,0.0444,1.88,46.99,35.06,70.85,✗,✓,✓,✗,✗,2.12,0,7.69,9.32,-2.47,
300308,中际旭创,龙头:300308,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入 | ✓财务增长,89.9613,86.0887,7.7453,13.54,81.69,80.49,84.09,✓,✓,✓,✓,✓,5.47,1,-0.52,8.05,15.71,
002508,老板电器,龙头:002508,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.5326,-0.5651,0.0649,-3.38,34.45,26.91,49.53,✗,✗,✓,✗,✗,0.06,0,1.52,-2.09,-0.74,
600418,江淮汽车,龙头:600418,✗MACD | ✗ZJTJ,-2.8369,-1.7054,-2.2631,-19.36,6.35,9.13,0.81,✗,✗,✗,✗,✗,-3.09,0,-6.71,-14.06,-24.43,
300513,恒实科技,龙头:300513,✗MACD | ✗ZJTJ,-0.2103,-0.0867,-0.2473,-9.01,16.13,21.76,4.85,✗,✗,✗,✗,✗,-3.83,0,-4.51,-7.9,-15.72,
300118,东方日升,龙头:300118,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.8274,-0.3897,-0.8754,-17.43,9.64,9.63,9.66,✗,✗,✓,✗,✗,2.46,0,-8.65,-11.28,-20.94,
300502,新易盛,龙头:300502,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,47.9256,38.6882,18.4748,16.65,85.12,80.54,94.27,✓,✓,✓,✗,✓,9.88,1,3.99,6.71,30.48,
000049,德赛电池,龙头:000049,✗MACD | ✗ZJTJ,-0.5242,-0.312,-0.4244,-5.62,17.98,21.94,10.07,✗,✗,✗,✗,✗,-0.59,0,-3.5,-3.65,-3.2,
000338,潍柴动力,龙头:000338,✗MACD | ✗ZJTJ,1.2218,1.5703,-0.6969,0.74,54.37,63.12,36.87,✗,✗,✗,✗,✗,-4.39,0,-8.75,-7.55,-2.81,
300170,汉得信息,龙头:300170,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.5699,-0.3393,-0.4612,-7.97,25.71,21.23,34.67,✗,✗,✓,✗,✗,-4.8,0,1.26,-2.14,-13.81,
300501,海顺新材,龙头:300501,✗MACD | ✗ZJTJ,0.11,0.3467,-0.4734,-5.48,18.81,24.24,7.97,✗,✗,✗,✗,✗,-5.34,0,-8.95,-4.99,-16.42,
000933,神火股份,龙头:000933,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,-0.3826,-0.5129,0.2605,0.27,52.68,43.87,70.29,✗,✓,✓,✗,✗,2.08,0,6.7,-1.44,6.59,
002101,广东鸿图,龙头:002101,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3694,-0.3651,-0.0087,-5.63,20.32,15.0,30.97,✗,✗,✓,✗,✗,-0.77,0,1.68,-1.73,-5.62,
301012,扬电科技,龙头:301012,✗MACD | ✗ZJTJ,-0.1704,0.7793,-1.8994,-11.19,10.71,18.15,-4.16,✗,✗,✗,✗,✗,-1.19,0,-7.51,-11.43,-16.34,
300373,扬杰科技,龙头:300373,✓MACD买入 | ✗ZJTJ,7.0481,5.2084,3.6795,18.2,67.98,74.09,55.75,✓,✗,✗,✗,✗,2.27,0,-11.2,3.68,27.5,
002573,清新环境,龙头:002573,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0582,-0.0646,0.0128,-1.41,46.4,31.73,75.75,✗,✗,✓,✗,✗,-1.71,0,2.07,1.47,-1.99,
000539,粤电力Ａ,龙头:000539,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.5987,0.3542,0.4891,26.61,82.79,69.33,109.72,✓,✓,✓,✗,✓,-6.55,1,13.14,36.88,29.87,
002043,兔 宝 宝,龙头:002043,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.4032,-0.3375,-0.1315,-5.6,41.06,31.47,60.26,✗,✗,✓,✗,✗,-4.73,0,1.66,-1.83,-4.1,
600004,白云机场,龙头:600004,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1505,-0.159,0.0169,-2.0,38.88,29.08,58.49,✗,✗,✓,✗,✗,-0.84,0,1.6,-0.96,-1.79,
002537,海联金汇,龙头:002537,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3431,-0.3021,-0.082,-9.31,14.44,13.51,16.31,✗,✗,✓,✗,✗,-1.87,0,-2.47,-6.24,-10.75,
601615,明阳智能,龙头:601615,✗MACD | ✗ZJTJ,-0.1056,-0.045,-0.1211,-3.47,25.32,44.72,-13.47,✗,✗,✗,✗,✗,-6.37,0,-13.98,-19.04,-10.25,
000963,华东医药,龙头:000963,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.3876,-1.3394,-0.0965,-6.58,23.96,17.47,36.95,✗,✗,✓,✗,✗,-0.21,0,0.62,-0.68,-3.75,
002164,宁波东力,龙头:002164,✗MACD | ✗ZJTJ,-0.0213,0.1965,-0.4356,-7.05,16.08,29.95,-11.65,✗,✗,✗,✗,✗,-0.31,0,-4.44,-9.67,-14.53,
300207,欣旺达,龙头:300207,✗MACD | ✗ZJTJ,-1.112,-0.8668,-0.4904,-9.85,11.16,11.56,10.37,✗,✗,✗,✗,✗,-1.49,0,-5.87,-5.51,-9.94,
600808,马钢股份,龙头:600808,✗MACD | ✗ZJTJ,-0.2386,-0.2045,-0.0682,-13.71,7.12,8.08,5.18,✗,✗,✗,✗,✗,-3.36,0,-3.68,-8.86,-13.77,
300347,泰格医药,龙头:300347,✗MACD | ✗ZJTJ,-4.0498,-3.5678,-0.9639,-16.11,8.15,8.7,7.04,✗,✗,✗,✗,✗,-0.63,0,-0.13,-4.11,-14.08,
600438,通威股份,龙头:600438,✗MACD | ✗ZJTJ,-0.7374,-0.5555,-0.3638,-10.93,6.32,8.76,1.45,✗,✗,✗,✗,✗,-2.89,0,-6.74,-7.78,-12.41,
600661,昂立教育,龙头:600661,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3738,-0.287,-0.1737,-9.05,17.82,15.36,22.73,✗,✗,✓,✗,✗,-3.2,0,0.0,-4.19,-11.97,
600546,山煤国际,龙头:600546,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.4118,0.3562,0.1113,6.44,66.19,59.05,80.48,✓,✓,✓,✗,✓,-5.57,1,5.41,8.18,5.8,
002354,天娱数科,龙头:002354,✓MACD买入 | ✗ZJTJ,0.2789,0.2784,0.0009,5.12,53.16,61.06,37.36,✓,✗,✗,✗,✗,-9.95,0,-6.03,-6.29,-6.03,
300058,蓝色光标,龙头:300058,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1251,-0.0214,-0.2075,-2.66,45.48,32.87,70.71,✗,✗,✓,✗,✗,-4.84,0,5.75,5.17,-8.12,
300094,国联水产,龙头:300094,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0587,-0.0582,-0.001,-2.69,39.11,30.5,56.35,✗,✗,✓,✗,✗,-2.95,0,1.37,1.02,-4.21,
603801,志邦家居,龙头:603801,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3709,-0.3137,-0.1144,-8.99,12.13,9.75,16.89,✗,✗,✓,✗,✗,-2.75,0,-0.93,-4.86,-10.36,
603136,天目湖,龙头:603136,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3432,-0.3405,-0.0054,-4.81,33.46,24.6,51.16,✗,✗,✓,✗,✗,-3.3,0,1.3,-1.06,-5.73,
600745,*ST闻泰,龙头:600745,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,-1.8524,-2.7407,1.7766,6.77,91.0,74.06,124.89,✗,✓,✓,✗,✗,5.02,0,15.74,27.6,35.33,
300675,建科院,龙头:300675,✗MACD | ✗ZJTJ,-0.3455,-0.1504,-0.3903,-7.94,18.38,18.38,18.36,✗,✗,✗,✗,✗,-4.58,0,-2.27,-4.38,-12.09,
002594,比亚迪,龙头:002594,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.4086,-1.5084,0.1996,-1.35,45.48,40.98,54.48,✗,✗,✓,✗,✗,3.32,0,0.92,0.22,0.79,
300807,天迈科技,龙头:300807,✗MACD | ✗ZJTJ | ✓KDJ买入,-2.1246,-1.3837,-1.4817,-11.32,17.43,16.08,20.13,✗,✗,✓,✗,✗,-2.73,0,-3.76,-4.49,-11.37,
601689,拓普集团,龙头:601689,✗MACD | ✗ZJTJ,0.6486,1.7748,-2.2523,-6.11,18.11,33.52,-12.72,✗,✗,✗,✗,✗,2.91,0,-4.35,-11.44,-10.99,
002241,歌尔股份,龙头:002241,✓MACD买入 | ✗ZJTJ,0.6669,0.5672,0.1993,4.89,59.56,64.52,49.64,✓,✗,✗,✗,✗,0.75,0,-5.32,-1.51,4.54,
301038,深水规院,龙头:301038,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.356,-0.2192,-0.2735,-5.24,34.2,32.93,36.74,✗,✗,✓,✗,✗,-1.83,0,5.53,-0.77,-10.57,
300482,万孚生物,龙头:300482,✗MACD | ✗ZJTJ,-0.2132,-0.1273,-0.1718,-3.54,16.93,20.56,9.68,✗,✗,✗,✗,✗,-1.02,0,-0.17,-5.64,-3.55,
002318,久立特材,龙头:002318,✗MACD | ✗ZJTJ,-1.4195,-1.115,-0.6089,-12.28,8.52,9.39,6.78,✗,✗,✗,✗,✗,-3.82,0,-4.99,-9.25,-13.61,
300746,汉嘉数智,龙头:300746,✗MACD | ✗ZJTJ,-0.4667,-0.2246,-0.4843,-12.88,10.49,14.75,1.97,✗,✗,✗,✗,✗,-3.25,0,-4.83,-9.52,-19.84,
300521,爱司凯,龙头:300521,✗MACD | ✗ZJTJ,-0.765,-0.5016,-0.5268,-7.52,24.91,26.51,21.72,✗,✗,✗,✗,✗,-1.86,0,-9.56,-0.88,-11.91,
300531,优博讯,龙头:300531,✗MACD | ✗ZJTJ,-1.0344,-0.5841,-0.9007,-17.16,8.89,11.6,3.48,✗,✗,✗,✗,✗,-2.0,0,-5.09,-7.33,-23.19,
601865,福莱特,龙头:601865,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6484,-0.5909,-0.1151,-8.9,12.46,12.28,12.82,✗,✗,✓,✗,✗,-1.78,0,-3.26,-4.78,-9.19,
603806,福斯特,龙头:603806,✗MACD | ✗ZJTJ,-0.0571,-0.0463,-0.0216,-0.7,50.99,55.37,42.22,✗,✗,✗,✗,✗,-1.2,0,-7.37,-8.5,4.23,
603628,清源股份,龙头:603628,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6311,-0.581,-0.1001,-9.16,13.81,13.18,15.06,✗,✗,✓,✗,✗,-2.53,0,-2.53,-3.57,-11.11,
002080,中材科技,龙头:002080,✗MACD | ✗ZJTJ,4.1529,5.0188,-1.7319,2.72,45.32,59.35,17.25,✗,✗,✗,✗,✗,2.17,0,-14.0,-11.37,2.36,
600876,凯盛新能,龙头:600876,✗MACD | ✗ZJTJ,-0.2577,-0.2373,-0.0409,-4.93,21.06,24.63,13.93,✗,✗,✗,✗,✗,-2.51,0,-7.16,-5.52,-5.83,
300014,亿纬锂能,龙头:300014,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.1467,-1.0719,-0.1496,-2.33,46.23,35.73,67.24,✗,✗,✓,✗,✗,0.75,0,-0.55,3.35,-0.03,
002108,沧州明珠,龙头:002108,✗MACD | ✗ZJTJ,-0.1461,-0.0526,-0.1869,-10.03,8.39,10.36,4.43,✗,✗,✗,✗,✗,-2.98,0,-3.55,-5.05,-10.93,
002036,联创电子,龙头:002036,✓MACD买入 | ✗ZJTJ,0.198,0.1646,0.0666,3.15,41.78,56.54,12.27,✓,✗,✗,✗,✗,-3.26,0,-5.83,-14.56,4.3,
300571,平治信息,龙头:300571,✗MACD | ✗ZJTJ,1.015,3.9125,-5.795,-18.6,8.99,18.16,-9.33,✗,✗,✗,✗,✗,-0.55,0,-8.95,-16.35,-31.43,
603010,万盛股份,龙头:603010,✗MACD | ✗ZJTJ,0.4613,0.541,-0.1594,2.14,47.83,52.25,39.0,✗,✗,✗,✗,✗,-0.55,0,-5.73,-8.98,-0.41,
300725,药石科技,龙头:300725,✗MACD | ✗ZJTJ,-0.8884,-0.4833,-0.8102,-7.53,9.12,13.78,-0.2,✗,✗,✗,✗,✗,-2.45,0,-5.33,-6.97,-8.29,
000915,华特达因,龙头:000915,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6794,-0.7595,0.1602,-2.15,51.72,34.37,86.42,✗,✗,✓,✗,✗,0.11,0,4.04,1.13,-0.86,
600197,伊力特,龙头:600197,✓MACD买入 | ✗ZJTJ,0.1481,0.1157,0.0648,2.35,52.56,65.31,27.06,✓,✗,✗,✗,✗,-3.21,0,-3.06,-3.21,0.49,
000892,欢瑞世纪,龙头:000892,✗MACD | ✗ZJTJ,-0.3486,-0.4001,0.1031,-6.42,31.78,35.06,25.21,✗,✗,✗,✗,✗,-5.13,0,-4.91,-0.49,-7.29,
301027,华蓝集团,龙头:301027,✗MACD | ✗ZJTJ,-0.7244,-0.2844,-0.88,-11.67,8.79,11.64,3.09,✗,✗,✗,✗,✗,-4.17,0,-5.7,-8.51,-14.52,
300992,泰福泵业,龙头:300992,✗MACD | ✗ZJTJ,-1.0801,-0.8556,-0.4491,-8.07,19.45,20.73,16.9,✗,✗,✗,✗,✗,-2.99,0,-2.57,-4.38,-14.69,
601886,江河集团,龙头:601886,✗MACD | ✗ZJTJ,-0.0694,0.0068,-0.1524,-4.25,22.71,29.68,8.77,✗,✗,✗,✗,✗,-1.81,0,-2.14,-8.14,-5.65,
300234,开尔新材,龙头:300234,✓MACD买入 | ✗ZJTJ | ✓KDJ买入,0.4957,0.4418,0.1077,11.46,66.41,63.31,72.6,✓,✗,✓,✗,✗,1.9,0,-1.04,0.59,12.3,
300142,沃森生物,龙头:300142,✗MACD | ✗ZJTJ,-0.0683,0.1993,-0.5353,-8.73,6.53,13.03,-6.47,✗,✗,✗,✗,✗,-2.31,0,-7.67,-11.92,-13.53,
600293,三峡新材,龙头:600293,✓MACD买入 | ✓ZJTJ控盘,0.0226,0.0096,0.0259,2.38,52.31,54.13,48.67,✓,✓,✗,✗,✓,-0.3,1,-3.21,-1.19,2.15,
600598,北大荒,龙头:600598,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3623,-0.2912,-0.1422,-4.9,26.19,19.0,40.56,✗,✗,✓,✗,✗,-0.82,0,2.11,0.14,-4.48,
300334,津膜科技,龙头:300334,✗MACD | ✗ZJTJ,-0.0793,0.0514,-0.2615,-7.97,17.2,20.59,10.41,✗,✗,✗,✗,✗,-4.2,0,-4.58,-7.83,-12.47,
002326,永太科技,龙头:002326,✗MACD | ✗ZJTJ,-0.7625,-0.5406,-0.4438,-8.41,12.33,16.58,3.84,✗,✗,✗,✗,✗,-2.2,0,-1.88,-5.25,-6.4,
600655,豫园股份,龙头:600655,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0474,-0.0527,0.0106,-0.68,63.02,51.79,85.47,✗,✗,✓,✗,✗,-0.85,0,2.4,-0.42,0.21,
688261,东微半导,龙头:688261,✗MACD | ✗ZJTJ,3.1147,3.2216,-0.2139,3.51,45.53,56.62,23.33,✗,✗,✗,✗,✗,-3.13,0,-19.96,-7.57,-5.85,
300917,特发服务,龙头:300917,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.8844,-0.7316,-0.3056,-5.45,26.36,21.93,35.24,✗,✗,✓,✗,✗,-2.09,0,3.42,0.77,-8.04,
300556,丝路视觉,龙头:300556,✗MACD | ✗ZJTJ,0.1018,0.4101,-0.6165,-5.63,12.19,20.21,-3.86,✗,✗,✗,✗,✗,-3.57,0,-6.05,-7.88,-15.64,
300102,乾照光电,龙头:300102,✗MACD | ✗ZJTJ,-2.0997,-1.666,-0.8674,-16.18,10.4,10.71,9.79,✗,✗,✗,✗,✗,-1.16,0,-7.78,-8.48,-16.11,
300631,久吾高科,龙头:300631,✗MACD | ✗ZJTJ,-0.9156,-0.4204,-0.9905,-11.69,10.48,11.23,8.96,✗,✗,✗,✗,✗,-1.1,0,-4.88,-7.52,-12.31,
002136,安 纳 达,龙头:002136,✗MACD | ✗ZJTJ,-0.156,0.07,-0.452,-7.6,11.82,15.73,3.99,✗,✗,✗,✗,✗,-0.75,0,-3.76,-5.2,-8.4,
600007,中国国贸,龙头:600007,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.0637,0.0309,0.0655,1.31,72.32,61.42,94.11,✓,✓,✓,✗,✓,0.28,1,3.22,2.25,4.01,
300387,富邦科技,龙头:300387,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2833,-0.2033,-0.16,-8.27,17.57,16.1,20.5,✗,✗,✓,✗,✗,-2.26,0,-0.77,-2.87,-10.27,
600388,龙净环保,龙头:600388,✗MACD | ✗ZJTJ,0.0059,0.1209,-0.2299,-2.71,23.09,39.61,-9.95,✗,✗,✗,✗,✗,-3.95,0,-5.58,-7.69,-5.53,
300737,科顺股份,龙头:300737,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.185,0.2193,-0.0686,1.81,40.88,34.77,53.1,✗,✓,✓,✗,✗,-2.19,0,4.98,2.29,3.97,
002373,千方科技,龙头:002373,✗MACD | ✗ZJTJ,-0.3594,-0.3245,-0.0698,-7.61,11.32,15.47,3.02,✗,✗,✗,✗,✗,-3.3,0,-4.82,-7.71,-10.73,
600846,同济科技,龙头:600846,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3676,-0.2226,-0.2899,-8.85,15.57,13.04,20.65,✗,✗,✓,✗,✗,0.53,0,0.09,-3.74,-10.45,
000858,五 粮 液,龙头:000858,✗MACD | ✗ZJTJ | ✓KDJ买入,-3.9574,-4.097,0.2791,-5.45,31.44,25.33,43.67,✗,✗,✓,✗,✗,-0.84,0,1.5,-0.78,-3.58,
600313,农发种业,龙头:600313,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3489,-0.3281,-0.0417,-8.44,21.27,16.47,30.88,✗,✗,✓,✗,✗,-2.58,0,0.33,-1.31,-9.19,
600803,新奥股份,龙头:600803,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3963,-0.3524,-0.0878,-3.49,23.91,21.78,28.16,✗,✗,✓,✗,✗,-1.01,0,1.82,-0.2,-5.12,
600916,中国黄金,龙头:600916,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3061,-0.2929,-0.0263,-5.63,26.93,21.39,38.02,✗,✗,✓,✗,✗,-0.25,0,0.76,-3.27,-4.65,
000019,深粮控股,龙头:000019,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2974,-0.2696,-0.0556,-7.02,28.87,20.31,46.0,✗,✗,✓,✗,✗,-1.65,0,2.18,0.31,-6.29,
000582,北部湾港,龙头:000582,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.5903,0.5114,0.1578,9.07,70.76,64.66,82.96,✓,✓,✓,✗,✓,6.28,1,5.16,6.68,10.02,
000798,中水渔业,龙头:000798,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3697,-0.3621,-0.0153,-6.12,21.83,19.93,25.62,✗,✗,✓,✗,✗,-3.81,0,-0.95,-2.23,-8.16,
300801,泰和科技,龙头:300801,✗MACD | ✗ZJTJ,-0.4966,-0.0297,-0.9339,-8.74,12.55,18.95,-0.24,✗,✗,✗,✗,✗,-2.97,0,-8.7,-8.67,-12.1,
