date,code,name,source_main,source_manual,source_ebk,kdj_pass,total_score,score_macd,score_zjtj,score_kdj,score_rps,score_volume,score_finance,score_ml,max_score,volume_pass,ma_alignment_pass,price_position_pass,rules_passed,rules_total,return_2d,bench_2d,return_10d,bench_10d,return_30d,bench_30d,return_60d,bench_60d,market_state,market_10d_past
2026-01-29,600362,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,True,True,3,3,-19.0,-3.13,-19.7,1.27,-36.14,-2.97,-32.45,9.62,strong,15.17
2026-02-05,688586,,True,True,True,False,77,13,20,6,14,10,0,14,115,True,False,True,2,3,-4.97,2.17,-3.21,6.68,-14.74,-1.03,-13.95,13.06,strong,3.08
2026-02-06,301018,,True,True,True,False,84,23,20,6,11,10,0,14,115,True,True,True,3,3,7.07,2.06,52.32,5.53,34.85,-1.05,83.03,11.5,choppy,1.4
2026-02-09,002493,,True,True,True,False,64,1,20,6,13,10,0,14,115,True,True,True,3,3,4.37,0.13,4.58,-0.06,-18.72,-4.62,-16.73,9.68,strong,2.66
2026-02-11,002859,,True,True,True,False,61,6,20,6,8,10,0,11,115,True,True,True,3,3,-0.22,-0.44,-0.66,0.57,22.45,-4.49,111.82,10.61,choppy,0.25
2026-02-11,605589,,True,True,True,False,67,3,20,6,15,10,0,13,115,True,False,True,2,3,-1.2,-0.44,9.23,0.57,-7.18,-4.49,50.72,10.61,choppy,0.25
2026-02-11,603687,,True,True,True,False,62,3,20,6,10,10,0,13,115,True,True,True,3,3,-1.69,-0.44,-10.75,0.57,36.92,-4.49,49.87,10.61,choppy,0.25
2026-02-12,000962,,True,True,True,False,92,30,20,6,12,10,0,14,115,True,True,True,3,3,-4.78,0.82,9.78,1.25,-17.31,-6.19,15.51,6.32,strong,5.34
2026-02-12,688147,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,False,True,2,3,11.34,0.82,-6.67,1.25,-25.78,-6.19,7.47,6.32,strong,5.34
2026-02-12,688033,,True,True,True,False,82,17,20,6,15,10,0,14,115,True,True,True,3,3,9.2,0.82,4.09,1.25,-16.87,-6.19,-15.85,6.32,strong,5.34
2026-02-12,688150,,True,True,True,False,91,30,20,6,11,10,0,14,115,True,False,True,2,3,0.32,0.82,13.26,1.25,26.14,-6.19,108.67,6.32,strong,5.34
2026-02-12,600989,,True,True,True,False,58,1,20,6,8,10,0,13,115,True,True,True,3,3,-1.01,0.82,19.32,1.25,19.23,-6.19,12.21,6.32,strong,5.34
2026-02-13,603045,,True,True,True,False,76,16,20,6,10,10,0,14,115,True,True,True,3,3,-1.57,2.94,11.51,1.28,-4.68,-4.06,118.36,10.0,choppy,1.75
2026-02-24,603588,,True,True,True,False,64,5,20,6,11,10,0,12,115,True,True,True,3,3,4.99,1.96,26.16,1.49,50.39,-2.01,13.47,9.02,strong,9.88
2026-02-24,601808,,True,True,True,False,73,9,20,6,15,10,0,13,115,True,False,True,2,3,-2.88,1.96,2.93,1.49,-10.13,-2.01,-22.27,9.02,strong,9.88
2026-02-24,301071,,True,True,True,False,88,30,20,6,12,10,0,10,115,True,True,True,3,3,3.2,1.96,9.47,1.49,-9.01,-2.01,61.5,9.02,strong,9.88
2026-02-24,688586,,True,True,True,False,71,7,20,6,14,10,0,14,115,True,False,True,2,3,-2.49,1.96,-10.52,1.49,-16.06,-2.01,-11.74,9.02,strong,9.88
2026-02-24,301528,,True,True,True,False,73,11,20,6,13,10,0,13,115,True,False,True,2,3,2.45,1.96,-7.2,1.49,-10.65,-2.01,0.63,9.02,strong,9.88
2026-02-24,002297,,True,True,True,False,65,6,20,6,12,10,0,11,115,True,True,True,3,3,5.97,1.96,-3.66,1.49,-15.83,-2.01,118.37,9.02,strong,9.88
2026-02-24,300157,,True,True,True,False,72,8,20,6,15,10,0,13,115,True,False,True,2,3,2.51,1.96,17.16,1.49,-3.11,-2.01,-28.55,9.02,strong,9.88
2026-02-24,605020,,True,True,True,False,74,15,20,6,9,10,0,14,115,True,False,True,2,3,2.65,1.96,-1.03,1.49,-16.96,-2.01,12.25,9.02,strong,9.88
2026-02-25,002386,,True,True,True,False,62,4,20,6,9,10,0,13,115,True,True,True,3,3,0.78,1.62,-0.16,0.53,-4.84,-3.54,-6.88,6.71,strong,9.06
2026-02-25,002601,,True,True,True,False,72,16,20,6,9,10,0,11,115,True,False,True,2,3,2.01,1.62,-10.53,0.53,-23.02,-3.54,-33.03,6.71,strong,9.06
2026-02-25,002056,,True,True,True,False,77,16,20,6,11,10,0,14,115,True,False,True,2,3,1.19,1.62,4.29,0.53,-15.62,-3.54,7.13,6.71,strong,9.06
2026-02-25,600098,,True,True,True,False,63,0,20,6,14,10,0,13,115,True,True,True,3,3,3.36,1.62,9.66,0.53,0.14,-3.54,5.04,6.71,strong,9.06
2026-02-25,002978,,True,True,True,False,61,2,20,6,9,10,0,14,115,True,False,True,2,3,3.25,1.62,-5.26,0.53,-19.28,-3.54,-31.09,6.71,strong,9.06
2026-02-25,600871,,True,True,True,False,66,2,20,6,14,10,0,14,115,True,True,True,3,3,-3.89,1.62,2.99,0.53,-15.27,-3.54,-27.84,6.71,strong,9.06
2026-02-25,002306,,True,True,True,False,61,0,20,6,11,10,0,14,115,True,False,True,2,3,5.68,1.62,-1.31,0.53,10.92,-3.54,-8.73,6.71,strong,9.06
2026-02-26,600282,,True,True,True,False,65,0,20,6,15,10,0,14,115,True,False,True,2,3,3.0,0.01,1.41,-0.81,-0.53,-3.67,-13.96,4.17,strong,8.99
2026-02-26,301360,,True,True,True,False,61,1,20,6,13,10,0,11,115,True,True,True,3,3,-1.02,0.01,-16.53,-0.81,-18.44,-3.67,-3.66,4.17,strong,8.99
2026-02-26,600105,,True,True,True,False,61,1,20,6,14,10,0,10,115,True,True,True,3,3,3.24,0.01,-7.6,-0.81,28.72,-3.67,63.85,4.17,strong,8.99
2026-02-26,300726,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,False,True,2,3,-4.34,0.01,-9.87,-0.81,-21.55,-3.67,9.28,4.17,strong,8.99
2026-02-26,301312,,True,True,True,False,89,30,20,6,10,10,0,13,115,True,True,True,3,3,0.03,0.01,-4.52,-0.81,28.92,-3.67,53.12,4.17,strong,8.99
2026-02-26,688187,,True,True,True,False,78,14,20,6,15,10,0,13,115,True,False,True,2,3,-0.95,0.01,-6.83,-0.81,-14.69,-3.67,3.03,4.17,strong,8.99
2026-02-26,000733,,True,True,True,False,74,12,20,6,14,10,0,12,115,True,False,True,2,3,-1.63,0.01,-12.21,-0.81,-20.39,-3.67,-13.4,4.17,strong,8.99
2026-02-27,600301,,True,True,True,False,95,30,20,6,15,10,0,14,115,True,False,True,2,3,9.62,-4.21,-9.59,-2.73,-23.92,-3.93,-13.73,4.84,strong,14.27
2026-02-27,000960,,True,True,True,False,95,30,20,6,15,10,0,14,115,True,False,True,2,3,-0.98,-4.21,-16.84,-2.73,-26.45,-3.93,-11.99,4.84,strong,14.27
2026-02-27,002046,,True,True,True,False,89,30,20,6,9,10,0,14,115,True,True,True,3,3,-5.67,-4.21,-10.21,-2.73,-12.0,-3.93,6.05,4.84,strong,14.27
2026-02-27,300159,,True,True,True,False,65,1,20,6,14,10,0,14,115,True,False,True,2,3,-3.68,-4.21,-5.83,-2.73,-3.37,-3.93,20.86,4.84,strong,14.27
2026-02-27,600961,,True,True,True,False,79,18,20,6,11,10,0,14,115,True,False,True,2,3,-1.84,-4.21,-15.3,-2.73,-23.77,-3.93,10.27,4.84,strong,14.27
2026-02-27,688028,,True,True,True,False,89,30,20,6,9,10,0,14,115,True,False,True,2,3,0.68,-4.21,-7.54,-2.73,-17.35,-3.93,18.46,4.84,strong,14.27
2026-02-27,603389,,True,True,True,False,64,5,20,6,9,10,0,14,115,True,False,True,2,3,-8.82,-4.21,-9.05,-2.73,-2.68,-3.93,23.66,4.84,strong,14.27
2026-02-27,603773,,True,True,True,False,92,30,20,6,12,10,0,14,115,True,False,True,2,3,-12.51,-4.21,-2.05,-2.73,5.06,-3.93,162.63,4.84,strong,14.27
2026-02-27,600459,,True,True,True,False,88,30,20,6,8,10,0,14,115,True,False,True,2,3,-8.01,-4.21,-17.02,-2.73,-21.32,-3.93,-12.96,4.84,strong,14.27
2026-03-02,600028,,True,True,True,False,71,7,20,6,15,10,0,13,115,True,True,True,3,3,4.08,-3.88,-10.97,-1.67,-18.71,-1.93,-31.79,3.63,strong,17.21
2026-03-02,002667,,True,True,True,False,74,10,20,6,14,10,0,14,115,True,True,True,3,3,5.57,-3.88,24.24,-1.67,23.17,-1.93,-16.27,3.63,strong,17.21
2026-03-02,688586,,True,True,True,False,64,1,20,6,14,10,0,13,115,True,True,True,3,3,-8.34,-3.88,-14.81,-1.67,-14.81,-1.93,-20.5,3.63,strong,17.21
2026-03-02,601600,,True,True,True,False,73,10,20,6,13,10,0,14,115,True,False,True,2,3,1.26,-3.88,-5.12,-1.67,-12.68,-1.93,-19.97,3.63,strong,17.21
2026-03-02,688498,,True,True,True,False,91,30,20,6,11,10,0,14,115,True,False,True,2,3,3.69,-3.88,6.31,-1.67,46.37,-1.93,92.01,3.63,strong,17.21
2026-03-02,600378,,True,True,True,False,81,17,20,6,14,10,0,14,115,True,False,True,2,3,-2.71,-3.88,-12.42,-1.67,-15.78,-1.93,-0.05,3.63,strong,17.21
2026-03-02,002155,,True,True,True,False,90,30,20,6,14,10,0,10,115,True,True,True,3,3,-6.46,-3.88,-23.54,-1.67,-28.82,-1.93,-41.45,3.63,strong,17.21
2026-03-05,002532,,True,True,True,False,71,12,20,6,9,10,0,14,115,True,False,True,2,3,-4.55,0.34,-15.5,-2.28,2.38,2.42,-17.3,11.49,strong,8.34
2026-03-06,688597,,True,True,True,False,70,8,20,6,14,10,0,12,115,True,True,True,3,3,1.82,1.13,-12.09,-5.32,-12.76,2.07,-10.27,31.62,strong,4.93
2026-03-10,301182,,True,True,True,False,82,19,20,6,13,10,0,14,115,True,True,True,3,3,8.3,-0.37,-5.31,-8.08,20.92,1.79,,0.0,strong,6.82
2026-03-10,301419,,True,True,True,False,87,27,20,6,10,10,0,14,115,True,True,True,3,3,-2.58,-0.37,-4.17,-8.08,19.59,1.79,,0.0,strong,6.82
2026-03-11,002145,,True,True,True,True,67,3,20,10,11,10,0,13,115,True,False,True,2,3,-3.19,-1.62,-15.25,-6.17,-17.55,0.3,,0.0,strong,3.78
2026-03-11,300243,,True,True,True,False,85,30,20,6,9,10,0,10,115,True,True,True,3,3,7.42,-1.62,-0.35,-6.17,24.24,0.3,,0.0,strong,3.78
2026-03-11,600522,,True,True,True,False,67,9,20,0,14,10,0,14,115,True,False,True,2,3,-0.87,-1.62,-7.8,-6.17,13.53,0.3,,0.0,strong,3.78
2026-03-12,600282,,True,True,True,False,57,0,20,6,8,10,0,13,115,True,False,True,2,3,-6.79,-0.91,-10.8,-6.92,-10.8,0.48,,0.0,choppy,1.09
2026-03-12,601699,,True,True,True,False,63,6,20,6,8,10,0,13,115,True,False,True,2,3,-4.74,-0.91,-7.4,-6.92,-6.17,0.48,,0.0,choppy,1.09
2026-03-18,600563,,True,True,True,False,92,30,20,6,13,10,0,13,115,True,True,True,3,3,0.1,-4.24,4.08,-3.4,-5.18,3.47,,0.0,choppy,0.04
2026-03-18,603311,,True,True,True,False,67,2,20,6,15,10,0,14,115,True,False,True,2,3,-6.14,-4.24,-2.64,-3.4,13.38,3.47,,0.0,choppy,0.04
2026-04-01,600522,,True,True,True,False,71,8,20,6,13,10,0,14,115,True,False,True,2,3,5.18,-3.06,-3.98,5.31,52.78,13.25,,0.0,choppy,0.09
2026-04-03,300666,,True,True,True,False,60,0,20,6,10,10,0,14,115,True,False,True,2,3,7.02,5.44,5.24,10.15,28.08,12.8,,0.0,choppy,1.5
2026-04-07,688702,,True,True,True,False,71,9,20,6,12,10,0,14,115,True,False,True,2,3,15.0,3.51,17.11,8.65,59.22,14.15,,0.0,strong,9.02
2026-04-07,301419,,True,True,True,False,68,9,20,6,10,10,0,13,115,True,False,True,2,3,2.37,3.51,10.8,8.65,13.17,14.15,,0.0,strong,9.02
2026-04-07,688079,,True,True,True,False,75,15,20,6,10,10,0,14,115,True,False,True,2,3,13.26,3.51,22.56,8.65,69.23,14.15,,0.0,strong,9.02
2026-04-08,300975,,True,True,True,False,64,3,20,6,11,10,0,14,115,True,False,True,2,3,5.0,0.2,6.0,5.25,36.48,10.58,,0.0,strong,11.41
2026-04-09,002903,,True,True,True,False,75,16,20,6,10,10,0,13,115,True,False,True,2,3,6.55,1.26,6.01,4.47,43.97,10.09,,0.0,strong,8.67
2026-04-09,688097,,True,True,True,False,91,30,20,6,11,10,0,14,115,True,False,True,2,3,2.17,1.26,-0.25,4.47,-7.9,10.09,,0.0,strong,8.67
2026-04-09,301018,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,False,True,2,3,12.44,1.26,18.99,4.47,50.15,10.09,,0.0,strong,8.67
2026-04-14,002859,,True,True,True,False,71,8,20,6,14,10,0,13,115,True,False,True,2,3,8.24,1.06,14.14,1.23,61.99,4.93,,0.0,strong,13.3
2026-04-14,301182,,True,True,True,False,86,30,20,0,12,10,0,14,115,True,True,True,3,3,9.85,1.06,7.13,1.23,24.63,4.93,,0.0,strong,13.3
2026-04-14,688519,,True,True,True,False,89,30,20,6,11,10,0,12,115,True,False,True,2,3,-3.29,1.06,8.24,1.23,50.0,4.93,,0.0,strong,13.3
2026-04-16,002859,,True,True,True,False,88,30,20,6,11,10,0,11,115,True,True,True,3,3,5.71,1.3,10.08,1.34,73.88,7.13,,0.0,strong,14.78
2026-04-21,600522,,True,True,True,False,81,17,20,6,14,10,0,14,115,True,False,True,2,3,5.02,-0.41,26.08,4.23,42.02,19.49,,0.0,strong,18.88
2026-04-21,600487,,True,True,True,False,84,19,20,6,15,10,0,14,115,True,True,True,3,3,16.25,-0.41,29.21,4.23,60.74,19.49,,0.0,strong,18.88
2026-04-21,301338,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,True,True,3,3,-0.96,-0.41,15.75,4.23,41.49,19.49,,0.0,strong,18.88
2026-04-22,600869,,True,True,True,False,95,30,20,6,15,10,0,14,115,True,True,True,3,3,-5.59,-1.63,21.19,4.51,,0.0,,0.0,strong,16.81
2026-04-22,601869,,True,True,True,False,95,30,20,6,15,10,0,14,115,True,True,True,3,3,-10.64,-1.63,-2.84,4.51,,0.0,,0.0,strong,16.81
2026-04-27,300666,,True,True,True,False,91,30,20,6,11,10,0,14,115,True,True,True,3,3,4.56,0.05,7.31,4.73,,0.0,,0.0,strong,10.16
2026-04-30,688127,,True,True,True,False,90,30,20,6,11,10,0,13,115,True,False,True,2,3,4.4,3.07,28.69,4.98,,0.0,,0.0,strong,8.2
2026-04-30,301182,,True,True,True,False,59,0,20,6,10,10,0,13,115,True,True,True,3,3,4.97,3.07,15.07,4.98,,0.0,,0.0,strong,8.2
2026-05-08,301362,,True,True,True,False,85,22,20,6,13,10,0,14,115,True,True,True,3,3,6.89,0.61,45.99,-0.15,,0.0,,0.0,strong,10.23
2026-05-08,600105,,True,True,True,False,81,22,20,6,10,10,0,13,115,True,False,True,2,3,4.77,0.61,-5.27,-0.15,,0.0,,0.0,strong,10.23
2026-05-08,603124,,True,True,True,False,64,6,20,0,14,10,0,14,115,True,False,True,2,3,-1.93,0.61,-6.59,-0.15,,0.0,,0.0,strong,10.23
2026-05-08,603890,,True,True,True,False,57,0,20,6,11,10,0,10,115,True,True,True,3,3,-1.28,0.61,13.49,-0.15,,0.0,,0.0,strong,10.23
2026-05-12,688079,,True,True,True,False,86,24,20,6,12,10,0,14,115,True,True,True,3,3,6.97,-0.32,39.23,-0.74,,0.0,,0.0,strong,15.1
2026-05-12,688205,,True,True,True,False,89,30,20,6,9,10,0,14,115,True,True,True,3,3,-2.53,-0.32,-17.22,-0.74,,0.0,,0.0,strong,15.1
2026-05-13,300620,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,True,True,3,3,-1.76,-2.54,-6.15,-3.63,,0.0,,0.0,strong,18.6
2026-05-13,688700,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,True,True,3,3,8.1,-2.54,22.34,-3.63,,0.0,,0.0,strong,18.6
2026-05-13,603890,,True,True,True,False,84,25,20,6,10,10,0,13,115,True,True,True,3,3,-8.74,-2.54,2.14,-3.63,,0.0,,0.0,strong,18.6
2026-05-14,688097,,True,True,True,False,88,30,20,6,8,10,0,14,115,True,False,True,2,3,-4.79,-0.71,-9.63,-0.76,,0.0,,0.0,strong,14.83
2026-05-18,301489,,True,True,True,False,88,30,20,6,9,10,0,13,115,True,True,True,3,3,7.28,0.87,-17.24,-1.38,,0.0,,0.0,strong,15.61
2026-05-20,688805,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,False,True,2,3,5.72,-0.65,-3.45,0.68,,0.0,,0.0,strong,18.02
2026-05-22,301419,,True,True,True,False,92,30,20,6,13,10,0,13,115,True,True,True,3,3,0.7,-0.04,26.22,5.23,,0.0,,0.0,strong,13.18
2026-05-22,603800,,True,True,True,False,91,30,20,6,11,10,0,14,115,True,True,True,3,3,4.6,-0.04,22.25,5.23,,0.0,,0.0,strong,13.18
2026-05-22,002273,,True,True,True,False,61,7,20,0,10,10,0,14,115,True,True,True,3,3,-2.58,-0.04,-10.21,5.23,,0.0,,0.0,strong,13.18
2026-05-25,300184,,True,True,True,False,65,6,20,6,13,10,0,10,115,True,True,True,3,3,-8.56,-2.41,,0.0,,0.0,,0.0,strong,13.71
2026-05-25,300975,,True,True,True,False,88,30,20,6,9,10,0,13,115,True,True,True,3,3,14.39,-2.41,,0.0,,0.0,,0.0,strong,13.71
2026-05-25,301563,,True,True,True,False,89,30,20,6,13,10,0,10,115,True,True,True,3,3,5.2,-2.41,,0.0,,0.0,,0.0,strong,13.71
2026-05-25,301312,,True,True,True,False,93,30,20,6,14,10,0,13,115,True,True,True,3,3,-9.11,-2.41,,0.0,,0.0,,0.0,strong,13.71
2026-05-26,603773,,True,True,True,False,90,30,20,6,11,10,0,13,115,True,True,True,3,3,20.16,-0.39,,0.0,,0.0,,0.0,strong,11.2
2026-05-26,600378,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,True,True,3,3,2.88,-0.39,,0.0,,0.0,,0.0,strong,11.2
2026-05-26,603124,,True,True,True,False,84,23,20,6,11,10,0,14,115,True,False,True,2,3,-0.55,-0.39,,0.0,,0.0,,0.0,strong,11.2
2026-05-26,301338,,True,True,True,False,87,22,20,6,15,10,0,14,115,True,True,True,3,3,4.3,-0.39,,0.0,,0.0,,0.0,strong,11.2
2026-05-27,688519,,True,True,True,False,93,30,20,6,13,10,0,14,115,True,True,True,3,3,10.49,-0.72,,0.0,,0.0,,0.0,strong,7.97
2026-05-27,002273,,True,True,True,False,82,21,20,6,11,10,0,14,115,True,True,True,3,3,-6.4,-0.72,,0.0,,0.0,,0.0,strong,7.97
2026-05-28,300184,,True,True,True,False,84,24,20,6,14,10,0,10,115,True,True,True,3,3,-7.47,-1.18,,0.0,,0.0,,0.0,strong,13.44
2026-05-28,601138,,True,True,True,False,88,30,20,6,9,10,0,13,115,True,True,True,3,3,-1.67,-1.18,,0.0,,0.0,,0.0,strong,13.44
2026-06-02,300620,,True,True,True,False,91,30,20,6,11,10,0,14,115,True,True,True,3,3,-0.24,1.71,,0.0,,0.0,,0.0,strong,11.02
2026-06-02,601137,,True,True,True,True,72,4,20,10,15,10,0,13,115,True,False,True,2,3,8.27,1.71,,0.0,,0.0,,0.0,strong,11.02
2026-06-02,600869,,True,True,True,False,88,30,20,6,8,10,0,14,115,True,True,True,3,3,4.83,1.71,,0.0,,0.0,,0.0,strong,11.02
