date,code,name,source_main,source_manual,source_ebk,kdj_pass,total_score,score_macd,score_zjtj,score_kdj,score_rps,score_volume,score_finance,score_ml,max_score,volume_pass,ma_alignment_pass,price_position_pass,rules_passed,rules_total,return_2d,bench_2d,return_10d,bench_10d,return_30d,bench_30d,return_60d,bench_60d,market_state,market_10d_past
2023-06-09,600667,,True,True,True,False,53,1,20,0,8,10,0,14,115,True,False,True,2,3,1.48,0.78,3.7,0.17,7.7,1.84,-1.19,-0.9,strong,6.11
2023-06-14,688031,,True,True,True,False,62,4,20,6,8,10,0,14,115,True,False,True,2,3,3.46,1.02,-3.45,0.78,-29.56,0.05,-42.66,-2.89,strong,8.18
2023-06-15,300747,,True,True,True,False,68,8,20,6,10,10,0,14,115,True,False,True,2,3,3.26,0.99,0.41,0.65,-1.9,0.51,-11.24,-2.34,strong,6.48
2023-06-16,002290,,True,True,True,False,64,4,20,6,10,10,0,14,115,True,False,True,2,3,7.23,-0.27,23.63,0.33,20.02,-0.32,11.77,-3.16,strong,9.73
2023-06-29,300566,,True,True,True,False,76,15,20,6,11,10,0,14,115,True,False,True,2,3,-0.11,1.46,1.06,1.33,-8.94,-0.15,-13.69,-4.49,strong,6.63
2023-06-29,301311,,True,True,True,False,71,17,20,6,8,10,0,10,115,True,True,True,3,3,7.19,1.46,-9.13,1.33,-18.15,-0.15,-26.33,-4.49,strong,6.63
2023-06-30,603773,,True,True,True,False,82,19,20,6,13,10,0,14,115,True,True,True,3,3,-0.37,0.6,-2.07,0.16,-9.06,-3.09,-6.2,-4.14,strong,6.72
2023-06-30,002975,,True,True,True,False,78,14,20,6,15,10,0,13,115,True,False,True,2,3,0.18,0.6,-6.52,0.16,-19.52,-3.09,-20.48,-4.14,strong,6.72
2023-06-30,603800,,True,True,True,False,78,15,20,6,13,10,0,14,115,True,False,True,2,3,6.83,0.6,9.58,0.16,14.93,-3.09,17.53,-4.14,strong,6.72
2023-07-03,603045,,True,True,True,False,67,5,20,6,12,10,0,14,115,True,False,True,2,3,21.08,-0.11,18.61,-0.17,5.47,-3.11,4.54,-4.91,strong,4.17
2023-07-04,002859,,True,True,True,False,70,11,20,6,9,10,0,14,115,True,False,True,2,3,2.94,-0.68,5.05,-0.76,-4.03,-4.18,-9.48,-5.94,strong,3.91
2023-07-04,301133,,True,True,True,False,88,25,20,6,13,10,0,14,115,True,True,True,3,3,1.64,-0.68,-3.95,-0.76,-12.22,-4.18,-4.06,-5.94,strong,3.91
2023-07-06,002429,,True,True,True,False,64,0,20,6,14,10,0,14,115,True,True,True,3,3,-3.13,-0.83,-6.81,-1.62,-8.47,-3.52,-12.52,-4.28,choppy,0.78
2023-07-06,688519,,True,True,True,False,91,30,20,6,14,10,0,11,115,True,False,True,2,3,-5.05,-0.83,-2.72,-1.62,-11.92,-3.52,-9.78,-4.28,choppy,0.78
2023-07-17,688786,,True,True,True,False,66,4,20,6,13,10,0,13,115,True,True,True,3,3,-0.47,-0.43,-7.54,-0.34,-14.76,-7.77,-14.03,-5.16,strong,2.84
2023-07-26,002575,,True,True,True,False,79,15,20,6,15,10,0,13,115,True,False,True,2,3,8.16,-0.25,0.35,-1.24,-2.08,-2.16,-7.29,-6.42,strong,6.74
2023-07-26,002713,,True,True,True,False,61,1,20,6,10,10,0,14,115,True,False,True,2,3,-1.91,-0.25,-7.36,-1.24,-5.15,-2.16,-13.4,-6.42,strong,6.74
2023-07-26,301227,,True,True,True,False,83,27,20,6,10,10,0,10,115,True,True,True,3,3,10.97,-0.25,0.59,-1.24,1.53,-2.16,-8.98,-6.42,strong,6.74
2023-07-31,601952,,True,True,True,False,61,2,20,6,10,10,0,13,115,True,True,True,3,3,-2.54,-0.3,-3.05,-2.99,-5.17,-3.29,-16.09,-4.85,strong,8.78
2023-07-31,600598,,True,True,True,False,67,9,20,6,12,10,0,10,115,True,True,True,3,3,-3.18,-0.3,-4.17,-2.99,-6.97,-3.29,-13.34,-4.85,strong,8.78
2023-07-31,002385,,True,True,True,False,60,2,20,6,8,10,0,14,115,True,False,True,2,3,-1.6,-0.3,-2.9,-2.99,-6.1,-3.29,-1.16,-4.85,strong,8.78
2023-07-31,002041,,True,True,True,False,65,7,20,6,8,10,0,14,115,True,False,True,2,3,-1.21,-0.3,-5.83,-2.99,-11.35,-3.29,-7.65,-4.85,strong,8.78
2023-08-03,002608,,True,True,True,False,59,1,20,6,8,10,0,14,115,True,False,True,2,3,-1.25,-0.35,-5.68,-3.16,-2.22,-4.5,-4.85,-4.25,strong,8.43
2023-08-08,000713,,True,True,True,False,61,1,20,6,10,10,0,14,115,True,True,True,3,3,-1.9,-0.92,-6.35,-4.41,-4.66,-4.6,-13.23,-1.17,strong,2.41
2023-08-10,600119,,True,True,True,True,68,0,20,10,14,10,0,14,115,True,False,True,2,3,-2.5,-1.49,-5.31,-5.36,-1.88,-5.02,25.0,-1.23,strong,2.63
2023-08-11,000007,,True,True,True,False,65,1,20,6,14,10,0,14,115,True,False,True,2,3,-0.39,-0.52,-1.54,-5.62,-11.37,-1.65,-1.93,1.41,choppy,-0.34
2023-08-25,600008,,True,True,True,False,62,0,20,6,13,10,0,13,115,True,False,True,2,3,-0.74,3.85,-6.62,4.74,-7.72,3.93,-9.56,7.95,choppy,-1.58
2023-08-29,001979,,True,True,True,False,69,10,20,6,9,10,0,14,115,True,False,True,2,3,-6.99,0.43,-11.54,1.6,-18.46,-2.19,-28.62,3.89,strong,2.52
2023-08-29,600082,,True,True,True,False,65,1,20,6,14,10,0,14,115,True,False,True,2,3,-4.01,0.43,-11.5,1.6,-16.58,-2.19,-6.68,3.89,strong,2.52
2023-09-01,600309,,True,True,True,False,80,22,20,6,9,10,0,13,115,True,False,True,2,3,0.59,0.9,-3.88,-0.57,-13.15,-7.15,-17.94,3.28,strong,2.83
2023-09-01,000711,,True,True,True,False,60,0,20,6,10,10,0,14,115,True,False,True,2,3,-2.01,0.9,2.01,-0.57,-3.52,-7.15,8.54,3.28,strong,2.83
2023-09-04,600800,,True,True,True,False,75,15,20,6,11,10,0,13,115,True,False,True,2,3,-0.54,0.1,-2.17,-1.74,-8.42,-6.64,2.45,-0.18,strong,3.77
2023-09-06,300285,,True,True,True,False,66,6,20,6,10,10,0,14,115,True,False,True,2,3,0.17,-1.65,-3.74,-3.6,-22.03,-5.24,-19.73,-0.26,strong,9.74
2023-09-21,300184,,True,True,True,False,62,1,20,6,11,10,0,14,115,True,False,True,2,3,1.55,1.25,7.75,2.03,17.73,3.33,-0.69,0.16,choppy,1.93
2023-09-28,601137,,True,True,True,False,77,15,20,6,12,10,0,14,115,True,False,True,2,3,0.63,-0.47,-4.41,-4.96,7.13,3.42,2.45,0.35,strong,4.33
2023-09-28,603890,,True,True,True,False,63,2,20,6,14,10,0,11,115,True,True,True,3,3,5.38,-0.47,2.34,-4.96,28.07,3.42,32.16,0.35,strong,4.33
2023-09-28,688028,,True,True,True,False,69,9,20,6,10,10,0,14,115,True,False,True,2,3,0.38,-0.47,-1.97,-4.96,18.95,3.42,15.63,0.35,strong,4.33
2023-10-09,300184,,True,True,True,False,63,0,20,6,13,10,0,14,115,True,True,True,3,3,6.51,0.18,-7.01,-6.85,19.7,4.77,-1.84,0.56,strong,3.63
2023-10-09,301128,,True,True,True,False,88,25,20,6,14,10,0,13,115,True,False,True,2,3,15.08,0.18,15.99,-6.85,22.13,4.77,-5.59,0.56,strong,3.63
2023-10-11,688288,,True,True,True,False,66,8,20,6,8,10,0,14,115,True,False,True,2,3,-2.47,-0.08,-3.16,-3.91,2.6,2.77,-5.03,-0.66,strong,7.13
2023-10-12,000700,,True,True,True,False,69,8,20,6,12,10,0,13,115,True,False,True,2,3,13.84,-1.27,7.99,-4.02,16.83,3.17,-11.84,-2.77,strong,6.2
2023-10-12,000908,,True,True,True,False,66,2,20,6,14,10,0,14,115,True,True,True,3,3,-1.79,-1.27,-11.61,-4.02,10.27,3.17,-1.79,-2.77,strong,6.2
2023-10-13,688767,,True,True,True,False,67,4,20,6,13,10,0,14,115,True,False,True,2,3,-3.48,-1.15,-3.38,-2.31,13.25,2.39,0.78,-4.17,strong,7.99
2023-10-26,000700,,True,True,True,False,63,5,20,0,14,10,0,14,115,True,False,True,2,3,-1.72,2.63,-0.79,4.81,-13.34,4.69,-27.34,-5.31,choppy,-2.22
2023-10-27,002294,,True,True,True,False,70,7,20,6,13,10,0,14,115,True,True,True,3,3,6.73,0.86,6.25,3.18,6.97,2.88,-10.17,-11.47,choppy,-2.17
2023-10-27,300563,,True,True,True,False,58,1,20,6,8,10,0,13,115,True,False,True,2,3,0.2,0.86,3.56,3.18,1.45,2.88,-15.56,-11.47,choppy,-2.17
2023-10-30,688288,,True,True,True,False,79,19,20,6,10,10,0,14,115,True,False,True,2,3,-2.85,-0.39,1.89,2.76,1.41,2.47,-25.33,-12.21,choppy,1.56
2023-10-30,600535,,True,True,True,False,72,14,20,6,8,10,0,14,115,True,False,True,2,3,0.44,-0.39,-0.15,2.76,11.14,2.47,2.91,-12.21,choppy,1.56
2023-10-30,601137,,True,True,True,False,79,18,20,6,11,10,0,14,115,True,False,True,2,3,-2.07,-0.39,-1.8,2.76,-2.27,2.47,-8.42,-12.21,choppy,1.56
2023-10-30,603087,,True,True,True,False,82,21,20,6,14,10,0,11,115,True,False,True,2,3,-0.62,-0.39,0.13,2.76,14.18,2.47,-15.01,-12.21,choppy,1.56
2023-10-30,603559,,True,True,True,False,66,6,20,6,10,10,0,14,115,True,True,True,3,3,9.55,-0.39,6.94,2.76,3.99,2.47,-16.49,-12.21,choppy,1.56
2023-10-30,300147,,True,True,True,False,74,15,20,6,9,10,0,14,115,True,False,True,2,3,1.47,-0.39,2.39,2.76,3.5,2.47,-19.89,-12.21,choppy,1.56
2023-10-31,000908,,True,True,True,False,60,3,20,6,8,10,0,13,115,True,False,True,2,3,1.34,-1.08,7.14,3.87,4.02,3.15,-13.39,-10.62,choppy,0.61
2023-10-31,301308,,True,True,True,False,81,19,20,6,12,10,0,14,115,True,True,True,3,3,0.2,-1.08,1.97,3.87,-3.98,3.15,-27.99,-10.62,choppy,0.61
2023-11-03,300563,,True,True,True,False,67,3,20,6,14,10,0,14,115,True,False,True,2,3,2.42,2.45,5.16,4.13,-0.72,1.16,-19.45,-10.99,strong,6.88
2023-11-03,300975,,True,True,True,False,57,1,20,6,10,10,0,10,115,True,False,True,2,3,1.34,2.45,9.36,4.13,-1.7,1.16,-16.16,-10.99,strong,6.88
2023-11-03,002465,,True,True,True,False,65,5,20,6,14,10,0,10,115,True,True,True,3,3,2.57,2.45,6.62,4.13,-4.14,1.16,-15.07,-10.99,strong,6.88
2023-11-06,000050,,True,True,True,False,65,5,20,6,10,10,0,14,115,True,True,True,3,3,2.33,0.6,3.21,3.09,-2.04,-2.08,-15.56,-15.11,strong,12.16
2023-11-06,688079,,True,True,True,False,64,0,20,6,14,10,0,14,115,True,False,True,2,3,0.86,0.6,2.67,3.09,-3.19,-2.08,-26.06,-15.11,strong,12.16
2023-11-07,688685,,True,True,True,False,66,1,20,6,15,10,0,14,115,True,False,True,2,3,-0.32,-0.52,6.46,1.89,11.96,-2.5,32.31,-19.11,strong,10.59
2023-11-08,000700,,True,True,True,False,67,5,20,6,12,10,0,14,115,True,True,True,3,3,-5.96,-0.86,-1.9,0.72,-17.87,-3.63,-38.91,-20.1,strong,7.99
2023-11-10,301139,,True,True,True,False,64,3,20,6,15,10,0,10,115,True,True,True,3,3,10.67,1.51,12.5,1.13,-1.78,-3.62,-49.13,-27.7,strong,7.07
2023-11-10,301042,,True,True,True,False,68,7,20,6,15,10,0,10,115,True,False,True,2,3,2.46,1.51,27.86,1.13,-0.91,-3.62,-43.18,-27.7,strong,7.07
2023-11-20,300006,,True,True,True,False,60,0,20,6,10,10,0,14,115,True,True,True,3,3,-0.24,-1.68,0.24,-1.69,-8.98,-4.47,-36.41,-20.23,strong,7.59
2023-12-01,002173,,True,True,True,False,60,0,20,6,13,10,0,11,115,True,False,True,2,3,-4.45,-2.0,-9.79,-2.53,-18.3,-7.13,-8.01,-13.85,choppy,-1.71
2023-12-01,002571,,True,True,True,False,58,0,20,0,15,10,0,13,115,True,True,True,3,3,-2.96,-2.0,0.59,-2.53,-2.96,-7.13,-37.43,-13.85,choppy,-1.71
2023-12-01,600936,,True,True,True,True,63,0,20,10,9,10,0,14,115,True,False,True,2,3,-1.7,-2.0,3.4,-2.53,-16.02,-7.13,-29.13,-13.85,choppy,-1.71
2023-12-01,600228,,True,True,True,False,70,5,20,6,15,10,0,14,115,True,False,True,2,3,7.83,-2.0,0.45,-2.53,-16.0,-7.13,-27.7,-13.85,choppy,-1.71
2023-12-04,000620,,True,True,True,False,65,0,20,6,15,10,0,14,115,True,False,True,2,3,-1.76,-1.7,2.94,-3.89,4.71,-7.62,0.59,-13.33,choppy,-1.76
2023-12-04,601811,,True,True,True,False,63,0,20,6,13,10,0,14,115,True,False,True,2,3,-0.55,-1.7,5.64,-3.89,-5.02,-7.62,2.12,-13.33,choppy,-1.76
2023-12-04,300959,,True,True,True,False,74,10,20,6,15,10,0,13,115,True,False,True,2,3,-3.08,-1.7,-7.97,-3.89,-16.94,-7.62,-30.44,-13.33,choppy,-1.76
2023-12-06,601811,,True,True,True,False,61,0,20,6,11,10,0,14,115,True,True,True,3,3,0.16,-0.68,4.57,-3.13,-6.46,-8.91,5.12,-11.41,choppy,-0.52
2023-12-06,002458,,True,True,True,False,67,4,20,6,14,10,0,13,115,True,False,True,2,3,-0.93,-0.68,-12.95,-3.13,-11.79,-8.91,-14.0,-11.41,choppy,-0.52
2023-12-07,600757,,True,True,True,False,64,0,20,6,15,10,0,13,115,True,True,True,3,3,1.45,0.43,-2.23,-2.41,-14.98,-9.89,-2.5,-10.0,choppy,0.24
2023-12-07,000681,,True,True,True,False,74,11,20,6,15,10,0,12,115,True,False,True,2,3,-0.35,0.43,-7.83,-2.41,-25.69,-9.89,-19.18,-10.0,choppy,0.24
2023-12-07,300654,,True,True,True,False,69,12,20,6,8,10,0,13,115,True,False,True,2,3,17.0,0.43,2.78,-2.41,-18.19,-9.89,-20.89,-10.0,choppy,0.24
2023-12-07,300081,,True,True,True,False,75,12,20,6,14,10,0,13,115,True,False,True,2,3,0.27,0.43,-1.17,-2.41,-10.17,-9.89,-28.98,-10.0,choppy,0.24
2023-12-08,300738,,True,True,True,False,67,4,20,6,13,10,0,14,115,True,False,True,2,3,-0.82,1.16,3.5,-3.18,-1.44,-14.21,4.74,-9.12,choppy,0.48
2023-12-11,000917,,True,True,True,False,60,1,20,6,9,10,0,14,115,True,True,True,3,3,-1.24,-0.52,-16.69,-4.36,-26.28,-14.63,-13.76,-9.85,choppy,1.78
2023-12-12,002526,,True,True,True,False,56,0,20,6,10,10,0,10,115,True,False,True,2,3,-1.42,-1.13,-3.91,-5.99,-11.03,-13.63,-9.25,-10.52,strong,3.51
2023-12-12,600797,,True,True,True,False,59,0,20,6,9,10,0,14,115,True,False,True,2,3,-1.15,-1.13,-11.21,-5.99,-21.26,-13.63,-16.38,-10.52,strong,3.51
2023-12-12,000620,,True,True,True,False,65,0,20,6,15,10,0,14,115,True,True,True,3,3,2.34,-1.13,7.02,-5.99,8.77,-13.63,4.09,-10.52,strong,3.51
2023-12-14,600195,,True,True,True,False,64,4,20,6,10,10,0,14,115,True,True,True,3,3,-0.17,-1.92,0.09,-2.58,-14.37,-10.19,-20.05,-6.54,strong,2.94
2023-12-15,300113,,True,True,True,False,60,2,20,6,9,10,0,13,115,True,True,True,3,3,-2.08,-1.22,-12.63,-0.54,-24.51,-12.27,-16.49,-6.26,choppy,0.6
2023-12-18,603389,,True,True,True,False,61,3,20,6,9,10,0,13,115,True,True,True,3,3,5.86,-0.92,0.0,0.68,-16.69,-13.69,-24.3,-4.22,choppy,-2.03
2023-12-19,002306,,True,True,True,False,61,1,20,6,10,10,0,14,115,True,False,True,2,3,4.45,-0.54,33.49,-0.01,-22.95,-17.46,1.87,-4.3,choppy,1.7
2023-12-19,300738,,True,True,True,False,65,5,20,6,11,10,0,13,115,True,False,True,2,3,3.76,-0.54,6.9,-0.01,-16.35,-17.46,2.34,-4.3,choppy,1.7
2023-12-21,301236,,True,True,True,False,67,10,20,6,8,10,0,13,115,True,True,True,3,3,-7.15,-1.61,2.35,-1.68,-31.08,-21.13,8.75,-7.03,choppy,-1.48
2023-12-27,603668,,True,True,True,False,63,1,20,6,12,10,0,14,115,True,False,True,2,3,0.3,3.23,-5.61,-0.36,-16.35,-18.53,-18.23,-5.03,choppy,-2.16
2023-12-29,688496,,True,True,True,False,90,30,20,6,10,10,0,14,115,True,False,True,2,3,0.49,-0.63,-11.12,-4.56,-40.6,-18.08,-42.79,-6.44,strong,4.06
2024-01-02,000698,,True,True,True,False,80,15,20,6,15,10,0,14,115,True,False,True,2,3,3.02,-1.01,0.43,-4.98,-29.74,-17.13,-17.24,-6.84,strong,5.27
2024-01-04,600800,,True,True,True,False,65,0,20,6,15,10,0,14,115,True,False,True,2,3,-3.89,-3.66,-10.1,-6.95,-29.02,-12.86,-24.87,-6.94,strong,3.71
2024-01-04,600795,,True,True,True,False,58,0,20,6,9,10,0,13,115,True,True,True,3,3,-1.73,-3.66,-4.69,-6.95,10.37,-12.86,19.01,-6.94,strong,3.71
2024-01-09,600082,,True,True,True,False,63,0,20,6,13,10,0,14,115,True,False,True,2,3,0.28,0.59,-12.71,-9.76,-30.51,-11.61,-25.71,-6.2,strong,3.39
2024-01-10,003042,,True,True,True,False,93,29,20,6,14,10,0,14,115,True,False,True,2,3,-5.94,0.64,-20.11,-7.6,-23.41,-7.65,-30.45,-7.81,strong,3.98
2024-01-17,603558,,True,True,True,False,62,1,20,6,12,10,0,13,115,True,True,True,3,3,-3.28,-1.79,-12.33,-11.89,-8.26,-5.04,13.91,-7.56,choppy,-2.85
2024-01-25,601598,,True,True,True,False,66,5,20,6,11,10,0,14,115,True,False,True,2,3,-0.96,-3.32,-1.92,-13.86,0.57,1.24,1.34,-0.66,choppy,-0.81
2024-01-25,600028,,True,True,True,False,75,15,20,6,10,10,0,14,115,True,False,True,2,3,0.75,-3.32,1.68,-13.86,5.22,1.24,7.84,-0.66,choppy,-0.81
2024-01-26,600362,,True,True,True,False,63,3,20,6,10,10,0,14,115,True,False,True,2,3,-0.99,-5.77,2.44,-10.98,25.15,3.81,41.62,1.8,choppy,1.88
2024-01-29,600820,,True,True,True,False,68,3,20,6,15,10,0,14,115,True,False,True,2,3,-2.87,-7.33,-0.72,-7.59,-0.54,6.68,12.39,5.36,choppy,0.2
2024-01-29,002608,,True,True,True,False,77,15,20,6,12,10,0,14,115,True,False,True,2,3,0.0,-7.33,2.34,-7.59,5.56,6.68,20.06,5.36,choppy,0.2
2024-02-06,688041,,True,True,True,False,79,15,20,6,14,10,0,14,115,True,False,True,2,3,0.55,5.28,9.15,14.43,-1.41,20.18,-6.72,22.31,choppy,-1.86
2024-02-06,600285,,True,True,True,False,73,13,20,6,10,10,0,14,115,True,True,True,3,3,4.41,5.28,3.94,14.43,14.58,20.18,40.56,22.31,choppy,-1.86
2024-02-06,000921,,True,True,True,False,69,10,20,6,10,10,0,13,115,True,False,True,2,3,-0.83,5.28,10.36,14.43,10.65,20.18,57.51,22.31,choppy,-1.86
2024-02-07,600511,,True,True,True,False,92,30,20,6,12,10,0,14,115,True,False,True,2,3,-2.41,9.5,-1.45,20.01,-0.63,24.86,12.17,24.26,choppy,-0.45
2024-02-07,600362,,True,True,True,False,65,5,20,6,10,10,0,14,115,True,False,True,2,3,2.86,9.5,7.01,20.01,22.85,24.86,43.78,24.26,choppy,-0.45
2024-02-19,000100,,True,True,True,False,60,0,20,6,10,10,0,14,115,True,False,True,2,3,1.9,2.4,9.03,11.04,18.53,17.1,3.09,15.35,choppy,1.68
2024-02-29,600482,,True,True,True,False,75,14,20,6,15,10,0,10,115,True,False,True,2,3,-0.69,1.56,-9.82,3.7,-1.38,-0.76,-8.39,1.12,strong,23.23
2024-03-19,300570,,True,True,True,False,86,30,20,6,10,10,0,10,115,True,True,True,3,3,-1.35,1.02,-14.29,-0.7,-10.77,-1.5,-21.42,-8.35,strong,11.08
2024-03-29,601388,,True,True,True,False,58,1,20,0,14,10,0,13,115,True,False,True,2,3,5.48,1.77,-11.99,-10.6,-8.22,0.19,-24.32,-9.07,strong,2.44
2024-04-01,002768,,True,True,True,False,64,3,20,6,11,10,0,14,115,True,False,True,2,3,1.03,-0.86,-2.88,-7.95,10.89,-1.29,-10.26,-11.13,strong,2.33
2024-04-02,600301,,True,True,True,False,60,1,20,6,9,10,0,14,115,True,True,True,3,3,7.15,-2.78,4.03,-7.74,23.26,-2.01,37.57,-11.72,strong,2.68
2024-04-02,002340,,True,True,True,False,69,6,20,6,13,10,0,14,115,True,False,True,2,3,-3.79,-2.78,-6.06,-7.74,0.61,-2.01,-7.12,-11.72,strong,2.68
2024-04-02,600711,,True,True,True,False,61,5,20,6,10,10,0,10,115,True,True,True,3,3,2.88,-2.78,-0.88,-7.74,-2.21,-2.01,-12.83,-11.72,strong,2.68
2024-04-02,600352,,True,True,True,False,69,5,20,6,14,10,0,14,115,True,False,True,2,3,-1.61,-2.78,0.87,-7.74,4.96,-2.01,-0.12,-11.72,strong,2.68
2024-04-02,000060,,True,True,True,False,61,1,20,6,10,10,0,14,115,True,True,True,3,3,2.58,-2.78,1.72,-7.74,1.07,-2.01,-10.52,-11.72,strong,2.68
2024-04-02,600459,,True,True,True,False,66,4,20,6,12,10,0,14,115,True,False,True,2,3,2.2,-2.78,-4.13,-7.74,0.8,-2.01,-12.59,-11.72,strong,2.68
2024-04-03,000657,,True,True,True,False,79,17,20,6,12,10,0,14,115,True,True,True,3,3,0.44,-1.09,-2.2,-7.78,0.44,-1.1,-22.89,-13.22,strong,4.22
2024-04-03,000960,,True,True,True,False,72,8,20,6,14,10,0,14,115,True,True,True,3,3,1.97,-1.09,14.96,-7.78,8.66,-1.1,-2.82,-13.22,strong,4.22
2024-04-03,601168,,True,True,True,False,78,18,20,6,14,10,0,10,115,True,True,True,3,3,-3.61,-1.09,2.07,-7.78,-2.39,-1.1,-10.36,-13.22,strong,4.22
2024-04-03,301366,,True,True,True,False,75,20,20,6,9,10,0,10,115,True,True,True,3,3,-2.62,-1.09,-1.29,-7.78,2.93,-1.1,-4.53,-13.22,strong,4.22
2024-04-03,000878,,True,True,True,False,75,11,20,6,14,10,0,14,115,True,True,True,3,3,1.8,-1.09,3.59,-7.78,4.49,-1.1,-11.0,-13.22,strong,4.22
2024-04-03,000630,,True,True,True,False,61,1,20,6,10,10,0,14,115,True,True,True,3,3,0.0,-1.09,2.85,-7.78,-0.26,-1.1,-10.1,-13.22,strong,4.22
2024-04-08,002428,,True,True,True,False,59,3,20,6,10,10,0,10,115,True,False,True,2,3,-1.6,-0.89,-16.51,-6.47,-17.35,-0.8,-2.36,-10.49,strong,2.51
2024-04-12,688187,,True,True,True,False,62,7,20,6,8,10,0,11,115,True,True,True,3,3,5.64,-8.71,2.58,-1.04,-5.04,-0.74,11.61,-7.4,strong,13.56
2024-04-15,600028,,True,True,True,False,60,3,20,6,11,10,0,10,115,True,False,True,2,3,0.0,-1.0,-5.79,4.63,-1.65,1.73,-3.64,-5.06,strong,4.3
2024-04-16,600487,,True,True,True,False,63,0,20,6,13,10,0,14,115,True,False,True,2,3,3.59,5.34,10.38,10.61,16.61,9.13,24.92,-0.24,choppy,-0.35
2024-04-18,000913,,True,True,True,False,62,2,20,6,10,10,0,14,115,True,True,True,3,3,1.38,-1.4,31.67,7.65,25.77,1.01,0.31,-6.34,strong,2.3
2024-04-18,301219,,True,True,True,False,94,30,20,6,14,10,0,14,115,True,False,True,2,3,-2.69,-1.4,-4.73,7.65,-9.52,1.01,-12.73,-6.34,strong,2.3
2024-04-19,601686,,True,True,True,False,54,0,20,0,10,10,0,14,115,True,False,True,2,3,-5.0,-0.42,-11.9,6.86,-21.03,-0.2,-17.41,-5.84,choppy,-0.83
2024-04-19,600871,,True,True,True,False,58,0,20,0,14,10,0,14,115,True,True,True,3,3,-5.58,-0.42,-5.08,6.86,-10.15,-0.2,-8.63,-5.84,choppy,-0.83
2024-04-19,600279,,True,True,True,False,58,0,20,6,8,10,0,14,115,True,False,True,2,3,1.62,-0.42,-7.87,6.86,-14.35,-0.2,-17.36,-5.84,choppy,-0.83
2024-04-22,600301,,True,True,True,False,90,28,20,6,15,10,0,11,115,True,False,True,2,3,-5.17,2.41,4.36,9.06,12.91,-2.53,9.94,-4.67,choppy,-0.94
2024-04-22,603588,,True,True,True,False,62,2,20,6,10,10,0,14,115,True,False,True,2,3,-0.67,2.41,6.51,9.06,5.51,-2.53,-20.37,-4.67,choppy,-0.94
2024-04-25,688146,,True,True,True,False,69,7,20,6,12,10,0,14,115,True,True,True,3,3,2.9,4.27,-0.73,3.97,4.29,-2.08,-3.73,-10.31,choppy,-2.38
2024-04-25,002136,,True,True,True,False,63,3,20,6,13,10,0,11,115,True,False,True,2,3,6.33,4.27,5.37,3.97,-5.66,-2.08,-14.49,-10.31,choppy,-2.38
2024-04-26,300547,,True,True,True,False,61,1,20,6,10,10,0,14,115,True,False,True,2,3,-1.21,1.68,-6.41,1.6,-7.62,-4.11,-21.81,-11.82,choppy,-0.03
2024-04-26,000711,,True,True,True,False,66,1,20,6,15,10,0,14,115,True,False,True,2,3,-2.17,1.68,-2.17,1.6,6.52,-4.11,-12.5,-11.82,choppy,-0.03
2024-04-29,000629,,True,True,True,False,64,0,20,6,14,10,0,14,115,True,False,True,2,3,-1.84,1.05,-6.44,-0.45,-17.79,-6.29,-29.14,-12.56,strong,2.35
2024-04-29,002838,,True,True,True,False,64,0,20,6,14,10,0,14,115,True,False,True,2,3,3.21,1.05,6.23,-0.45,-7.42,-6.29,-22.16,-12.56,strong,2.35
2024-04-30,600711,,True,True,True,False,64,2,20,6,12,10,0,14,115,True,False,True,2,3,0.84,2.52,5.46,1.7,-31.09,-5.77,-3.36,-11.6,strong,10.31
2024-05-06,300586,,True,True,True,False,76,13,20,6,13,10,0,14,115,True,False,True,2,3,2.21,-0.8,-0.86,0.29,-17.18,-6.34,-31.04,-12.93,strong,9.56
2024-05-06,300214,,True,True,True,False,61,2,20,6,10,10,0,13,115,True,False,True,2,3,-2.0,-0.8,-4.01,0.29,-13.86,-6.34,-12.02,-12.93,strong,9.56
2024-05-06,300848,,True,True,True,False,93,30,20,6,13,10,0,14,115,True,True,True,3,3,0.24,-0.8,-2.61,0.29,-0.36,-6.34,-15.34,-12.93,strong,9.56
2024-05-07,002237,,True,True,True,False,62,2,20,6,10,10,0,14,115,True,False,True,2,3,3.07,-0.14,6.06,-1.38,-3.9,-7.39,-8.88,-10.75,strong,11.69
2024-05-10,603565,,True,True,True,False,61,2,20,6,10,10,0,13,115,True,True,True,3,3,3.28,-1.02,1.46,-2.81,-7.29,-11.29,-9.6,-13.17,strong,11.84
2024-05-17,688526,,True,True,True,False,61,3,20,6,8,10,0,14,115,True,False,True,2,3,1.68,-0.55,-9.9,-3.23,-21.6,-9.77,-25.77,-13.15,strong,3.57
2024-05-21,688668,,True,True,True,False,87,30,20,6,10,10,0,11,115,True,False,True,2,3,14.84,-1.58,10.01,-5.17,-8.99,-10.28,-10.69,-12.5,strong,2.22
2024-05-21,002157,,True,True,True,False,62,1,20,6,12,10,0,13,115,True,True,True,3,3,2.96,-1.58,7.89,-5.17,-5.26,-10.28,-7.89,-12.5,strong,2.22
2024-05-22,300848,,True,True,True,False,61,1,20,6,11,10,0,13,115,True,False,True,2,3,-7.0,-3.0,-12.89,-7.17,-9.89,-12.77,-21.06,-12.05,strong,2.76
