date,code,name,score_ml,total_score,max_score,market_state,track
2026-02-25,002056,,14,77,115,strong,0
2026-02-25,002306,,14,61,115,strong,0
2026-02-25,002601,,11,72,115,strong,0
2026-02-25,600098,,13,63,115,strong,0
2026-02-25,002978,,14,61,115,strong,0
2026-02-26,301312,,13,89,115,strong,0
2026-02-26,000733,,12,74,115,strong,0
2026-02-26,688187,,13,78,115,strong,0
2026-02-26,301360,,11,61,115,strong,0
2026-02-26,600282,,14,65,115,strong,0
2026-02-26,300726,,14,94,115,strong,0
2026-02-26,600105,,10,61,115,strong,0
2026-02-27,688028,,14,89,115,strong,0
2026-02-27,002046,,14,89,115,strong,0
2026-02-27,600459,,14,88,115,strong,0
2026-02-27,600301,,14,95,115,strong,0
2026-02-27,002171,,14,74,115,strong,0
2026-02-27,000960,,14,95,115,strong,0
2026-02-27,600961,,14,79,115,strong,0
2026-02-27,603773,,14,92,115,strong,0
2026-02-27,603389,,14,64,115,strong,0
2026-02-27,300159,,14,65,115,strong,0
2026-03-02,601600,,14,73,115,strong,0
2026-03-02,002155,,10,90,115,strong,0
2026-03-02,002667,,14,74,115,strong,0
2026-03-02,600028,,13,71,115,strong,0
2026-03-02,688498,,14,91,115,strong,0
2026-03-02,688586,,13,64,115,strong,0
2026-03-02,600378,,14,81,115,strong,0
2026-03-04,000807,,14,79,115,strong,0
2026-03-04,600595,,14,76,115,strong,0
2026-03-05,002532,,14,71,115,strong,0
2026-03-06,688597,,12,70,115,strong,0
2026-03-10,301419,,14,87,115,strong,0
2026-03-10,301182,,14,82,115,strong,0
2026-03-11,002145,,13,67,115,strong,0
2026-03-11,300243,,10,85,115,strong,0
2026-03-11,600522,,14,67,115,strong,0
2026-03-12,601699,,13,63,115,choppy,0
2026-03-12,600282,,13,57,115,choppy,0
2026-03-18,603311,,14,67,115,choppy,0
2026-03-18,600563,,13,92,115,choppy,0
2026-04-01,600105,,13,77,115,choppy,0
2026-04-01,688396,,14,65,115,choppy,0
2026-04-01,600522,,14,71,115,choppy,0
2026-04-02,600195,,13,78,115,choppy,0
2026-04-03,300666,,14,60,115,choppy,0
2026-04-07,605589,,14,80,115,strong,0
2026-04-07,688702,,14,71,115,strong,0
2026-04-07,301419,,13,68,115,strong,0
2026-04-07,688079,,14,75,115,strong,0
2026-04-08,603311,,14,77,115,strong,0
2026-04-08,000062,,12,66,115,strong,0
2026-04-08,688012,,14,61,115,strong,0
2026-04-08,300975,,14,64,115,strong,0
2026-04-09,301489,,14,74,115,strong,0
2026-04-09,300184,,13,67,115,strong,0
2026-04-09,301018,,14,94,115,strong,0
2026-04-09,688097,,14,91,115,strong,0
2026-04-09,301099,,14,90,115,strong,0
2026-04-09,001287,,13,71,115,strong,0
2026-04-09,002903,,13,75,115,strong,0
2026-04-14,002859,,13,71,115,strong,0
2026-04-14,688519,,12,89,115,strong,0
2026-04-14,301182,,14,86,115,strong,0
2026-04-16,002859,,11,88,115,strong,0
2026-04-21,301338,,14,94,115,strong,0
2026-04-21,600487,,14,84,115,strong,0
2026-04-21,600522,,14,81,115,strong,0
2026-04-22,600869,,14,95,115,strong,0
2026-04-22,601869,,14,95,115,strong,0
2026-04-27,300666,,14,91,115,strong,0
2026-04-30,688127,,13,90,115,strong,0
2026-04-30,301182,,13,59,115,strong,0
2026-05-08,603124,,14,64,115,strong,0
2026-05-08,603890,,10,57,115,strong,0
2026-05-08,301362,,14,85,115,strong,0
2026-05-08,001223,,13,77,115,strong,0
2026-05-08,600105,,13,81,115,strong,0
2026-05-11,002579,,13,71,115,strong,0
2026-05-12,002897,,10,85,115,strong,0
2026-05-12,688079,,14,86,115,strong,0
2026-05-12,688205,,14,89,115,strong,0
2026-05-13,603890,,13,84,115,strong,0
2026-05-13,688700,,14,94,115,strong,0
2026-05-13,300620,,14,94,115,strong,0
2026-05-13,601137,,14,78,115,strong,0
2026-05-14,688097,,14,88,115,strong,0
2026-05-14,600378,,13,76,115,strong,0
2026-05-18,301489,,13,88,115,strong,0
2026-05-20,688805,,13,93,115,strong,0
2026-05-22,603800,,14,91,115,strong,0
2026-05-22,301419,,13,92,115,strong,0
2026-05-22,002273,,14,61,115,strong,0
2026-05-25,301312,,13,93,115,strong,0
2026-05-25,300184,,10,65,115,strong,0
2026-05-25,300975,,13,88,115,strong,0
2026-05-25,603212,,14,56,115,strong,0
2026-05-25,301563,,10,89,115,strong,0
2026-05-26,301338,,14,87,115,strong,0
2026-05-26,603124,,14,84,115,strong,0
2026-05-26,603773,,13,90,115,strong,0
2026-05-26,600378,,14,94,115,strong,0
2026-05-27,688519,,14,93,115,strong,0
2026-05-27,002273,,14,82,115,strong,0
2026-05-27,603633,,10,75,115,strong,0
2026-05-28,002171,,10,73,115,strong,0
2026-05-28,300184,,10,84,115,strong,0
2026-05-28,601138,,13,88,115,strong,0
2026-06-02,600869,,14,88,115,strong,0
2026-06-02,300620,,14,91,115,strong,0
2026-06-02,601137,,13,72,115,strong,0
2023-06-02,688143,,14,69,115,strong,1
2023-06-27,000070,,13,63,115,strong,1
2023-07-03,601899,,14,71,115,strong,1
2023-07-04,688515,,13,94,115,strong,1
2023-07-17,000678,,14,68,115,strong,1
2023-07-25,600961,,14,64,115,strong,1
2023-07-25,000878,,14,67,115,strong,1
2023-08-10,600280,,13,66,115,strong,1
2023-10-11,301201,,13,74,115,strong,1
2023-11-17,601208,,14,66,115,strong,1
2023-12-29,301312,,14,68,115,strong,1
2024-03-28,301071,,14,64,115,strong,1
2024-03-29,300547,,14,68,115,strong,1
2024-05-06,000688,,14,68,115,strong,1
2024-05-17,600352,,13,67,115,strong,1
2024-05-17,300680,,13,66,115,strong,1
2024-05-17,688181,,14,68,115,strong,1
2024-05-21,300848,,13,67,115,strong,1
2024-05-22,605566,,13,64,115,strong,1
2025-05-20,300627,,13,72,115,strong,1
2025-07-03,600367,,14,68,115,strong,1
2025-07-11,300077,,13,66,115,strong,1
2025-08-05,002549,,14,65,115,strong,1
2025-10-23,600282,,13,67,115,strong,1
2025-11-10,002717,,14,63,115,strong,1
2025-11-14,000657,,14,65,115,strong,1
2025-11-18,300205,,14,65,115,strong,1
2025-11-18,000555,,13,63,115,strong,1
2025-11-26,601969,,14,66,115,strong,1
2025-12-05,600745,,14,69,115,strong,1
2025-12-05,002155,,13,63,115,strong,1
2025-12-09,600745,,14,74,115,strong,1
2025-12-17,301338,,14,68,115,strong,1
2025-12-17,601138,,14,62,115,strong,1
2025-12-17,301182,,14,65,115,strong,1
2025-12-22,002429,,14,68,115,strong,1
2025-12-23,300620,,14,68,115,strong,1
2026-01-05,600459,,14,67,115,strong,1
2026-01-06,600522,,13,66,115,strong,1
2026-01-07,600487,,14,68,115,strong,1
2026-01-07,601869,,14,68,115,strong,1
2026-01-09,600487,,14,68,115,strong,1
2026-01-12,300159,,14,66,115,strong,1
2026-01-22,688158,,14,68,115,strong,1
2026-02-26,301182,,14,98,115,strong,1
2026-03-09,601869,,14,68,115,strong,1
2026-04-17,600487,,14,69,115,strong,1
2026-04-20,600522,,14,67,115,strong,1
2026-04-28,301312,,14,69,115,strong,1
2026-05-06,300620,,14,68,115,strong,1
2026-05-06,603633,,13,71,115,strong,1
