date,code,name,score_ml,total_score,max_score,market_state
2024-02-26,000878,,14,89,115,strong
2024-02-26,600685,,14,64,115,strong
2024-02-26,603993,,14,75,115,strong
2024-02-26,000063,,14,58,115,strong
2024-02-26,601816,,14,59,115,strong
2024-02-26,601991,,14,63,115,strong
2024-02-26,002080,,14,65,115,strong
2024-02-26,600489,,14,89,115,strong
2024-02-26,601869,,14,63,115,strong
2024-02-26,600378,,14,89,115,strong
2024-02-26,601728,,13,57,115,strong
2024-02-26,002463,,14,93,115,strong
2024-02-26,601600,,14,77,115,strong
2024-02-26,688041,,14,88,115,strong
2024-02-26,688256,,13,60,115,strong
2024-02-26,000938,,13,61,115,strong
2024-02-26,000831,,14,95,115,strong
2024-02-26,600345,,14,89,115,strong
2024-02-26,601211,,14,80,115,strong
2024-02-26,300308,,14,85,115,strong
2024-02-26,000977,,13,61,115,strong
2024-02-26,601138,,14,87,115,strong
2024-02-27,600487,,14,93,115,strong
2024-02-27,002851,,14,60,115,strong
2024-02-27,600500,,14,58,115,strong
2024-02-27,600685,,14,64,115,strong
2024-02-27,601816,,14,55,115,strong
2024-02-27,300811,,14,90,115,strong
2024-02-27,002080,,14,64,115,strong
2024-02-27,600489,,14,88,115,strong
2024-02-27,601728,,13,58,115,strong
2024-02-27,601600,,14,69,115,strong
2024-02-27,688041,,14,91,115,strong
2024-02-27,688256,,13,89,115,strong
2024-02-27,000831,,14,94,115,strong
2024-02-27,601211,,14,69,115,strong
2024-02-27,300308,,14,93,115,strong
2024-02-27,300394,,14,84,115,strong
2024-02-27,601138,,14,90,115,strong
2024-02-28,600487,,14,87,115,strong
2024-02-28,002851,,13,83,115,strong
2024-02-28,600282,,14,60,115,strong
2024-02-28,600500,,14,59,115,strong
2024-02-28,000878,,14,75,115,strong
2024-02-28,600685,,14,64,115,strong
2024-02-28,601686,,14,59,115,strong
2024-02-28,600522,,14,82,115,strong
2024-02-28,603993,,13,65,115,strong
2024-02-28,000063,,14,82,115,strong
2024-02-28,601991,,14,58,115,strong
2024-02-28,000921,,13,88,115,strong
2024-02-28,600489,,14,87,115,strong
2024-02-28,601869,,14,57,115,strong
2024-02-28,600378,,14,85,115,strong
2024-02-28,601728,,13,57,115,strong
2024-02-28,002463,,14,87,115,strong
2024-02-28,601600,,14,66,115,strong
2024-02-28,688041,,14,88,115,strong
2024-02-28,688256,,13,89,115,strong
2024-02-28,000938,,13,55,115,strong
2024-02-28,000831,,13,88,115,strong
2024-02-28,600345,,14,85,115,strong
2024-02-28,002831,,14,79,115,strong
2024-02-28,300308,,14,84,115,strong
2024-02-28,000951,,13,82,115,strong
2024-02-28,000913,,13,52,115,strong
2024-02-28,600012,,13,52,115,strong
2024-02-28,601138,,14,87,115,strong
2024-02-29,600487,,14,83,115,strong
2024-02-29,002851,,13,86,115,strong
2024-02-29,600500,,14,58,115,strong
2024-02-29,600685,,14,95,115,strong
2024-02-29,603993,,14,61,115,strong
2024-02-29,300811,,14,83,115,strong
2024-02-29,002080,,14,64,115,strong
2024-02-29,600489,,14,82,115,strong
2024-02-29,601869,,14,54,115,strong
2024-02-29,002463,,14,84,115,strong
2024-02-29,601600,,14,64,115,strong
2024-02-29,688041,,12,84,115,strong
2024-02-29,688256,,13,93,115,strong
2024-02-29,000938,,13,89,115,strong
2024-02-29,000831,,14,88,115,strong
2024-02-29,601211,,14,64,115,strong
2024-02-29,300308,,14,88,115,strong
2024-02-29,000977,,13,83,115,strong
2024-02-29,300394,,14,94,115,strong
2024-02-29,601138,,14,88,115,strong
2024-03-01,600487,,14,93,115,strong
2024-03-01,002851,,13,88,115,strong
2024-03-01,603993,,14,63,115,strong
2024-03-01,000063,,14,90,115,strong
2024-03-01,300811,,14,92,115,strong
2024-03-01,601869,,14,93,115,strong
2024-03-01,002156,,14,94,115,strong
2024-03-01,002463,,14,93,115,strong
2024-03-01,000938,,13,89,115,strong
2024-03-01,300308,,14,89,115,strong
2024-03-01,300757,,13,91,115,strong
2024-03-01,601138,,12,92,115,strong
2024-03-04,600487,,14,91,115,strong
2024-03-04,002851,,14,94,115,strong
2024-03-04,300620,,13,91,115,strong
2024-03-04,002384,,13,59,115,strong
2024-03-04,603993,,14,61,115,strong
2024-03-04,300811,,14,93,115,strong
2024-03-04,002938,,14,84,115,strong
2024-03-04,601869,,14,91,115,strong
2024-03-04,603039,,14,58,115,strong
2024-03-04,002463,,14,91,115,strong
2024-03-04,002156,,14,94,115,strong
2024-03-04,688256,,13,93,115,strong
2024-03-04,000725,,13,58,115,strong
2024-03-04,688205,,13,59,115,strong
2024-03-04,300308,,14,94,115,strong
2024-03-04,600869,,13,58,115,strong
2024-03-04,688396,,13,52,115,strong
2024-03-05,688498,,13,86,115,strong
2024-03-05,600487,,14,84,115,strong
2024-03-05,002851,,14,94,115,strong
2024-03-05,002173,,14,83,115,strong
2024-03-05,300570,,13,83,115,strong
2024-03-05,300502,,14,94,115,strong
2024-03-05,002384,,13,53,115,strong
2024-03-05,603993,,13,66,115,strong
2024-03-05,300811,,14,86,115,strong
2024-03-05,002938,,14,84,115,strong
2024-03-05,601869,,13,84,115,strong
2024-03-05,603039,,13,57,115,strong
2024-03-05,301165,,14,88,115,strong
2024-03-05,002156,,14,95,115,strong
2024-03-05,002463,,14,91,115,strong
2024-03-05,000725,,13,58,115,strong
2024-03-05,688205,,13,89,115,strong
2024-03-05,300308,,14,89,115,strong
2024-03-05,600869,,13,57,115,strong
2024-03-05,600745,,13,53,115,strong
2024-03-05,601138,,14,95,115,strong
2024-03-06,688498,,14,87,115,strong
2024-03-06,600487,,13,84,115,strong
2024-03-06,002851,,14,94,115,strong
2024-03-06,300570,,12,83,115,strong
2024-03-06,300502,,14,88,115,strong
2024-03-06,300811,,14,86,115,strong
2024-03-06,002938,,14,84,115,strong
2024-03-06,601869,,14,84,115,strong
2024-03-06,301165,,14,88,115,strong
2024-03-06,002156,,13,94,115,strong
2024-03-06,002463,,14,84,115,strong
2024-03-06,000725,,13,57,115,strong
2024-03-06,600498,,13,82,115,strong
2024-03-06,300308,,14,89,115,strong
2024-03-06,601138,,14,89,115,strong
2024-03-07,688498,,13,87,115,strong
2024-03-07,600487,,14,79,115,strong
2024-03-07,002851,,14,94,115,strong
2024-03-07,300570,,14,85,115,strong
2024-03-07,300502,,14,86,115,strong
2024-03-07,300811,,14,88,115,strong
2024-03-07,002938,,14,83,115,strong
2024-03-07,301165,,14,86,115,strong
2024-03-07,002156,,14,87,115,strong
2024-03-07,000725,,13,54,115,strong
2024-03-07,300308,,14,87,115,strong
2024-03-07,000657,,13,53,115,strong
2024-03-07,601138,,14,88,115,strong
2024-03-08,688498,,14,88,115,strong
2024-03-08,600487,,14,91,115,strong
2024-03-08,002851,,14,94,115,strong
2024-03-08,300570,,14,87,115,strong
2024-03-08,300502,,14,85,115,strong
2024-03-08,600522,,14,90,115,strong
2024-03-08,300811,,14,94,115,strong
2024-03-08,002938,,14,84,115,strong
2024-03-08,002156,,14,92,115,strong
2024-03-08,000725,,13,54,115,strong
2024-03-08,688205,,13,86,115,strong
2024-03-08,300308,,14,93,115,strong
2024-03-08,300394,,14,88,115,strong
2024-03-08,601138,,14,94,115,strong
2024-03-11,688498,,14,88,115,strong
2024-03-11,600487,,14,93,115,strong
2024-03-11,002851,,14,94,115,strong
2024-03-11,002173,,13,89,115,strong
2024-03-11,300570,,14,87,115,strong
2024-03-11,002579,,14,84,115,strong
2024-03-11,002897,,13,62,115,strong
2024-03-11,300811,,14,94,115,strong
2024-03-11,002938,,14,86,115,strong
2024-03-11,002156,,14,91,115,strong
2024-03-11,000725,,13,56,115,strong
2024-03-11,600498,,13,83,115,strong
2024-03-11,300308,,14,87,115,strong
2024-03-11,601137,,14,95,115,strong
2024-03-11,600869,,12,74,115,strong
2024-03-11,300394,,14,88,115,strong
2024-03-11,601138,,14,94,115,strong
2024-03-12,688498,,13,85,115,strong
2024-03-12,600487,,14,87,115,strong
2024-03-12,002851,,14,91,115,strong
2024-03-12,300570,,14,84,115,strong
2024-03-12,002579,,13,87,115,strong
2024-03-12,300620,,14,86,115,strong
2024-03-12,300811,,13,84,115,strong
2024-03-12,300547,,14,94,115,strong
2024-03-12,688612,,13,87,115,strong
2024-03-12,300308,,14,67,115,strong
2024-03-12,601137,,14,95,115,strong
2024-03-12,600869,,12,74,115,strong
2024-03-12,002335,,13,88,115,strong
2024-03-12,300394,,14,55,115,strong
2024-03-12,601138,,14,85,115,strong
2024-03-12,002975,,13,90,115,strong
2024-03-13,301236,,13,87,115,strong
2024-03-13,300811,,13,85,115,strong
2024-03-13,300547,,14,93,115,strong
2024-03-13,002575,,14,84,115,strong
2024-03-13,601137,,14,94,115,strong
2024-03-13,600869,,12,72,115,strong
2024-03-13,300394,,14,56,115,strong
2024-03-13,601138,,14,86,115,strong
2024-03-13,002975,,14,86,115,strong
2024-03-14,301236,,13,87,115,strong
2024-03-14,300570,,14,52,115,strong
2024-03-14,301165,,14,80,115,strong
2024-03-14,300308,,13,51,115,strong
2024-03-14,601137,,14,88,115,strong
2024-03-14,300548,,13,81,115,strong
2024-03-14,601138,,14,88,115,strong
2024-03-15,688498,,14,86,115,strong
2024-03-15,301236,,14,87,115,strong
2024-03-15,002579,,14,88,115,strong
2024-03-15,300620,,14,86,115,strong
2024-03-15,301165,,14,75,115,strong
2024-03-15,002575,,14,82,115,strong
2024-03-15,688685,,14,93,115,strong
2024-03-15,300308,,14,64,115,strong
2024-03-15,601137,,14,93,115,strong
2024-03-15,601138,,14,83,115,strong
2024-03-18,002266,,14,64,115,strong
2024-03-18,002896,,13,89,115,strong
2024-03-18,300857,,14,94,115,strong
2024-03-18,000733,,13,91,115,strong
2024-03-18,002579,,14,87,115,strong
2024-03-18,002897,,14,90,115,strong
2024-03-18,300547,,13,91,115,strong
2024-03-18,002575,,14,82,115,strong
2024-03-18,688205,,13,89,115,strong
2024-03-18,300308,,14,60,115,strong
2024-03-18,601137,,14,94,115,strong
2024-03-18,300548,,12,82,115,strong
2024-03-18,002340,,14,93,115,strong
2024-03-18,002594,,13,92,115,strong
2024-03-19,688498,,14,90,115,strong
2024-03-19,600699,,14,91,115,strong
2024-03-19,002897,,14,90,115,strong
2024-03-19,300547,,14,94,115,strong
2024-03-19,300077,,14,86,115,strong
2024-03-19,688205,,14,90,115,strong
2024-03-19,300308,,14,54,115,strong
2024-03-19,601137,,14,87,115,strong
2024-03-19,688313,,14,90,115,strong
2024-03-19,002340,,14,94,115,strong
2024-03-20,688498,,14,92,115,strong
2024-03-20,601388,,14,93,115,strong
2024-03-20,300857,,13,89,115,strong
2024-03-20,600699,,14,90,115,strong
2024-03-20,301236,,13,82,115,strong
2024-03-20,002173,,14,53,115,strong
2024-03-20,300620,,13,91,115,strong
2024-03-20,300547,,14,88,115,strong
2024-03-20,600081,,14,90,115,strong
2024-03-20,301366,,14,88,115,strong
2024-03-20,301419,,13,92,115,strong
2024-03-20,600498,,14,89,115,strong
2024-03-20,300308,,14,55,115,strong
2024-03-20,601137,,14,93,115,strong
2024-03-20,002281,,14,77,115,strong
2024-03-20,300184,,14,87,115,strong
2024-03-20,688313,,14,91,115,strong
2024-03-20,002645,,14,94,115,strong
2024-03-20,300735,,13,83,115,strong
2024-03-20,002340,,14,94,115,strong
2024-03-21,601388,,14,90,115,strong
2024-03-21,300857,,13,86,115,strong
2024-03-21,600699,,14,92,115,strong
2024-03-21,300570,,13,90,115,strong
2024-03-21,002897,,14,91,115,strong
2024-03-21,300620,,13,91,115,strong
2024-03-21,300547,,13,87,115,strong
2024-03-21,301018,,14,54,115,strong
2024-03-21,301366,,14,88,115,strong
2024-03-21,301419,,13,85,115,strong
2024-03-21,300308,,13,54,115,strong
2024-03-21,601137,,14,89,115,strong
2024-03-21,002281,,14,55,115,strong
2024-03-21,300548,,12,89,115,strong
2024-03-21,300184,,14,77,115,strong
2024-03-21,300159,,13,67,115,strong
2024-03-21,000070,,13,71,115,strong
2024-03-21,002645,,14,94,115,strong
2024-03-21,002340,,14,88,115,strong
2024-03-22,688498,,14,93,115,strong
2024-03-22,601388,,14,78,115,strong
2024-03-22,300857,,13,82,115,strong
2024-03-22,601811,,13,75,115,strong
2024-03-22,300570,,13,81,115,strong
2024-03-22,002897,,13,89,115,strong
2024-03-22,300547,,14,88,115,strong
2024-03-22,688612,,13,93,115,strong
2024-03-22,300077,,13,88,115,strong
2024-03-22,301366,,14,88,115,strong
2024-03-22,301419,,13,86,115,strong
2024-03-22,300308,,13,53,115,strong
2024-03-22,000620,,14,59,115,strong
2024-03-22,600757,,14,70,115,strong
2024-03-22,002281,,14,54,115,strong
2024-03-22,002645,,14,94,115,strong
2024-03-22,603533,,13,87,115,strong
2024-03-22,300735,,14,83,115,strong
2024-03-22,002340,,14,85,115,strong
2024-03-25,688498,,14,53,115,strong
2024-03-25,601388,,13,69,115,strong
2024-03-25,300570,,14,55,115,strong
2024-03-25,002897,,14,85,115,strong
2024-03-25,603662,,13,53,115,strong
2024-03-25,600522,,13,53,115,strong
2024-03-25,601869,,14,84,115,strong
2024-03-25,603728,,12,64,115,strong
2024-03-25,000700,,13,66,115,strong
2024-03-25,300547,,13,74,115,strong
2024-03-25,002768,,14,77,115,strong
2024-03-25,301366,,14,88,115,strong
2024-03-25,301419,,13,62,115,strong
2024-03-25,300308,,13,54,115,strong
2024-03-25,002281,,14,55,115,strong
2024-03-25,300184,,14,66,115,strong
2024-03-25,002903,,13,83,115,strong
2024-03-25,002340,,14,75,115,strong
2024-03-25,300394,,14,84,115,strong
2024-03-25,601138,,14,54,115,strong
2024-03-26,002851,,13,53,115,strong
2024-03-26,600522,,13,51,115,strong
2024-03-26,601212,,14,53,115,strong
2024-03-26,300547,,13,59,115,strong
2024-03-26,002768,,14,67,115,strong
2024-03-26,000960,,14,55,115,strong
2024-03-26,000426,,12,68,115,strong
2024-03-26,600331,,14,71,115,strong
2024-03-26,601137,,14,84,115,strong
2024-03-26,300184,,13,56,115,strong
2024-03-26,600301,,13,64,115,strong
2024-03-26,600595,,14,59,115,strong
2024-03-26,002340,,14,66,115,strong
2024-03-27,301071,,14,54,115,choppy
2024-03-27,002171,,14,72,115,choppy
2024-03-27,000700,,14,73,115,choppy
2024-03-27,300547,,13,57,115,choppy
2024-03-27,301308,,14,56,115,choppy
2024-03-27,301366,,13,57,115,choppy
2024-03-27,600331,,14,59,115,choppy
2024-03-27,002340,,14,58,115,choppy
2024-03-27,601137,,14,83,115,choppy
2024-03-27,600301,,14,54,115,choppy
2024-03-28,301071,,14,64,115,strong
2024-03-28,002171,,14,69,115,strong
2024-03-28,000700,,14,69,115,strong
2024-03-28,300547,,14,58,115,strong
2024-03-28,603936,,14,85,115,strong
2024-03-28,301308,,14,55,115,strong
2024-03-28,301366,,13,57,115,strong
2024-03-28,002340,,14,56,115,strong
2024-03-29,601388,,13,58,115,strong
2024-03-29,000878,,14,55,115,strong
2024-03-29,002155,,13,59,115,strong
2024-03-29,603993,,13,73,115,strong
2024-03-29,000700,,14,66,115,strong
2024-03-29,300547,,14,68,115,strong
2024-03-29,002669,,14,86,115,strong
2024-03-29,000426,,13,68,115,strong
2024-03-29,301366,,12,56,115,strong
2024-03-29,600331,,13,53,115,strong
2024-03-29,600301,,14,54,115,strong
2024-03-29,002340,,14,58,115,strong
2024-04-01,601388,,14,67,115,strong
2024-04-01,000878,,14,54,115,strong
2024-04-01,600459,,14,60,115,strong
2024-04-01,603993,,13,64,115,strong
2024-04-01,000700,,14,66,115,strong
2024-04-01,002669,,14,80,115,strong
2024-04-01,300547,,14,58,115,strong
2024-04-01,002768,,14,64,115,strong
2024-04-01,000960,,14,60,115,strong
2024-04-01,300627,,12,61,115,strong
2024-04-01,000426,,13,70,115,strong
2024-04-01,301366,,12,56,115,strong
2024-04-01,600301,,14,60,115,strong
2024-04-01,002645,,14,94,115,strong
2024-04-01,000657,,13,51,115,strong
2024-04-01,002340,,14,64,115,strong
2024-04-02,002266,,14,63,115,strong
2024-04-02,601388,,14,69,115,strong
2024-04-02,002957,,14,89,115,strong
2024-04-02,000060,,14,61,115,strong
2024-04-02,000878,,14,59,115,strong
2024-04-02,600459,,14,66,115,strong
2024-04-02,603993,,13,63,115,strong
2024-04-02,600255,,14,53,115,strong
2024-04-02,002669,,14,76,115,strong
2024-04-02,300547,,14,64,115,strong
2024-04-02,000700,,13,54,115,strong
2024-04-02,000630,,14,58,115,strong
2024-04-02,002768,,14,79,115,strong
2024-04-02,301219,,13,89,115,strong
2024-04-02,000960,,14,59,115,strong
2024-04-02,300627,,13,89,115,strong
2024-04-02,000426,,12,72,115,strong
2024-04-02,301366,,13,63,115,strong
2024-04-02,000603,,13,87,115,strong
2024-04-02,300586,,13,91,115,strong
2024-04-02,600352,,14,69,115,strong
2024-04-02,600301,,14,60,115,strong
2024-04-02,002645,,14,93,115,strong
2024-04-02,600549,,13,73,115,strong
2024-04-02,000657,,13,61,115,strong
2024-04-02,002340,,14,69,115,strong
2024-04-03,002266,,14,63,115,strong
2024-04-03,601388,,14,71,115,strong
2024-04-03,002957,,13,88,115,strong
2024-04-03,000060,,14,63,115,strong
2024-04-03,000878,,14,75,115,strong
2024-04-03,600459,,14,77,115,strong
2024-04-03,002155,,14,80,115,strong
2024-04-03,600711,,13,69,115,strong
2024-04-03,603993,,13,77,115,strong
2024-04-03,688433,,12,81,115,strong
2024-04-03,600255,,13,67,115,strong
2024-04-03,002667,,12,58,115,strong
2024-04-03,603045,,13,91,115,strong
2024-04-03,300547,,14,59,115,strong
2024-04-03,000630,,14,61,115,strong
2024-04-03,000625,,13,52,115,strong
2024-04-03,301219,,14,88,115,strong
2024-04-03,000960,,14,72,115,strong
2024-04-03,000426,,13,91,115,strong
2024-04-03,600331,,13,53,115,strong
2024-04-03,000603,,14,90,115,strong
2024-04-03,300586,,14,94,115,strong
2024-04-03,600352,,14,72,115,strong
2024-04-03,301500,,13,92,115,strong
2024-04-03,600961,,14,85,115,strong
2024-04-03,600301,,14,72,115,strong
2024-04-03,002645,,14,93,115,strong
2024-04-03,600549,,13,87,115,strong
2024-04-03,000657,,14,79,115,strong
2024-04-03,002340,,14,72,115,strong
2024-04-08,002266,,14,68,115,strong
2024-04-08,601388,,14,67,115,strong
2024-04-08,002957,,13,75,115,strong
2024-04-08,000060,,13,64,115,strong
2024-04-08,000878,,13,87,115,strong
2024-04-08,600459,,14,86,115,strong
2024-04-08,002155,,13,92,115,strong
2024-04-08,600711,,13,69,115,strong
2024-04-08,600987,,14,90,115,strong
2024-04-08,002667,,12,71,115,strong
2024-04-08,603588,,13,81,115,strong
2024-04-08,300547,,13,61,115,strong
2024-04-08,000625,,13,61,115,strong
2024-04-08,301219,,14,88,115,strong
2024-04-08,000960,,14,81,115,strong
2024-04-08,000426,,14,94,115,strong
2024-04-08,301366,,13,75,115,strong
2024-04-08,600331,,13,56,115,strong
2024-04-08,600961,,12,75,115,strong
2024-04-08,300586,,13,78,115,strong
2024-04-08,600352,,14,68,115,strong
2024-04-08,600301,,14,88,115,strong
2024-04-08,600549,,13,87,115,strong
2024-04-08,000657,,14,90,115,strong
2024-04-08,002340,,14,67,115,strong
2024-04-09,002266,,14,64,115,strong
2024-04-09,601388,,13,62,115,strong
2024-04-09,002957,,12,57,115,strong
2024-04-09,000060,,14,69,115,strong
2024-04-09,000878,,13,89,115,strong
2024-04-09,600459,,14,91,115,strong
2024-04-09,600711,,14,74,115,strong
2024-04-09,002155,,14,90,115,strong
2024-04-09,603993,,13,65,115,strong
2024-04-09,600987,,14,88,115,strong
2024-04-09,600255,,14,67,115,strong
2024-04-09,002667,,12,68,115,strong
2024-04-09,300547,,13,56,115,strong
2024-04-09,000625,,13,62,115,strong
2024-04-09,688388,,13,77,115,strong
2024-04-09,301219,,14,91,115,strong
2024-04-09,000960,,14,88,115,strong
2024-04-09,000426,,13,93,115,strong
2024-04-09,301366,,13,85,115,strong
2024-04-09,600869,,14,65,115,strong
2024-04-09,300586,,14,88,115,strong
2024-04-09,600352,,14,66,115,strong
2024-04-09,600301,,14,90,115,strong
2024-04-09,600549,,13,90,115,strong
2024-04-09,000657,,13,90,115,strong
2024-04-09,002340,,14,64,115,strong
2024-04-09,688146,,13,63,115,strong
2024-04-10,002266,,14,57,115,strong
2024-04-10,601388,,13,53,115,strong
2024-04-10,000060,,14,66,115,strong
2024-04-10,000878,,13,93,115,strong
2024-04-10,600459,,14,88,115,strong
2024-04-10,002155,,14,94,115,strong
2024-04-10,600711,,14,69,115,strong
2024-04-10,600987,,14,88,115,strong
2024-04-10,600255,,13,64,115,strong
2024-04-10,603588,,14,71,115,strong
2024-04-10,000625,,13,62,115,strong
2024-04-10,688388,,14,63,115,strong
2024-04-10,000960,,14,94,115,strong
2024-04-10,301219,,14,83,115,strong
2024-04-10,000426,,13,94,115,strong
2024-04-10,000751,,14,80,115,strong
2024-04-10,002428,,13,66,115,strong
2024-04-10,000711,,12,67,115,strong
2024-04-10,300586,,14,88,115,strong
2024-04-10,600352,,14,65,115,strong
2024-04-10,600301,,14,94,115,strong
2024-04-10,600549,,13,79,115,strong
2024-04-10,000657,,13,89,115,strong
2024-04-10,002340,,14,54,115,strong
2024-04-11,002266,,14,56,115,strong
2024-04-11,601388,,13,54,115,strong
2024-04-11,000060,,14,70,115,strong
2024-04-11,600459,,13,83,115,strong
2024-04-11,002155,,13,89,115,strong
2024-04-11,600711,,14,71,115,strong
2024-04-11,600255,,13,59,115,strong
2024-04-11,603588,,14,70,115,strong
2024-04-11,000630,,14,57,115,strong
2024-04-11,000960,,14,94,115,strong
2024-04-11,301219,,14,86,115,strong
2024-04-11,000426,,14,95,115,strong
2024-04-11,000751,,14,81,115,strong
2024-04-11,605376,,13,59,115,strong
2024-04-11,000603,,13,83,115,strong
2024-04-11,000711,,14,69,115,strong
2024-04-11,600301,,14,94,115,strong
2024-04-11,600549,,13,88,115,strong
2024-04-11,000657,,14,91,115,strong
2024-04-11,002340,,14,55,115,strong
2024-04-11,688146,,13,57,115,strong
2024-04-11,002594,,12,59,115,strong
2024-04-12,601388,,13,55,115,strong
2024-04-12,000060,,14,68,115,strong
2024-04-12,600459,,13,84,115,strong
2024-04-12,600871,,14,59,115,strong
2024-04-12,002155,,14,94,115,strong
2024-04-12,600711,,14,68,115,strong
2024-04-12,600255,,14,57,115,strong
2024-04-12,603588,,14,67,115,strong
2024-04-12,000630,,14,56,115,strong
2024-04-12,000960,,14,94,115,strong
2024-04-12,301219,,14,85,115,strong
2024-04-12,000426,,13,94,115,strong
2024-04-12,605376,,13,59,115,strong
2024-04-12,000603,,14,90,115,strong
2024-04-12,000711,,14,69,115,strong
2024-04-12,601808,,13,78,115,strong
2024-04-12,600098,,13,67,115,strong
2024-04-12,600301,,14,94,115,strong
2024-04-12,002645,,13,55,115,strong
2024-04-12,600549,,13,81,115,strong
2024-04-12,000657,,13,74,115,strong
2024-04-12,002340,,14,56,115,strong
2024-04-12,000751,,14,80,115,strong
2024-04-15,000060,,14,61,115,strong
2024-04-15,600459,,14,68,115,strong
2024-04-15,600871,,14,62,115,strong
2024-04-15,002155,,14,83,115,strong
2024-04-15,600711,,14,59,115,strong
2024-04-15,603588,,14,61,115,strong
2024-04-15,000630,,14,55,115,strong
2024-04-15,000960,,14,94,115,strong
2024-04-15,301219,,13,55,115,strong
2024-04-15,000426,,13,94,115,strong
2024-04-15,605376,,13,83,115,strong
2024-04-15,000603,,14,84,115,strong
2024-04-15,000711,,14,61,115,strong
2024-04-15,601808,,13,76,115,strong
2024-04-15,600098,,13,65,115,strong
2024-04-15,600301,,14,76,115,strong
2024-04-15,600549,,13,63,115,strong
2024-04-15,000657,,14,68,115,strong
2024-04-15,000751,,13,69,115,strong
2024-04-16,600487,,14,63,115,choppy
2024-04-16,000060,,14,55,115,choppy
2024-04-16,600459,,14,59,115,choppy
2024-04-16,600871,,14,52,115,choppy
2024-04-16,002155,,13,63,115,choppy
2024-04-16,600711,,14,55,115,choppy
2024-04-16,601686,,14,53,115,choppy
2024-04-16,002080,,14,59,115,choppy
2024-04-16,000921,,12,81,115,choppy
2024-04-16,002541,,14,64,115,choppy
2024-04-16,601728,,13,66,115,choppy
2024-04-16,300628,,14,89,115,choppy
2024-04-16,603588,,14,56,115,choppy
2024-04-16,601600,,12,56,115,choppy
2024-04-16,000960,,14,88,115,choppy
2024-04-16,000426,,14,89,115,choppy
2024-04-16,000831,,13,66,115,choppy
2024-04-16,000711,,13,57,115,choppy
2024-04-16,601808,,13,55,115,choppy
2024-04-16,600098,,13,55,115,choppy
2024-04-16,000951,,13,86,115,choppy
2024-04-16,600301,,14,58,115,choppy
2024-04-16,000657,,14,55,115,choppy
2024-04-16,600012,,12,80,115,choppy
2024-04-16,688146,,13,82,115,choppy
2024-04-16,000923,,13,70,115,choppy
2024-04-16,000751,,13,57,115,choppy
2024-04-17,600487,,14,70,115,choppy
2024-04-17,000060,,14,57,115,choppy
2024-04-17,600871,,14,55,115,choppy
2024-04-17,002155,,14,58,115,choppy
2024-04-17,600711,,14,57,115,choppy
2024-04-17,601686,,14,54,115,choppy
2024-04-17,002080,,14,82,115,choppy
2024-04-17,000921,,12,82,115,choppy
2024-04-17,600489,,13,52,115,choppy
2024-04-17,002541,,14,90,115,choppy
2024-04-17,601728,,13,66,115,choppy
2024-04-17,300628,,14,90,115,choppy
2024-04-17,601600,,14,54,115,choppy
2024-04-17,000960,,14,85,115,choppy
2024-04-17,000426,,14,79,115,choppy
2024-04-17,000831,,13,60,115,choppy
2024-04-17,000751,,14,58,115,choppy
2024-04-17,601808,,13,61,115,choppy
2024-04-17,600098,,13,54,115,choppy
2024-04-17,000951,,13,89,115,choppy
2024-04-17,600301,,14,58,115,choppy
2024-04-17,600549,,13,56,115,choppy
2024-04-17,000657,,14,57,115,choppy
2024-04-17,600012,,13,89,115,choppy
2024-04-17,688146,,13,68,115,choppy
2024-04-17,000923,,13,62,115,choppy
2024-04-17,002594,,13,57,115,choppy
2024-04-18,600487,,14,82,115,strong
2024-04-18,000060,,14,58,115,strong
2024-04-18,600711,,14,58,115,strong
2024-04-18,601686,,14,54,115,strong
2024-04-18,002080,,14,87,115,strong
2024-04-18,600489,,13,52,115,strong
2024-04-18,002541,,14,85,115,strong
2024-04-18,601728,,13,67,115,strong
2024-04-18,300628,,14,90,115,strong
2024-04-18,002463,,14,60,115,strong
2024-04-18,601600,,14,55,115,strong
2024-04-18,000630,,14,52,115,strong
2024-04-18,000960,,14,87,115,strong
2024-04-18,301219,,14,94,115,strong
2024-04-18,000426,,14,73,115,strong
2024-04-18,000831,,13,54,115,strong
2024-04-18,000751,,14,56,115,strong
2024-04-18,000603,,14,52,115,strong
2024-04-18,000913,,14,62,115,strong
2024-04-18,600301,,14,58,115,strong
2024-04-18,000657,,14,58,115,strong
2024-04-18,600012,,13,80,115,strong
2024-04-18,000923,,13,64,115,strong
2024-04-18,002594,,13,59,115,strong
2024-04-19,600487,,14,79,115,choppy
2024-04-19,000060,,14,56,115,choppy
2024-04-19,600279,,14,58,115,choppy
2024-04-19,600871,,14,58,115,choppy
2024-04-19,600711,,14,56,115,choppy
2024-04-19,603565,,13,60,115,choppy
2024-04-19,601686,,14,54,115,choppy
2024-04-19,000582,,13,52,115,choppy
2024-04-19,000921,,12,88,115,choppy
2024-04-19,600688,,14,54,115,choppy
2024-04-19,002541,,14,90,115,choppy
2024-04-19,601728,,13,66,115,choppy
2024-04-19,603588,,14,63,115,choppy
2024-04-19,601600,,13,53,115,choppy
2024-04-19,301219,,14,92,115,choppy
2024-04-19,000960,,14,94,115,choppy
2024-04-19,000426,,14,67,115,choppy
2024-04-19,600098,,14,68,115,choppy
2024-04-19,601808,,13,63,115,choppy
2024-04-19,000951,,13,89,115,choppy
