code,name,source,rule_detail,dif,dea,macd,kongpan,k,d,j,MACD买入,ZJTJ控盘,KDJ买入,财务增长,核心满足,今日涨跌,连选天数,近3日涨幅,近5日涨幅,近10日涨幅,重点关注
002487,大金重工,龙头:002487,✗MACD | ✗ZJTJ,-2.3399,-1.3208,-2.0382,-9.01,10.09,12.62,5.04,✗,✗,✗,✗,✗,-2.16,0,-4.22,-6.42,-9.24,
002737,葵花药业,龙头:002737,✗MACD | ✗ZJTJ,-0.023,0.0369,-0.1198,-1.98,30.8,31.77,28.87,✗,✗,✗,✗,✗,-2.16,0,-3.06,-1.01,-2.98,
600196,复星医药,龙头:600196,✗MACD | ✗ZJTJ,-0.7412,-0.6453,-0.1918,-5.9,11.04,14.31,4.5,✗,✗,✗,✗,✗,-2.38,0,-4.6,-4.89,-7.66,
603259,药明康德,龙头:603259,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6001,-0.0442,-1.1118,-2.77,31.16,28.13,37.23,✗,✗,✓,✗,✗,-0.9,0,-2.71,-2.15,-2.59,
002184,海得控制,龙头:002184,✗MACD | ✗ZJTJ,0.0338,0.1248,-0.1821,-3.06,18.81,31.5,-6.57,✗,✗,✗,✗,✗,-1.2,0,-4.38,-7.44,-6.16,
600502,安徽建工,龙头:600502,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0656,-0.0747,0.0181,-0.57,58.52,48.77,78.0,✗,✗,✓,✗,✗,-2.1,0,-2.84,2.8,0.39,
002434,万里扬,龙头:002434,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1565,-0.1403,-0.0325,-3.86,27.7,23.95,35.2,✗,✗,✓,✗,✗,1.94,0,3.52,3.96,-1.08,
300166,东方国信,龙头:300166,✗MACD | ✗ZJTJ,-0.1084,0.3636,-0.9441,-11.03,13.84,14.86,11.8,✗,✗,✗,✗,✗,0.86,0,-0.3,-3.59,-19.61,
603063,禾望电气,龙头:603063,✗MACD | ✗ZJTJ,2.983,4.4851,-3.0043,-3.61,22.82,30.51,7.44,✗,✗,✗,✗,✗,1.29,0,-2.8,-13.92,-11.21,
605099,共创草坪,龙头:605099,✗MACD | ✗ZJTJ,-0.8458,-0.0525,-1.5865,-9.43,20.94,23.67,15.49,✗,✗,✗,✗,✗,-2.55,0,-7.03,-5.35,-11.48,
002385,大北农,龙头:002385,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1511,-0.1415,-0.0191,-6.71,23.91,20.08,31.59,✗,✗,✓,✗,✗,-0.9,0,-0.9,0.0,-5.14,
001914,招商积余,龙头:001914,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1045,-0.1047,0.0004,-1.18,51.71,41.45,72.25,✗,✗,✓,✗,✗,-1.81,0,0.72,2.31,-2.3,
300081,ST恒信,龙头:300081,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.0133,-0.0211,0.0689,3.9,57.59,42.57,87.63,✗,✓,✓,✗,✗,0.92,0,10.05,13.47,-0.68,
300308,中际旭创,龙头:300308,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入 | ✓财务增长,97.086,88.2871,17.5978,16.38,83.01,81.33,86.38,✓,✓,✓,✓,✓,6.98,2,9.8,14.72,22.95,
002508,老板电器,龙头:002508,✗MACD | ✗ZJTJ,-0.5796,-0.568,-0.0233,-4.94,23.97,25.93,20.05,✗,✗,✗,✗,✗,-5.14,0,-5.03,-5.41,-6.8,
600418,江淮汽车,龙头:600418,✗MACD | ✗ZJTJ,-3.0867,-1.9817,-2.2099,-20.13,6.02,8.09,1.87,✗,✗,✗,✗,✗,-1.83,0,-6.0,-11.0,-23.87,
300513,恒实科技,龙头:300513,✗MACD | ✗ZJTJ,-0.2487,-0.1191,-0.2593,-9.89,12.43,18.65,-0.01,✗,✗,✗,✗,✗,-1.74,0,-1.13,-5.39,-15.24,
300118,东方日升,龙头:300118,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.9145,-0.4946,-0.8397,-17.8,11.45,10.24,13.87,✗,✗,✓,✗,✗,-2.47,0,-1.36,-10.15,-21.89,
300502,新易盛,龙头:300502,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,53.4719,41.6449,23.654,19.32,85.51,82.2,92.13,✓,✓,✓,✗,✓,4.72,2,10.73,12.55,33.04,
000049,德赛电池,龙头:000049,✗MACD | ✗ZJTJ,-0.5635,-0.3623,-0.4023,-5.68,16.39,20.09,8.99,✗,✗,✗,✗,✗,-0.43,0,-0.24,-3.33,-5.82,
000338,潍柴动力,龙头:000338,✗MACD | ✗ZJTJ,1.011,1.4584,-0.8948,-1.32,47.01,57.75,25.52,✗,✗,✗,✗,✗,0.16,0,-8.69,-6.46,-1.04,
300170,汉得信息,龙头:300170,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6033,-0.3921,-0.4224,-7.84,27.19,23.22,35.14,✗,✗,✓,✗,✗,-0.62,0,0.58,1.33,-10.58,
300501,海顺新材,龙头:300501,✗MACD | ✗ZJTJ,0.0315,0.2837,-0.5044,-6.64,17.32,21.93,8.11,✗,✗,✗,✗,✗,0.3,0,-4.77,-6.06,-10.83,
000933,神火股份,龙头:000933,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,-0.2976,-0.4698,0.3444,1.19,58.04,48.59,76.92,✗,✓,✓,✗,✗,-0.52,0,5.75,3.12,4.85,
002101,广东鸿图,龙头:002101,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.368,-0.3657,-0.0047,-5.57,16.78,15.59,19.14,✗,✗,✓,✗,✗,-1.54,0,0.45,-1.0,-5.5,
301012,扬电科技,龙头:301012,✗MACD | ✗ZJTJ,-0.4348,0.5364,-1.9423,-12.33,9.97,15.42,-0.93,✗,✗,✗,✗,✗,-1.2,0,-3.35,-9.29,-22.79,
300373,扬杰科技,龙头:300373,✓MACD买入 | ✗ZJTJ,7.2464,5.616,3.2609,17.19,68.15,72.11,60.22,✓,✗,✗,✗,✗,4.26,0,-1.21,-3.82,26.41,
002573,清新环境,龙头:002573,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0587,-0.0634,0.0094,-1.72,38.78,34.08,48.18,✗,✗,✓,✗,✗,-1.74,0,-0.29,0.59,-1.45,
000539,粤电力Ａ,龙头:000539,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.6717,0.4177,0.508,27.39,84.64,74.43,105.05,✓,✓,✓,✗,✓,2.96,2,5.86,28.07,45.74,
002043,兔 宝 宝,龙头:002043,✗MACD | ✗ZJTJ,-0.4592,-0.3618,-0.1947,-7.36,28.97,30.64,25.65,✗,✗,✗,✗,✗,-5.43,0,-5.8,-3.79,-8.76,
600004,白云机场,龙头:600004,✗MACD | ✗ZJTJ,-0.1538,-0.158,0.0083,-2.33,28.3,28.82,27.27,✗,✗,✗,✗,✗,-1.34,0,-1.81,-1.46,-2.29,
002537,海联金汇,龙头:002537,✗MACD | ✗ZJTJ,-0.3521,-0.3121,-0.08,-9.51,11.53,12.85,8.9,✗,✗,✗,✗,✗,-1.43,0,-1.27,-4.31,-11.02,
601615,明阳智能,龙头:601615,✗MACD | ✗ZJTJ,-0.2375,-0.0835,-0.308,-6.83,18.35,35.93,-16.81,✗,✗,✗,✗,✗,-1.72,0,-9.98,-16.07,-9.54,
000963,华东医药,龙头:000963,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.4052,-1.3525,-0.1055,-6.88,18.29,17.74,19.38,✗,✗,✓,✗,✗,-2.69,0,-2.76,-3.98,-4.79,
002164,宁波东力,龙头:002164,✗MACD | ✗ZJTJ,-0.1143,0.1344,-0.4973,-8.84,11.18,23.69,-13.85,✗,✗,✗,✗,✗,-3.93,0,-3.02,-6.94,-16.31,
300207,欣旺达,龙头:300207,✗MACD | ✗ZJTJ,-1.1953,-0.9325,-0.5257,-10.77,9.17,10.76,5.98,✗,✗,✗,✗,✗,-2.67,0,-4.04,-9.22,-13.08,
600808,马钢股份,龙头:600808,✗MACD | ✗ZJTJ,-0.2408,-0.2117,-0.0581,-13.37,7.45,7.87,6.6,✗,✗,✗,✗,✗,0.0,0,-2.37,-5.57,-10.84,
300347,泰格医药,龙头:300347,✗MACD | ✗ZJTJ | ✓KDJ买入,-3.977,-3.6495,-0.655,-14.7,8.92,8.77,9.2,✗,✗,✓,✗,✗,0.46,0,-0.2,-0.83,-12.3,
600438,通威股份,龙头:600438,✗MACD | ✗ZJTJ,-0.7903,-0.6024,-0.3758,-11.64,4.83,7.45,-0.41,✗,✗,✗,✗,✗,-0.92,0,-5.35,-8.81,-13.44,
600661,昂立教育,龙头:600661,✗MACD | ✗ZJTJ,-0.3991,-0.3094,-0.1793,-9.7,14.66,15.13,13.71,✗,✗,✗,✗,✗,-2.96,0,-2.49,-3.75,-11.53,
600546,山煤国际,龙头:600546,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.4447,0.3739,0.1417,7.11,64.84,60.98,72.56,✓,✓,✓,✗,✓,1.94,2,5.91,8.49,8.33,
002354,天娱数科,龙头:002354,✗MACD | ✗ZJTJ,0.1983,0.2624,-0.1281,-0.66,36.89,53.0,4.66,✗,✗,✗,✗,✗,-7.76,0,-13.57,-12.59,-11.33,
300058,蓝色光标,龙头:300058,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1619,-0.0496,-0.2247,-3.3,43.47,36.4,57.61,✗,✗,✓,✗,✗,-3.16,0,-0.9,4.95,-6.44,
300094,国联水产,龙头:300094,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0602,-0.0586,-0.0032,-2.97,38.2,33.06,48.46,✗,✗,✓,✗,✗,-1.35,0,-0.34,1.04,-4.58,
603801,志邦家居,龙头:603801,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3999,-0.331,-0.1379,-10.27,10.89,10.13,12.42,✗,✗,✓,✗,✗,-4.44,0,-4.56,-6.08,-12.55,
603136,天目湖,龙头:603136,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3503,-0.3425,-0.0158,-5.24,27.21,25.47,30.68,✗,✗,✓,✗,✗,-1.81,0,-1.5,-1.81,-5.45,
600745,*ST闻泰,龙头:600745,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,-1.5969,-2.5119,1.8299,8.38,84.42,77.51,98.23,✗,✓,✓,✗,✗,-5.0,0,4.74,15.47,35.31,
300675,建科院,龙头:300675,✗MACD | ✗ZJTJ,-0.3921,-0.1987,-0.3867,-8.34,14.72,17.16,9.84,✗,✗,✗,✗,✗,-0.56,0,-2.42,-2.42,-11.38,
002594,比亚迪,龙头:002594,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.3957,-1.4859,0.1803,-1.45,41.01,40.99,41.06,✗,✗,✓,✗,✗,-2.0,0,-1.41,-0.42,1.56,
300807,天迈科技,龙头:300807,✗MACD | ✗ZJTJ,-2.3226,-1.5715,-1.5022,-12.13,12.83,15.0,8.49,✗,✗,✗,✗,✗,-3.26,0,-3.39,-7.64,-15.37,
601689,拓普集团,龙头:601689,✗MACD | ✗ZJTJ,0.3349,1.4868,-2.3038,-6.68,15.78,27.61,-7.87,✗,✗,✗,✗,✗,-0.52,0,0.37,-7.15,-10.18,
002241,歌尔股份,龙头:002241,✓MACD买入 | ✗ZJTJ,0.6504,0.5839,0.133,4.24,58.13,62.39,49.6,✓,✗,✗,✗,✗,0.41,0,-0.07,-4.49,7.63,
301038,深水规院,龙头:301038,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.378,-0.251,-0.254,-5.15,36.05,33.97,40.21,✗,✗,✓,✗,✗,-0.16,0,-4.61,4.84,-11.12,
300482,万孚生物,龙头:300482,✗MACD | ✗ZJTJ,-0.2857,-0.159,-0.2536,-5.12,13.12,18.08,3.21,✗,✗,✗,✗,✗,-3.96,0,-4.73,-7.11,-6.54,
002318,久立特材,龙头:002318,✗MACD | ✗ZJTJ,-1.4951,-1.1911,-0.6081,-12.8,8.66,9.14,7.68,✗,✗,✗,✗,✗,-0.97,0,-4.59,-7.27,-13.99,
300746,汉嘉数智,龙头:300746,✗MACD | ✗ZJTJ,-0.5315,-0.286,-0.4911,-13.74,7.5,12.34,-2.17,✗,✗,✗,✗,✗,-1.81,0,-3.22,-8.38,-17.77,
300521,爱司凯,龙头:300521,✗MACD | ✗ZJTJ,-0.8873,-0.5788,-0.617,-8.99,18.44,23.82,7.68,✗,✗,✗,✗,✗,-3.23,0,-9.2,-3.96,-10.76,
300531,优博讯,龙头:300531,✗MACD | ✗ZJTJ,-1.0849,-0.6843,-0.8013,-16.54,10.05,11.08,7.98,✗,✗,✗,✗,✗,0.13,0,1.03,-3.92,-21.23,
601865,福莱特,龙头:601865,✗MACD | ✗ZJTJ,-0.6676,-0.6062,-0.1228,-9.36,9.83,11.46,6.57,✗,✗,✗,✗,✗,-1.99,0,-2.83,-5.5,-9.86,
603806,福斯特,龙头:603806,✗MACD | ✗ZJTJ,-0.0682,-0.0507,-0.0351,-0.96,49.5,53.42,41.67,✗,✗,✗,✗,✗,1.86,0,-1.96,-4.36,6.43,
603628,清源股份,龙头:603628,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6342,-0.5917,-0.0851,-9.0,13.23,13.2,13.29,✗,✗,✓,✗,✗,-0.56,0,-0.19,-2.45,-10.8,
002080,中材科技,龙头:002080,✗MACD | ✗ZJTJ,3.5013,4.7154,-2.4282,-0.67,36.49,51.73,6.02,✗,✗,✗,✗,✗,-2.77,0,-10.58,-9.57,-1.88,
600876,凯盛新能,龙头:600876,✗MACD | ✗ZJTJ,-0.2929,-0.2484,-0.089,-6.68,16.2,21.82,4.96,✗,✗,✗,✗,✗,-3.39,0,-5.7,-6.45,-7.39,
300014,亿纬锂能,龙头:300014,✗MACD | ✗ZJTJ,-1.2469,-1.1069,-0.2799,-3.11,34.45,35.3,32.74,✗,✗,✗,✗,✗,-3.82,0,-1.1,-2.7,-5.38,
002108,沧州明珠,龙头:002108,✗MACD | ✗ZJTJ,-0.1633,-0.0748,-0.1771,-10.18,8.19,9.64,5.3,✗,✗,✗,✗,✗,-0.82,0,-2.61,-2.81,-10.85,
002036,联创电子,龙头:002036,✗MACD | ✗ZJTJ,0.1397,0.1597,-0.0398,-0.06,29.87,47.65,-5.69,✗,✗,✗,✗,✗,-3.26,0,-3.26,-11.08,4.7,
300571,平治信息,龙头:300571,✗MACD | ✗ZJTJ,0.3856,3.2071,-5.6429,-19.38,8.79,15.03,-3.7,✗,✗,✗,✗,✗,0.42,0,-3.2,-9.17,-28.9,
603010,万盛股份,龙头:603010,✗MACD | ✗ZJTJ,0.3988,0.5126,-0.2276,0.56,43.13,49.21,30.98,✗,✗,✗,✗,✗,-1.17,0,-3.37,-7.19,3.32,
300725,药石科技,龙头:300725,✗MACD | ✗ZJTJ,-0.9746,-0.5815,-0.7863,-7.72,9.99,12.52,4.92,✗,✗,✗,✗,✗,0.55,0,-2.24,-5.22,-7.95,
000915,华特达因,龙头:000915,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6486,-0.7373,0.1772,-1.92,53.93,40.89,80.0,✗,✗,✓,✗,✗,-1.15,0,0.59,0.88,-1.79,
600197,伊力特,龙头:600197,✗MACD | ✗ZJTJ,0.0801,0.1086,-0.0571,-0.56,36.89,55.83,-1.0,✗,✗,✗,✗,✗,-3.96,0,-9.25,-9.39,-4.27,
000892,欢瑞世纪,龙头:000892,✗MACD | ✗ZJTJ,-0.3509,-0.3903,0.0788,-7.92,23.68,31.27,8.52,✗,✗,✗,✗,✗,-2.46,0,-9.15,-11.78,-6.37,
301027,华蓝集团,龙头:301027,✗MACD | ✗ZJTJ,-0.8177,-0.3911,-0.8533,-12.06,8.85,10.71,5.13,✗,✗,✗,✗,✗,-0.1,0,-3.72,-5.08,-15.78,
300992,泰福泵业,龙头:300992,✗MACD | ✗ZJTJ,-1.1184,-0.9082,-0.4205,-8.08,18.63,20.03,15.83,✗,✗,✗,✗,✗,-0.59,0,1.46,-2.55,-11.16,
601886,江河集团,龙头:601886,✗MACD | ✗ZJTJ,-0.0906,-0.0127,-0.1558,-4.64,20.79,26.72,8.92,✗,✗,✗,✗,✗,0.35,0,-3.0,-5.53,-5.63,
300234,开尔新材,龙头:300234,✓MACD买入 | ✗ZJTJ | ✓KDJ买入,0.4874,0.4509,0.0729,10.2,66.0,64.21,69.6,✓,✗,✓,✗,✗,-1.05,0,0.47,-2.64,12.3,
300142,沃森生物,龙头:300142,✗MACD | ✗ZJTJ,-0.1499,0.1295,-0.5587,-9.83,5.8,10.62,-3.85,✗,✗,✗,✗,✗,-0.49,0,-5.13,-7.85,-12.91,
600293,三峡新材,龙头:600293,✓MACD买入 | ✗ZJTJ,0.0203,0.0118,0.017,1.67,48.64,52.3,41.33,✓,✗,✗,✗,✗,-1.51,0,2.19,1.55,3.81,
600598,北大荒,龙头:600598,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3517,-0.3033,-0.0967,-4.19,36.87,24.96,60.69,✗,✗,✓,✗,✗,0.07,0,1.75,0.62,-4.54,
300334,津膜科技,龙头:300334,✗MACD | ✗ZJTJ,-0.1146,0.0182,-0.2657,-8.63,14.54,18.57,6.49,✗,✗,✗,✗,✗,-0.41,0,-1.09,-5.95,-11.66,
002326,永太科技,龙头:002326,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.7111,-0.5749,-0.2724,-6.42,18.89,17.35,21.97,✗,✗,✓,✗,✗,4.92,0,6.04,1.15,-4.94,
600655,豫园股份,龙头:600655,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0475,-0.0516,0.0083,-0.86,58.68,54.09,67.86,✗,✗,✓,✗,✗,-0.85,0,-1.9,-0.21,0.65,
688261,东微半导,龙头:688261,✗MACD | ✗ZJTJ,3.0155,3.1801,-0.3293,3.28,45.61,52.95,30.92,✗,✗,✗,✗,✗,8.42,0,-5.17,-5.12,3.97,
300917,特发服务,龙头:300917,✗MACD | ✗ZJTJ,-0.9735,-0.78,-0.387,-6.54,19.92,21.26,17.23,✗,✗,✗,✗,✗,-3.87,0,-8.51,-0.35,-9.75,
300556,丝路视觉,龙头:300556,✗MACD | ✗ZJTJ,-0.0246,0.3231,-0.6954,-7.22,10.26,16.89,-3.01,✗,✗,✗,✗,✗,-1.9,0,-3.83,-6.73,-13.55,
300102,乾照光电,龙头:300102,✗MACD | ✗ZJTJ | ✓KDJ买入,-2.087,-1.7503,-0.6735,-14.82,16.74,12.72,24.79,✗,✗,✓,✗,✗,2.55,0,1.57,-3.46,-12.6,
300631,久吾高科,龙头:300631,✗MACD | ✗ZJTJ,-1.0117,-0.5387,-0.9461,-11.88,10.76,11.07,10.12,✗,✗,✗,✗,✗,-1.11,0,-1.67,-5.9,-13.84,
002136,安 纳 达,龙头:002136,✗MACD | ✗ZJTJ,-0.2152,0.013,-0.4564,-8.23,9.74,13.74,1.75,✗,✗,✗,✗,✗,-1.8,0,-2.17,-4.39,-10.54,
600007,中国国贸,龙头:600007,✓MACD买入 | ✗ZJTJ,0.0374,0.0322,0.0104,0.49,57.67,60.17,52.67,✓,✗,✗,✗,✗,-2.98,0,-1.4,-0.09,0.33,
300387,富邦科技,龙头:300387,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2855,-0.2198,-0.1315,-7.6,19.76,17.32,24.63,✗,✗,✓,✗,✗,0.51,0,1.69,0.39,-8.64,
600388,龙净环保,龙头:600388,✗MACD | ✗ZJTJ,-0.1244,0.0718,-0.3923,-5.52,19.06,32.76,-8.34,✗,✗,✗,✗,✗,-4.05,0,-8.43,-11.06,-8.73,
300737,科顺股份,龙头:300737,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.2275,0.2209,0.0131,5.12,52.2,40.58,75.46,✓,✓,✓,✗,✓,7.38,1,12.26,12.26,2.39,
002373,千方科技,龙头:002373,✗MACD | ✗ZJTJ,-0.3806,-0.3357,-0.0898,-8.51,9.28,13.41,1.04,✗,✗,✗,✗,✗,-1.52,0,-2.87,-7.16,-9.85,
600846,同济科技,龙头:600846,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2954,-0.2372,-0.1164,-4.78,40.57,22.22,77.28,✗,✗,✓,✗,✗,8.66,0,12.03,8.66,-3.38,
000858,五 粮 液,龙头:000858,✗MACD | ✗ZJTJ | ✓KDJ买入,-3.8678,-4.0512,0.3668,-5.21,30.09,26.91,36.43,✗,✗,✓,✗,✗,-0.44,0,-2.99,-1.84,-3.65,
600313,农发种业,龙头:600313,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3315,-0.3288,-0.0054,-6.94,39.43,24.12,70.06,✗,✗,✓,✗,✗,2.32,0,1.82,1.65,-3.74,
600803,新奥股份,龙头:600803,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3854,-0.359,-0.0528,-3.06,29.22,24.26,39.13,✗,✗,✓,✗,✗,0.05,0,0.46,1.24,-5.89,
600916,中国黄金,龙头:600916,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3024,-0.2948,-0.0151,-5.33,25.84,22.87,31.76,✗,✗,✓,✗,✗,-0.75,0,-0.13,-0.63,-4.34,
000019,深粮控股,龙头:000019,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2896,-0.2736,-0.032,-6.25,34.4,25.01,53.19,✗,✗,✓,✗,✗,-0.3,0,1.4,1.08,-6.17,
000582,北部湾港,龙头:000582,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.6915,0.5474,0.2882,12.36,75.05,68.12,88.9,✓,✓,✓,✗,✓,6.12,2,9.87,10.86,19.57,
000798,中水渔业,龙头:000798,✗MACD | ✗ZJTJ,-0.3777,-0.3652,-0.0248,-6.56,17.08,18.98,13.27,✗,✗,✗,✗,✗,-1.44,0,-2.15,-1.91,-7.96,
300801,泰和科技,龙头:300801,✗MACD | ✗ZJTJ,-0.608,-0.1453,-0.9254,-9.19,12.9,16.93,4.83,✗,✗,✗,✗,✗,0.54,0,-2.56,-4.47,-12.69,
002568,百润股份,龙头:002568,✓MACD买入 | ✗ZJTJ | ✓KDJ买入,0.4549,0.2928,0.3243,6.9,69.96,65.53,78.84,✓,✗,✓,✗,✗,-3.17,0,-2.48,1.96,3.94,
