code,name,sector,dif,dea,macd,k,d,j,kongpan,KDJ加分,财务加分,加分合计,total_score,来源,今日涨跌,连选天数,近3日涨幅,近5日涨幅,近10日涨幅,重点关注,source,macd_pass,zjtj_pass,kdj_pass,finance_pass,core_pass,rule_detail
300737,科顺股份,,0.3592,0.2589,0.2008,64.7,52.17,89.78,12.88,,,,,龙头EBK,4.71,3,17.13,22.45,18.85,🌟,龙头:300737,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
301071,力量钻石,,6.8509,6.6909,0.32,44.23,58.13,16.43,13.55,,,,,龙头EBK,-4.96,2,-2.62,-5.69,14.25,,龙头:301071,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
300037,新宙邦,,3.007,2.6173,0.7793,59.59,58.26,62.25,8.16,,,,,龙头EBK,-2.96,2,5.9,3.18,4.2,,龙头:300037,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
603212,赛伍技术,,0.3997,0.3188,0.1617,74.87,62.57,99.47,6.05,,,,,龙头EBK,0.32,3,2.65,9.68,9.15,🌟,龙头:603212,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002579,中京电子,,1.8042,1.292,1.0245,76.48,80.52,68.41,27.69,,,,,龙头EBK,-9.32,2,-9.97,8.98,38.86,,龙头:002579,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
603733,仙鹤股份,,0.937,0.4064,1.0613,87.94,79.43,104.95,15.09,,,,,龙头EBK,0.73,4,6.59,14.62,26.1,🌟,龙头:603733,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002463,沪电股份,,9.39,8.3311,2.1177,73.36,75.85,68.37,14.13,,,,,龙头EBK,-5.4,2,1.69,0.89,16.79,,龙头:002463,True,True,False,True,True,✓MACD买入 | ✓ZJTJ控盘 | ✓财务增长
000519,中兵红箭,,0.5086,0.3691,0.2791,60.79,65.72,50.94,6.51,,,,,龙头EBK,-2.23,4,-0.87,-2.08,7.54,🌟,龙头:000519,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
688082,盛美上海,,22.3928,19.9302,4.925,65.17,64.34,66.81,17.96,,,,,龙头EBK,-7.21,3,11.53,9.59,17.75,🌟,龙头:688082,True,True,True,True,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入 | ✓财务增长
001289,龙源电力,,0.53,0.4538,0.1523,59.02,66.4,44.26,5.57,,,,,龙头EBK,-4.82,2,-2.23,-1.92,7.42,,龙头:001289,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
000722,湖南发展,,0.3769,0.2289,0.2959,54.62,55.47,52.91,7.66,,,,,龙头EBK,-4.31,4,-6.09,2.17,10.79,🌟,龙头:000722,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
002527,新时达,,0.3603,0.2135,0.2937,79.2,72.21,93.18,7.67,,,,,龙头EBK,3.63,2,5.4,9.82,10.21,,龙头:002527,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
300130,新国都,,0.3332,0.2197,0.227,67.88,66.68,70.28,3.59,,,,,龙头EBK,-3.0,3,2.02,6.03,-0.25,🌟,龙头:300130,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
300814,中富电路,,12.4552,12.0968,0.7168,50.78,56.91,38.53,12.93,,,,,龙头EBK,2.04,2,5.26,-1.25,20.3,,龙头:300814,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
600183,生益科技,,16.855,15.3359,3.0381,79.92,84.44,70.89,23.6,,,,,龙头EBK,-4.05,2,-2.63,-2.32,27.17,,龙头:600183,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
002056,横店东磁,,2.2227,1.4477,1.55,85.99,83.79,90.39,26.38,,,,,龙头EBK,-0.88,3,13.64,15.67,43.15,🌟,龙头:002056,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
600593,大连圣亚,,0.6757,0.3663,0.6189,65.11,68.58,58.17,5.61,,,,,龙头EBK,-3.34,4,-3.21,-1.33,7.57,🌟,龙头:600593,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
300628,亿联网络,,0.902,0.7255,0.353,69.02,61.0,85.07,5.56,,,,,龙头EBK,1.62,4,-0.25,8.99,7.36,🌟,龙头:300628,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
600869,远东股份,,2.2902,1.814,0.9525,86.18,78.4,101.73,23.7,,,,,龙头EBK,7.58,4,12.78,18.3,34.61,🌟,龙头:600869,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002815,崇达技术,,0.5738,0.4502,0.2473,73.8,71.86,77.69,8.0,,,,,龙头EBK,-0.22,3,7.76,7.7,9.69,🌟,龙头:002815,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
603005,晶方科技,,3.0868,2.7523,0.6691,62.21,59.33,67.96,14.15,,,,,龙头EBK,2.74,2,18.56,11.6,17.02,,龙头:603005,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
000921,海信家电,,0.7954,0.5958,0.3992,80.64,76.03,89.87,7.88,,,,,龙头EBK,0.68,4,0.26,8.39,10.87,🌟,龙头:000921,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
603040,新坐标,,1.2309,1.1562,0.1494,40.45,36.26,48.84,2.21,,,,,龙头EBK,1.41,1,12.16,5.84,-3.67,,龙头:603040,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002824,和胜股份,,0.2547,0.0543,0.4007,71.17,58.75,96.01,5.81,,,,,龙头EBK,3.46,2,14.06,7.29,12.7,,龙头:002824,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
603890,春秋电子,,2.9835,2.1743,1.6183,84.72,83.71,86.75,31.16,,,,,龙头EBK,6.4,4,4.06,25.92,36.0,🌟,龙头:603890,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002484,江海股份,,13.0626,10.3687,5.3878,90.35,91.73,87.58,43.12,,,,,龙头EBK,-6.59,4,7.84,15.61,49.33,🌟,龙头:002484,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
601100,恒立液压,,1.8501,1.8304,0.0394,51.23,39.76,74.17,2.62,,,,,龙头EBK,2.63,1,5.24,7.41,0.13,,龙头:601100,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
000887,中鼎股份,,0.7516,0.5944,0.3143,70.94,72.16,68.48,7.9,,,,,龙头EBK,7.01,2,4.91,3.87,7.43,,龙头:000887,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
002422,科伦药业,,0.4364,0.3985,0.0757,30.76,46.42,-0.56,1.76,,,,,龙头EBK,2.15,2,-1.82,-4.84,-0.32,,龙头:002422,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
600101,明星电力,,0.1062,0.077,0.0584,53.63,61.11,38.68,2.49,,,,,龙头EBK,-5.15,3,-2.36,-3.86,3.0,🌟,龙头:600101,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
688183,生益电子,,6.4343,6.3575,0.1537,47.21,63.03,15.55,6.82,,,,,龙头EBK,-7.94,2,-10.41,-14.63,8.63,,龙头:688183,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
000530,冰山冷热,,0.0743,0.0122,0.1243,78.29,71.14,92.59,5.89,,,,,龙头EBK,1.12,1,0.96,1.28,9.93,,龙头:000530,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
300726,宏达电子,,5.536,4.2655,2.541,74.28,66.02,90.8,21.45,,,,,龙头EBK,-6.14,4,14.99,20.94,18.63,🌟,龙头:300726,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
600888,新疆众和,,0.7194,0.684,0.0706,48.69,66.17,13.74,9.43,,,,,龙头EBK,1.84,2,-6.59,-4.58,7.18,,龙头:600888,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
603267,鸿远电子,,6.0062,4.6718,2.6688,75.13,80.17,65.05,20.17,,,,,龙头EBK,-7.78,4,-5.29,8.0,15.27,🌟,龙头:603267,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
