code,name,sector,dif,dea,macd,k,d,j,kongpan,KDJ加分,财务加分,加分合计,total_score,来源,今日涨跌,连选天数,近3日涨幅,近5日涨幅,近10日涨幅,重点关注,source,macd_pass,zjtj_pass,kdj_pass,finance_pass,core_pass,rule_detail
001289,龙源电力,,0.5017,0.4634,0.0766,51.44,61.41,31.51,4.41,,,,,龙头EBK,0.71,1,-1.7,-2.48,2.1,,龙头:001289,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
000722,湖南发展,,0.2886,0.2409,0.0955,44.35,51.76,29.54,3.64,,,,,龙头EBK,-4.7,1,-13.57,-11.5,3.01,,龙头:000722,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
002527,新时达,,0.4765,0.2661,0.4208,80.92,75.12,92.53,10.73,,,,,龙头EBK,5.57,1,11.12,5.37,14.24,,龙头:002527,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
300814,中富电路,,12.2262,12.1223,0.2079,48.9,54.24,38.22,11.85,,,,,龙头EBK,-1.15,1,3.98,7.98,5.29,,龙头:300814,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
600183,生益科技,,15.9807,15.4649,1.0316,66.01,78.3,41.44,18.57,,,,,龙头EBK,-2.4,1,-4.98,-1.16,15.05,,龙头:600183,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
600522,中天科技,,2.6248,2.3776,0.4943,75.0,61.86,101.27,12.13,,,,,龙头EBK,7.51,1,10.12,25.74,15.48,,龙头:600522,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002056,横店东磁,,2.1411,1.5864,1.1095,72.8,80.12,58.15,20.91,,,,,龙头EBK,-9.12,1,-3.64,8.92,18.25,,龙头:002056,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
600593,大连圣亚,,0.5431,0.4017,0.2828,46.61,61.26,17.32,3.02,,,,,龙头EBK,-3.07,1,-6.6,-4.69,2.98,,龙头:600593,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
600869,远东股份,,2.3725,1.9257,0.8936,84.08,80.3,91.65,22.81,,,,,龙头EBK,-3.72,1,2.04,19.45,30.71,,龙头:600869,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002815,崇达技术,,0.5621,0.4726,0.179,64.08,69.27,53.71,6.85,,,,,龙头EBK,-3.21,1,1.24,3.74,2.26,,龙头:002815,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
603005,晶方科技,,3.1869,2.8392,0.6954,64.71,61.12,71.88,14.5,,,,,龙头EBK,-1.42,1,11.4,19.67,4.88,,龙头:603005,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
000921,海信家电,,0.8376,0.6442,0.3868,80.78,77.61,87.13,7.86,,,,,龙头EBK,0.22,1,0.9,6.39,7.37,,龙头:000921,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
603040,新坐标,,1.4326,1.2116,0.4421,53.65,42.05,76.84,3.32,,,,,龙头EBK,0.15,1,4.01,13.22,-3.26,,龙头:603040,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002824,和胜股份,,0.1999,0.0835,0.2329,62.57,60.02,67.67,3.69,,,,,龙头EBK,-10.0,1,1.75,-0.04,3.06,,龙头:002824,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
603890,春秋电子,,2.8761,2.3147,1.1229,76.09,81.17,65.93,24.85,,,,,龙头EBK,-9.99,1,-10.25,3.04,17.95,,龙头:603890,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
002484,江海股份,,12.6339,10.8217,3.6244,78.94,87.47,61.88,34.64,,,,,龙头EBK,-7.09,1,-4.53,5.65,35.59,,龙头:002484,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
601100,恒立液压,,2.2686,1.918,0.7012,59.2,46.24,85.11,4.44,,,,,龙头EBK,2.19,1,6.33,7.61,7.9,,龙头:601100,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
000887,中鼎股份,,0.7897,0.6335,0.3124,72.78,72.37,73.6,8.14,,,,,龙头EBK,-1.0,1,5.53,3.03,4.26,,龙头:000887,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
002046,国机精工,,1.1459,0.8141,0.6635,78.1,63.56,107.17,6.25,,,,,龙头EBK,10.0,1,5.95,20.47,7.17,,龙头:002046,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
000530,冰山冷热,,0.0985,0.0295,0.1381,81.56,74.61,95.45,6.86,,,,,龙头EBK,2.85,1,2.69,1.56,14.87,,龙头:000530,True,True,True,False,True,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入
300726,宏达电子,,5.2833,4.4691,1.6284,63.88,65.31,61.02,16.93,,,,,龙头EBK,-9.23,1,2.24,13.18,5.7,,龙头:300726,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
603267,鸿远电子,,5.2587,4.7892,0.9389,57.02,72.46,26.16,12.45,,,,,龙头EBK,-10.0,1,-12.68,-6.24,-0.69,,龙头:603267,True,True,False,False,True,✓MACD买入 | ✓ZJTJ控盘
