code,name,source,rule_detail,dif,dea,macd,kongpan,k,d,j,MACD买入,ZJTJ控盘,KDJ买入,财务增长,核心满足,今日涨跌,连选天数,近3日涨幅,近5日涨幅,近10日涨幅,重点关注
300363,博腾股份,龙头:300363,✗MACD | ✗ZJTJ,-1.6363,-1.6075,-0.0576,-14.32,9.75,12.06,5.12,✗,✗,✗,✗,✗,-1.34,0,-4.38,-5.67,-10.61,
300759,康龙化成,龙头:300759,✗MACD | ✗ZJTJ,-1.2939,-1.0544,-0.4791,-10.59,7.87,10.32,2.97,✗,✗,✗,✗,✗,-2.17,0,-6.36,-8.15,-13.87,
300100,双林股份,龙头:300100,✗MACD | ✗ZJTJ,-0.1317,0.3325,-0.9284,-6.83,17.73,27.18,-1.16,✗,✗,✗,✗,✗,5.16,0,1.99,-6.82,-10.53,
002553,南方精工,龙头:002553,✗MACD | ✗ZJTJ,-1.473,-1.2998,-0.3464,-13.35,6.1,7.66,2.96,✗,✗,✗,✗,✗,-0.94,0,-2.55,-6.08,-15.02,
600732,爱旭股份,龙头:600732,✗MACD | ✗ZJTJ,-0.7765,-0.6634,-0.226,-11.53,10.43,14.27,2.74,✗,✗,✗,✗,✗,-1.54,0,-6.27,-7.25,-7.55,
002697,红旗连锁,龙头:002697,✗MACD | ✗ZJTJ,-0.0864,-0.0986,0.0242,-1.71,35.07,44.49,16.22,✗,✗,✗,✗,✗,-2.11,0,-6.84,-2.11,-1.49,
000333,美的集团,龙头:000333,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.7001,0.6161,0.1681,1.84,73.52,59.48,101.59,✓,✓,✓,✗,✓,-0.23,2,0.88,4.4,1.13,
002252,上海莱士,龙头:002252,✗MACD | ✗ZJTJ,-0.118,-0.118,0.0,-3.07,33.04,33.81,31.48,✗,✗,✗,✗,✗,-1.91,0,-3.2,-0.77,-3.56,
601966,玲珑轮胎,龙头:601966,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3975,-0.4371,0.0794,-2.98,42.54,33.73,60.18,✗,✗,✓,✗,✗,-1.87,0,-0.25,1.94,-1.39,
301047,义翘神州,龙头:301047,✗MACD | ✗ZJTJ,-2.1259,-1.6743,-0.9032,-7.04,17.6,20.42,11.96,✗,✗,✗,✗,✗,-3.43,0,-4.6,-3.71,-9.16,
601606,长城军工,龙头:601606,✗MACD | ✗ZJTJ,-1.6542,-1.2746,-0.7591,-10.7,5.98,7.07,3.81,✗,✗,✗,✗,✗,-2.79,0,-6.58,-8.89,-13.37,
300504,天邑股份,龙头:300504,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.5599,0.5684,-0.0169,4.25,64.71,62.19,69.75,✗,✓,✓,✗,✗,2.85,0,4.04,2.32,14.1,
002334,英威腾,龙头:002334,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.1437,0.1392,0.009,2.46,57.15,46.93,77.58,✓,✓,✓,✗,✓,5.22,1,10.24,4.07,8.85,
002487,大金重工,龙头:002487,✗MACD | ✗ZJTJ,-2.7267,-1.602,-2.2494,-10.44,9.2,11.48,4.64,✗,✗,✗,✗,✗,-3.33,0,-7.3,-8.12,-10.84,
002737,葵花药业,龙头:002737,✗MACD | ✗ZJTJ,-0.0575,0.018,-0.1511,-2.88,23.71,29.08,12.96,✗,✗,✗,✗,✗,-1.34,0,-3.84,-2.27,-2.49,
600196,复星医药,龙头:600196,✗MACD | ✗ZJTJ,-0.7988,-0.676,-0.2457,-6.8,9.79,12.8,3.76,✗,✗,✗,✗,✗,-1.62,0,-5.09,-4.09,-7.97,
603259,药明康德,龙头:603259,✗MACD | ✗ZJTJ,-0.8863,-0.2127,-1.3473,-3.7,23.46,26.57,17.24,✗,✗,✗,✗,✗,-2.12,0,-3.24,-2.49,-5.7,
002184,海得控制,龙头:002184,✗MACD | ✗ZJTJ,-0.0355,0.0928,-0.2565,-5.08,13.65,25.55,-10.15,✗,✗,✗,✗,✗,-2.77,0,-6.56,-11.28,-7.02,
600502,安徽建工,龙头:600502,✗MACD | ✗ZJTJ,-0.0751,-0.0748,-0.0007,-1.77,45.21,47.59,40.46,✗,✗,✗,✗,✗,-2.53,0,-6.18,1.01,-0.6,
002434,万里扬,龙头:002434,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1565,-0.1435,-0.026,-3.67,30.0,25.96,38.08,✗,✗,✓,✗,✗,-2.18,0,1.41,1.27,-8.64,
300166,东方国信,龙头:300166,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1278,0.2653,-0.7863,-9.16,21.58,17.1,30.53,✗,✗,✓,✗,✗,4.4,0,3.2,-3.56,-8.27,
603063,禾望电气,龙头:603063,✗MACD | ✗ZJTJ,2.741,4.1363,-2.7906,-3.05,26.2,29.07,20.46,✗,✗,✗,✗,✗,3.51,0,5.66,-7.12,-1.5,
605099,共创草坪,龙头:605099,✗MACD | ✗ZJTJ,-1.0431,-0.2506,-1.5849,-10.08,20.07,22.47,15.27,✗,✗,✗,✗,✗,0.66,0,-11.7,-5.79,-8.78,
002385,大北农,龙头:002385,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1502,-0.1433,-0.0139,-6.47,20.94,20.37,22.1,✗,✗,✓,✗,✗,-0.6,0,-2.94,-0.6,-4.62,
001914,招商积余,龙头:001914,✗MACD | ✗ZJTJ,-0.1218,-0.1082,-0.0274,-2.13,41.33,41.41,41.16,✗,✗,✗,✗,✗,-2.36,0,-5.36,-0.42,-2.46,
300081,ST恒信,龙头:300081,✗MACD | ✓ZJTJ控盘 | ✓KDJ买入,0.0231,-0.0122,0.0708,4.24,60.61,48.58,84.68,✗,✓,✓,✗,✗,-1.83,0,1.18,6.7,4.37,
300308,中际旭创,龙头:300308,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入 | ✓财务增长,101.9612,91.0219,21.8786,17.56,84.15,82.27,87.9,✓,✓,✓,✓,✓,0.39,3,13.27,6.85,28.86,🌟
002508,老板电器,龙头:002508,✗MACD | ✗ZJTJ,-0.633,-0.581,-0.1041,-6.43,18.33,23.39,8.21,✗,✗,✗,✗,✗,-1.76,0,-6.76,-5.39,-7.4,
600418,江淮汽车,龙头:600418,✗MACD | ✗ZJTJ,-3.291,-2.2436,-2.0948,-20.5,4.78,6.99,0.36,✗,✗,✗,✗,✗,-1.58,0,-6.37,-9.87,-24.51,
300513,恒实科技,龙头:300513,✗MACD | ✗ZJTJ,-0.2912,-0.1535,-0.2753,-10.98,10.16,15.82,-1.16,✗,✗,✗,✗,✗,-2.41,0,-7.78,-8.43,-12.78,
300118,东方日升,龙头:300118,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.9588,-0.5874,-0.7426,-17.01,14.05,11.51,19.14,✗,✗,✓,✗,✗,1.23,0,1.16,-9.81,-16.39,
300502,新易盛,龙头:300502,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,56.7045,44.6568,24.0955,19.65,84.3,82.9,87.1,✓,✓,✓,✗,✓,-0.81,3,14.14,8.02,37.09,🌟
000049,德赛电池,龙头:000049,✗MACD | ✗ZJTJ,-0.6396,-0.4178,-0.4437,-6.48,13.3,17.83,4.25,✗,✗,✗,✗,✗,-2.57,0,-3.57,-6.39,-6.03,
000338,潍柴动力,龙头:000338,✗MACD | ✗ZJTJ,0.9516,1.357,-0.8109,-0.84,50.25,55.25,40.25,✗,✗,✗,✗,✗,4.56,0,0.12,-4.45,4.52,
300170,汉得信息,龙头:300170,✗MACD | ✗ZJTJ,-0.6824,-0.4502,-0.4645,-8.93,19.49,21.97,14.52,✗,✗,✗,✗,✗,-3.92,0,-9.11,-3.32,-8.61,
300501,海顺新材,龙头:300501,✗MACD | ✗ZJTJ,-0.0759,0.2118,-0.5754,-8.76,11.83,18.56,-1.64,✗,✗,✗,✗,✗,-4.33,0,-9.16,-12.62,-13.64,
000933,神火股份,龙头:000933,✗MACD | ✗ZJTJ,-0.3904,-0.4539,0.1271,-0.98,40.1,45.76,28.78,✗,✗,✗,✗,✗,-6.64,0,-5.19,-0.9,-2.22,
002101,广东鸿图,龙头:002101,✗MACD | ✗ZJTJ,-0.3715,-0.3668,-0.0094,-5.79,12.61,14.6,8.64,✗,✗,✗,✗,✗,-1.23,0,-3.5,-1.12,-5.87,
301012,扬电科技,龙头:301012,✗MACD | ✗ZJTJ,-0.6544,0.2982,-1.9053,-12.88,9.24,13.36,1.0,✗,✗,✗,✗,✗,-0.69,0,-3.05,-9.25,-20.74,
300373,扬杰科技,龙头:300373,✓MACD买入 | ✓ZJTJ控盘,7.2937,5.9515,2.6843,15.66,65.38,69.87,56.39,✓,✓,✗,✗,✓,-0.3,1,6.3,-7.7,35.94,
002573,清新环境,龙头:002573,✗MACD | ✗ZJTJ,-0.0608,-0.0629,0.0041,-2.2,29.56,32.57,23.53,✗,✗,✗,✗,✗,-0.88,0,-4.27,-0.59,0.0,
000539,粤电力Ａ,龙头:000539,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.7029,0.4747,0.4563,25.3,83.31,77.39,95.15,✓,✓,✓,✗,✓,-2.45,3,-6.14,13.63,42.39,🌟
002043,兔 宝 宝,龙头:002043,✗MACD | ✗ZJTJ,-0.4842,-0.3863,-0.1958,-7.72,25.91,29.06,19.6,✗,✗,✗,✗,✗,1.4,0,-8.65,-2.53,-4.11,
600004,白云机场,龙头:600004,✗MACD | ✗ZJTJ,-0.1618,-0.1587,-0.0061,-2.89,20.67,26.1,9.81,✗,✗,✗,✗,✗,-1.11,0,-3.25,-0.86,-3.02,
002537,海联金汇,龙头:002537,✗MACD | ✗ZJTJ,-0.3639,-0.3224,-0.0829,-9.94,9.8,11.84,5.73,✗,✗,✗,✗,✗,-1.77,0,-4.98,-5.56,-10.01,
601615,明阳智能,龙头:601615,✗MACD | ✗ZJTJ,-0.3598,-0.1388,-0.442,-9.41,13.19,28.35,-17.12,✗,✗,✗,✗,✗,-1.81,0,-9.65,-16.99,-12.46,
000963,华东医药,龙头:000963,✗MACD | ✗ZJTJ,-1.4334,-1.3687,-0.1294,-7.32,12.88,16.12,6.39,✗,✗,✗,✗,✗,-1.35,0,-4.2,-3.4,-6.07,
002164,宁波东力,龙头:002164,✗MACD | ✗ZJTJ,-0.1843,0.0706,-0.5099,-9.63,10.42,19.27,-7.27,✗,✗,✗,✗,✗,0.16,0,-4.08,-8.05,-18.19,
300207,欣旺达,龙头:300207,✗MACD | ✗ZJTJ,-1.298,-1.0056,-0.5849,-12.04,7.37,9.63,2.85,✗,✗,✗,✗,✗,-2.93,0,-6.93,-11.06,-12.81,
600808,马钢股份,龙头:600808,✗MACD | ✗ZJTJ,-0.2421,-0.2178,-0.0486,-13.04,6.67,7.47,5.08,✗,✗,✗,✗,✗,-1.04,0,-4.36,-4.68,-8.06,
300347,泰格医药,龙头:300347,✗MACD | ✗ZJTJ | ✓KDJ买入,-3.858,-3.6912,-0.3336,-13.05,14.26,10.6,21.57,✗,✗,✓,✗,✗,0.53,0,0.35,0.87,-12.95,
600438,通威股份,龙头:600438,✗MACD | ✗ZJTJ,-0.83,-0.6479,-0.3641,-11.93,5.13,6.68,2.03,✗,✗,✗,✗,✗,-0.64,0,-4.4,-8.2,-10.9,
600661,昂立教育,龙头:600661,✗MACD | ✗ZJTJ,-0.4238,-0.3323,-0.1831,-10.3,13.07,14.44,10.34,✗,✗,✗,✗,✗,-1.46,0,-7.44,-4.37,-9.81,
600546,山煤国际,龙头:600546,✓MACD买入 | ✓ZJTJ控盘,0.4463,0.3884,0.1159,6.53,60.09,60.68,58.9,✓,✓,✗,✗,✓,-1.63,3,-5.3,5.7,8.31,🌟
002354,天娱数科,龙头:002354,✗MACD | ✗ZJTJ,0.1226,0.2344,-0.2236,-5.07,26.13,44.04,-9.7,✗,✗,✗,✗,✗,-2.1,0,-18.68,-15.15,-11.03,
300058,蓝色光标,龙头:300058,✗MACD | ✗ZJTJ,-0.2399,-0.0876,-0.3045,-5.07,34.75,35.85,32.54,✗,✗,✗,✗,✗,-3.87,0,-11.41,-1.55,-9.76,
300094,国联水产,龙头:300094,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.0624,-0.0594,-0.006,-3.3,34.55,33.56,36.55,✗,✗,✓,✗,✗,-0.68,0,-4.92,-0.68,-2.68,
603801,志邦家居,龙头:603801,✗MACD | ✗ZJTJ,-0.4309,-0.351,-0.1598,-11.54,9.66,9.97,9.04,✗,✗,✗,✗,✗,-2.25,0,-9.15,-7.46,-12.14,
603136,天目湖,龙头:603136,✗MACD | ✗ZJTJ,-0.3623,-0.3464,-0.0318,-5.86,20.33,23.76,13.48,✗,✗,✗,✗,✗,-1.41,0,-6.4,-1.95,-5.91,
600745,*ST闻泰,龙头:600745,✗MACD | ✓ZJTJ控盘,-1.4648,-2.3025,1.6754,6.85,74.88,76.63,71.36,✗,✓,✗,✗,✗,-4.99,0,-5.21,4.47,22.44,
300675,建科院,龙头:300675,✗MACD | ✗ZJTJ,-0.4448,-0.2479,-0.3937,-8.97,11.84,15.39,4.74,✗,✗,✗,✗,✗,-1.84,0,-6.86,-4.62,-9.66,
002594,比亚迪,龙头:002594,✗MACD | ✗ZJTJ,-1.4798,-1.4846,0.0097,-2.03,29.11,37.03,13.28,✗,✗,✗,✗,✗,-1.46,0,-0.22,-2.54,-0.07,
300807,天迈科技,龙头:300807,✗MACD | ✗ZJTJ,-2.5693,-1.7711,-1.5965,-13.44,13.96,14.65,12.58,✗,✗,✗,✗,✗,-3.41,0,-9.11,-10.07,-11.79,
601689,拓普集团,龙头:601689,✗MACD | ✗ZJTJ,0.4817,1.2858,-1.6081,-3.82,26.28,27.17,24.5,✗,✗,✗,✗,✗,7.94,0,10.49,2.7,-6.27,
002241,歌尔股份,龙头:002241,✗MACD | ✗ZJTJ,0.4809,0.5633,-0.1648,0.8,40.84,55.2,12.11,✗,✗,✗,✗,✗,-6.98,0,-5.89,-11.56,0.69,
301038,深水规院,龙头:301038,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3725,-0.2753,-0.1945,-4.43,39.6,35.85,47.11,✗,✗,✓,✗,✗,1.19,0,-0.81,6.62,-9.35,
300482,万孚生物,龙头:300482,✗MACD | ✗ZJTJ,-0.3912,-0.2054,-0.3716,-7.4,9.59,15.25,-1.73,✗,✗,✗,✗,✗,-3.89,0,-8.64,-7.86,-9.21,
002318,久立特材,龙头:002318,✗MACD | ✗ZJTJ | ✓KDJ买入,-1.5214,-1.2571,-0.5285,-12.37,11.33,9.87,14.24,✗,✗,✓,✗,✗,0.89,0,-3.9,-5.07,-11.35,
300746,汉嘉数智,龙头:300746,✗MACD | ✗ZJTJ,-0.5961,-0.348,-0.4963,-14.64,5.63,10.1,-3.3,✗,✗,✗,✗,✗,-2.31,0,-7.19,-8.71,-19.85,
300521,爱司凯,龙头:300521,✗MACD | ✗ZJTJ,-1.0081,-0.6647,-0.6869,-10.29,13.22,20.28,-0.91,✗,✗,✗,✗,✗,-1.83,0,-6.77,-14.09,-7.61,
300531,优博讯,龙头:300531,✗MACD | ✗ZJTJ,-1.1121,-0.7698,-0.6846,-15.55,11.05,11.07,11.02,✗,✗,✗,✗,✗,0.0,0,-1.88,-4.97,-15.33,
601865,福莱特,龙头:601865,✗MACD | ✗ZJTJ,-0.6838,-0.6217,-0.1241,-9.67,9.67,10.86,7.27,✗,✗,✗,✗,✗,-0.97,0,-4.67,-6.11,-7.35,
603806,福斯特,龙头:603806,✗MACD | ✗ZJTJ,-0.057,-0.0519,-0.0102,-0.54,46.38,51.07,37.0,✗,✗,✗,✗,✗,1.37,0,2.01,-4.35,12.59,
603628,清源股份,龙头:603628,✗MACD | ✗ZJTJ,-0.647,-0.6027,-0.0886,-9.32,10.6,12.33,7.14,✗,✗,✗,✗,✗,-2.05,0,-5.05,-5.05,-8.2,
002080,中材科技,龙头:002080,✗MACD | ✗ZJTJ,2.9652,4.3654,-2.8003,-2.7,30.99,44.82,3.33,✗,✗,✗,✗,✗,0.28,0,-0.37,-16.14,-0.98,
600876,凯盛新能,龙头:600876,✗MACD | ✗ZJTJ,-0.302,-0.2591,-0.0857,-6.73,17.52,20.39,11.77,✗,✗,✗,✗,✗,2.3,0,-3.64,-8.24,-2.2,
300014,亿纬锂能,龙头:300014,✗MACD | ✗ZJTJ,-1.576,-1.2008,-0.7505,-5.53,23.64,31.42,8.09,✗,✗,✗,✗,✗,-5.27,0,-8.2,-9.39,-6.71,
002108,沧州明珠,龙头:002108,✗MACD | ✗ZJTJ,-0.1877,-0.0973,-0.1807,-11.12,6.75,8.67,2.89,✗,✗,✗,✗,✗,-3.3,0,-6.94,-7.5,-9.28,
002036,联创电子,龙头:002036,✗MACD | ✗ZJTJ,0.0877,0.1453,-0.1151,-2.36,23.36,39.56,-9.02,✗,✗,✗,✗,✗,-0.67,0,-7.04,-9.51,-5.45,
300571,平治信息,龙头:300571,✗MACD | ✗ZJTJ,-0.0711,2.5514,-5.2451,-18.88,9.35,13.14,1.78,✗,✗,✗,✗,✗,1.12,0,0.99,-7.54,-22.77,
603010,万盛股份,龙头:603010,✗MACD | ✗ZJTJ,0.3094,0.472,-0.3251,-1.7,31.67,43.36,8.28,✗,✗,✗,✗,✗,-3.14,0,-4.8,-9.76,4.36,
300725,药石科技,龙头:300725,✗MACD | ✗ZJTJ,-1.1045,-0.6861,-0.8369,-8.55,8.47,11.17,3.07,✗,✗,✗,✗,✗,-2.67,0,-4.52,-7.34,-10.76,
000915,华特达因,龙头:000915,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6539,-0.7206,0.1334,-2.36,44.09,41.95,48.35,✗,✗,✓,✗,✗,-1.67,0,-2.7,1.12,-2.88,
600197,伊力特,龙头:600197,✗MACD | ✗ZJTJ,-0.0237,0.0821,-0.2116,-4.38,24.75,45.47,-16.7,✗,✗,✗,✗,✗,-5.22,0,-11.9,-11.76,-9.93,
000892,欢瑞世纪,龙头:000892,✗MACD | ✗ZJTJ,-0.3575,-0.3837,0.0525,-9.61,17.29,26.61,-1.35,✗,✗,✗,✗,✗,-2.77,0,-10.02,-9.81,-6.08,
301027,华蓝集团,龙头:301027,✗MACD | ✗ZJTJ,-0.9389,-0.5006,-0.8766,-13.17,6.45,9.29,0.77,✗,✗,✗,✗,✗,-3.57,0,-7.69,-9.15,-13.97,
300992,泰福泵业,龙头:300992,✗MACD | ✗ZJTJ,-1.182,-0.9629,-0.4381,-8.58,15.43,18.5,9.28,✗,✗,✗,✗,✗,-2.14,0,-5.61,-5.21,-8.7,
601886,江河集团,龙头:601886,✗MACD | ✗ZJTJ,-0.1293,-0.036,-0.1865,-5.99,15.76,23.07,1.15,✗,✗,✗,✗,✗,-3.33,0,-4.75,-5.07,-7.26,
300234,开尔新材,龙头:300234,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.4769,0.4561,0.0415,9.08,64.97,64.46,65.99,✓,✓,✓,✗,✓,0.24,1,1.07,-1.85,18.85,
300142,沃森生物,龙头:300142,✗MACD | ✗ZJTJ,-0.2352,0.0565,-0.5835,-11.05,5.5,8.91,-1.33,✗,✗,✗,✗,✗,-2.38,0,-5.1,-10.31,-13.25,
600293,三峡新材,龙头:600293,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.0446,0.0183,0.0525,5.2,65.76,56.79,83.71,✓,✓,✓,✗,✓,10.09,1,8.11,4.96,15.02,
600598,北大荒,龙头:600598,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3521,-0.3131,-0.078,-4.0,40.97,30.29,62.33,✗,✗,✓,✗,✗,-1.1,0,-1.85,1.06,-2.78,
300334,津膜科技,龙头:300334,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.1218,-0.0098,-0.2241,-7.53,20.27,19.14,22.52,✗,✗,✓,✗,✗,3.3,0,-1.44,-1.83,-5.77,
002326,永太科技,龙头:002326,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.6626,-0.5924,-0.1403,-4.88,25.89,20.2,37.27,✗,✗,✓,✗,✗,0.0,0,2.62,2.95,-3.22,
600655,豫园股份,龙头:600655,✗MACD | ✗ZJTJ,-0.0558,-0.0525,-0.0066,-1.88,40.45,49.54,22.27,✗,✗,✗,✗,✗,-2.37,0,-4.02,-0.87,0.22,
688261,东微半导,龙头:688261,✗MACD | ✓ZJTJ控盘,2.9268,3.1295,-0.4054,3.13,45.99,50.63,36.7,✗,✓,✗,✗,✗,0.33,0,5.38,-12.94,14.52,
300917,特发服务,龙头:300917,✗MACD | ✗ZJTJ,-1.0856,-0.8411,-0.4889,-7.86,14.67,19.06,5.9,✗,✗,✗,✗,✗,-2.33,0,-8.07,-2.9,-6.58,
300556,丝路视觉,龙头:300556,✗MACD | ✗ZJTJ,-0.1696,0.2246,-0.7883,-9.13,8.1,13.96,-3.62,✗,✗,✗,✗,✗,-3.12,0,-8.35,-10.72,-13.8,
300102,乾照光电,龙头:300102,✗MACD | ✗ZJTJ | ✓KDJ买入,-2.0508,-1.8104,-0.4809,-13.34,21.21,15.55,32.53,✗,✗,✓,✗,✗,0.12,0,1.49,-5.31,-8.28,
300631,久吾高科,龙头:300631,✗MACD | ✗ZJTJ,-1.1042,-0.6518,-0.9048,-12.11,9.07,10.41,6.39,✗,✗,✗,✗,✗,-1.49,0,-3.65,-7.34,-10.86,
002136,安 纳 达,龙头:002136,✗MACD | ✗ZJTJ,-0.3182,-0.0532,-0.5299,-10.43,7.43,11.63,-0.98,✗,✗,✗,✗,✗,-5.66,0,-8.05,-10.85,-13.84,
600007,中国国贸,龙头:600007,✗MACD | ✗ZJTJ,0.0076,0.0273,-0.0393,-0.27,48.29,56.21,32.44,✗,✗,✗,✗,✗,-0.52,0,-3.22,-0.38,0.38,
300387,富邦科技,龙头:300387,✗MACD | ✗ZJTJ,-0.3079,-0.2374,-0.141,-8.34,13.17,15.94,7.64,✗,✗,✗,✗,✗,-3.84,0,-5.53,-4.08,-8.07,
600388,龙净环保,龙头:600388,✗MACD | ✗ZJTJ,-0.2529,0.0069,-0.5196,-7.89,14.25,26.59,-10.43,✗,✗,✗,✗,✗,-2.05,0,-9.73,-11.26,-13.34,
300737,科顺股份,龙头:300737,✓MACD买入 | ✓ZJTJ控盘 | ✓KDJ买入,0.2853,0.2338,0.103,8.82,56.54,45.9,77.83,✓,✓,✓,✗,✓,4.17,2,9.41,17.43,13.35,
002373,千方科技,龙头:002373,✗MACD | ✗ZJTJ,-0.4065,-0.3499,-0.1131,-9.58,7.09,11.3,-1.33,✗,✗,✗,✗,✗,-2.19,0,-6.85,-8.31,-10.15,
600846,同济科技,龙头:600846,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2809,-0.246,-0.0699,-3.85,44.73,29.72,74.75,✗,✗,✓,✗,✗,-4.64,0,4.18,3.72,-4.33,
000858,五 粮 液,龙头:000858,✗MACD | ✗ZJTJ,-3.8532,-4.0116,0.3168,-5.43,21.42,25.08,14.1,✗,✗,✗,✗,✗,-1.52,0,-2.77,-0.48,-4.98,
600313,农发种业,龙头:600313,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.3068,-0.3244,0.0352,-5.13,50.93,33.06,86.67,✗,✗,✓,✗,✗,1.46,0,1.13,4.16,1.62,
600803,新奥股份,龙头:600803,✗MACD | ✗ZJTJ,-0.406,-0.3684,-0.0752,-3.5,21.81,23.44,18.55,✗,✗,✗,✗,✗,-2.14,0,-3.08,-0.31,-4.9,
600916,中国黄金,龙头:600916,✗MACD | ✗ZJTJ,-0.3056,-0.297,-0.0172,-5.51,20.56,22.1,17.47,✗,✗,✗,✗,✗,-1.51,0,-2.5,-1.51,-3.34,
000019,深粮控股,龙头:000019,✗MACD | ✗ZJTJ | ✓KDJ买入,-0.2929,-0.2775,-0.031,-6.45,29.45,26.49,35.39,✗,✗,✓,✗,✗,-2.45,0,-4.35,-0.62,-5.48,
000582,北部湾港,龙头:000582,✓MACD买入 | ✓ZJTJ控盘,0.6441,0.5668,0.1547,9.26,63.13,66.46,56.47,✓,✓,✗,✗,✓,-9.99,3,1.51,0.45,7.53,🌟
000798,中水渔业,龙头:000798,✗MACD | ✗ZJTJ,-0.3795,-0.3681,-0.0228,-6.6,15.73,17.9,11.4,✗,✗,✗,✗,✗,0.0,0,-5.2,-2.38,-5.2,
300801,泰和科技,龙头:300801,✗MACD | ✗ZJTJ,-0.7529,-0.2668,-0.9722,-10.28,10.33,14.73,1.53,✗,✗,✗,✗,✗,-3.08,0,-5.46,-11.04,-10.85,
002568,百润股份,龙头:002568,✓MACD买入 | ✓ZJTJ控盘,0.3455,0.3033,0.0844,3.08,55.07,62.04,41.13,✓,✓,✗,✗,✓,-6.49,1,-10.85,-2.49,-0.72,
600600,青岛啤酒,龙头:600600,✗MACD | ✗ZJTJ,-0.5738,-0.447,-0.2535,-2.11,38.47,43.74,27.93,✗,✗,✗,✗,✗,-0.65,0,-3.32,-0.78,-2.91,
